tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size     3383, 88286209 req, miss ratio 0.6790, byte miss ratio 0.6790
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size    10151, 88286209 req, miss ratio 0.5591, byte miss ratio 0.5591
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size    33837, 88286209 req, miss ratio 0.3072, byte miss ratio 0.3072
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size   101512, 88286209 req, miss ratio 0.1310, byte miss ratio 0.1310
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size   338374, 88286209 req, miss ratio 0.0583, byte miss ratio 0.0583
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size   676748, 88286209 req, miss ratio 0.0465, byte miss ratio 0.0465
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size  1353497, 88286209 req, miss ratio 0.0410, byte miss ratio 0.0410
tencentBlock.ns3557 S3FIFO-0.6500-0.9000 cache size  2706995, 88286209 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size     3383, 88286209 req, miss ratio 0.6476, byte miss ratio 0.6476
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size    10151, 88286209 req, miss ratio 0.5127, byte miss ratio 0.5127
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size    33837, 88286209 req, miss ratio 0.2556, byte miss ratio 0.2556
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size   101512, 88286209 req, miss ratio 0.1133, byte miss ratio 0.1133
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size   338374, 88286209 req, miss ratio 0.0493, byte miss ratio 0.0493
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size   676748, 88286209 req, miss ratio 0.0444, byte miss ratio 0.0444
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size  1353497, 88286209 req, miss ratio 0.0401, byte miss ratio 0.0401
tencentBlock.ns3557 S3FIFO-0.2500-1.9000 cache size  2706995, 88286209 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size     3383, 88286209 req, miss ratio 0.6421, byte miss ratio 0.6421
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size    10151, 88286209 req, miss ratio 0.4891, byte miss ratio 0.4891
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size    33837, 88286209 req, miss ratio 0.2296, byte miss ratio 0.2296
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size   101512, 88286209 req, miss ratio 0.1001, byte miss ratio 0.1001
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size   338374, 88286209 req, miss ratio 0.0487, byte miss ratio 0.0487
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size   676748, 88286209 req, miss ratio 0.0441, byte miss ratio 0.0441
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size  1353497, 88286209 req, miss ratio 0.0401, byte miss ratio 0.0401
tencentBlock.ns3557 S3FIFO-0.1000-1.9000 cache size  2706995, 88286209 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns3557 S3FIFO-0.7000-0.9000 cache size     3383, 88286209 req, miss ratio 0.6841, byte miss ratio 0.6841
tencentBlock.ns3557 S3FIFO-0.7000-0.9000 cache size    10151, 88286209 req, miss ratio 0.5677, byte miss ratio 0.5677
tencentBlock.ns3557 S3FIFO-0.7000-0.9000 cache size    33837, 88286209 req, miss ratio 0.3128, byte miss ratio 0.3128
