cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size      188, 4156454 req, miss ratio 0.8361, byte miss ratio 0.8361
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size      565, 4156454 req, miss ratio 0.7462, byte miss ratio 0.7462
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size     1884, 4156454 req, miss ratio 0.6081, byte miss ratio 0.6081
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size     5654, 4156454 req, miss ratio 0.4436, byte miss ratio 0.4436
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size    18847, 4156454 req, miss ratio 0.2489, byte miss ratio 0.2489
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size    37695, 4156454 req, miss ratio 0.1527, byte miss ratio 0.1527
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size    75391, 4156454 req, miss ratio 0.0847, byte miss ratio 0.0847
cdn1_allcolo.ns4244 S3FIFO-0.8000-0.9000 cache size   150782, 4156454 req, miss ratio 0.0500, byte miss ratio 0.0500
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size      188, 4156454 req, miss ratio 0.8250, byte miss ratio 0.8250
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size      565, 4156454 req, miss ratio 0.7339, byte miss ratio 0.7339
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size     1884, 4156454 req, miss ratio 0.5956, byte miss ratio 0.5956
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size     5654, 4156454 req, miss ratio 0.4301, byte miss ratio 0.4301
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size    18847, 4156454 req, miss ratio 0.2367, byte miss ratio 0.2367
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size    37695, 4156454 req, miss ratio 0.1439, byte miss ratio 0.1439
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size    75391, 4156454 req, miss ratio 0.0805, byte miss ratio 0.0805
cdn1_allcolo.ns4244 S3FIFO-0.7000-1.9000 cache size   150782, 4156454 req, miss ratio 0.0485, byte miss ratio 0.0485
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size      188, 4156454 req, miss ratio 0.8415, byte miss ratio 0.8415
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size      565, 4156454 req, miss ratio 0.7534, byte miss ratio 0.7534
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size     1884, 4156454 req, miss ratio 0.6145, byte miss ratio 0.6145
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size     5654, 4156454 req, miss ratio 0.4457, byte miss ratio 0.4457
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size    18847, 4156454 req, miss ratio 0.2465, byte miss ratio 0.2465
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size    37695, 4156454 req, miss ratio 0.1508, byte miss ratio 0.1508
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size    75391, 4156454 req, miss ratio 0.0847, byte miss ratio 0.0847
cdn1_allcolo.ns4244 S3FIFO-0.8000-1.9000 cache size   150782, 4156454 req, miss ratio 0.0500, byte miss ratio 0.0500
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size      188, 4156454 req, miss ratio 0.7789, byte miss ratio 0.7789
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size      565, 4156454 req, miss ratio 0.6780, byte miss ratio 0.6780
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size     1884, 4156454 req, miss ratio 0.5329, byte miss ratio 0.5329
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size     5654, 4156454 req, miss ratio 0.3776, byte miss ratio 0.3776
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size    18847, 4156454 req, miss ratio 0.2034, byte miss ratio 0.2034
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size    37695, 4156454 req, miss ratio 0.1218, byte miss ratio 0.1218
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size    75391, 4156454 req, miss ratio 0.0686, byte miss ratio 0.0686
cdn1_allcolo.ns4244 S3FIFO-0.3000-1.9000 cache size   150782, 4156454 req, miss ratio 0.0467, byte miss ratio 0.0467
cdn1_allcolo.ns4244 S3FIFO-0.2000-1.9000 cache size      188, 4156454 req, miss ratio 0.7707, byte miss ratio 0.7707
