cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size      126, 1771476 req, miss ratio 0.6171, byte miss ratio 0.6171
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size      378, 1771476 req, miss ratio 0.5104, byte miss ratio 0.5104
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size     1262, 1771476 req, miss ratio 0.3828, byte miss ratio 0.3828
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size     3788, 1771476 req, miss ratio 0.2711, byte miss ratio 0.2711
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size    12627, 1771476 req, miss ratio 0.1656, byte miss ratio 0.1656
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size    25255, 1771476 req, miss ratio 0.1189, byte miss ratio 0.1189
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size    50511, 1771476 req, miss ratio 0.0877, byte miss ratio 0.0877
cdn1_allcolo.ns414 S3FIFO-0.0500-0.9000 cache size   101023, 1771476 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size      126, 1771476 req, miss ratio 0.6384, byte miss ratio 0.6384
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size      378, 1771476 req, miss ratio 0.5323, byte miss ratio 0.5323
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size     1262, 1771476 req, miss ratio 0.4140, byte miss ratio 0.4140
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size     3788, 1771476 req, miss ratio 0.3074, byte miss ratio 0.3074
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size    12627, 1771476 req, miss ratio 0.1960, byte miss ratio 0.1960
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size    25255, 1771476 req, miss ratio 0.1401, byte miss ratio 0.1401
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size    50511, 1771476 req, miss ratio 0.0965, byte miss ratio 0.0965
cdn1_allcolo.ns414 S3FIFO-0.5500-0.9000 cache size   101023, 1771476 req, miss ratio 0.0727, byte miss ratio 0.0727
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size      126, 1771476 req, miss ratio 0.7107, byte miss ratio 0.7107
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size      378, 1771476 req, miss ratio 0.6019, byte miss ratio 0.6019
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size     1262, 1771476 req, miss ratio 0.4781, byte miss ratio 0.4781
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size     3788, 1771476 req, miss ratio 0.3612, byte miss ratio 0.3612
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size    12627, 1771476 req, miss ratio 0.2323, byte miss ratio 0.2323
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size    25255, 1771476 req, miss ratio 0.1666, byte miss ratio 0.1666
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size    50511, 1771476 req, miss ratio 0.1145, byte miss ratio 0.1145
cdn1_allcolo.ns414 S3FIFO-0.9500-1.9000 cache size   101023, 1771476 req, miss ratio 0.0802, byte miss ratio 0.0802
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size      126, 1771476 req, miss ratio 0.6489, byte miss ratio 0.6489
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size      378, 1771476 req, miss ratio 0.5437, byte miss ratio 0.5437
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size     1262, 1771476 req, miss ratio 0.4260, byte miss ratio 0.4260
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size     3788, 1771476 req, miss ratio 0.3183, byte miss ratio 0.3183
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size    12627, 1771476 req, miss ratio 0.2043, byte miss ratio 0.2043
cdn1_allcolo.ns414 S3FIFO-0.6500-0.9000 cache size    25255, 1771476 req, miss ratio 0.1462, byte miss ratio 0.1462
