cdn1_allcolo.ns991 S3FIFO-0.8500-1.9000 cache size       14, 5488587 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns991 S3FIFO-0.8500-1.9000 cache size       29, 5488587 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns991 S3FIFO-0.8500-1.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.8500-1.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.4000-0.9000 cache size       14, 5488587 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns991 S3FIFO-0.4000-0.9000 cache size       29, 5488587 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns991 S3FIFO-0.4000-0.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.4000-0.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.1500-0.9000 cache size       14, 5488587 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns991 S3FIFO-0.1500-0.9000 cache size       29, 5488587 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns991 S3FIFO-0.1500-0.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.1500-0.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.1500-1.9000 cache size       14, 5488587 req, miss ratio 0.0018, byte miss ratio 0.0018
cdn1_allcolo.ns991 S3FIFO-0.1500-1.9000 cache size       29, 5488587 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_allcolo.ns991 S3FIFO-0.1500-1.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.1500-1.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.7500-1.9000 cache size       14, 5488587 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_allcolo.ns991 S3FIFO-0.7500-1.9000 cache size       29, 5488587 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns991 S3FIFO-0.7500-1.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.7500-1.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.5500-1.9000 cache size       14, 5488587 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_allcolo.ns991 S3FIFO-0.5500-1.9000 cache size       29, 5488587 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns991 S3FIFO-0.5500-1.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.5500-1.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.3500-1.9000 cache size       14, 5488587 req, miss ratio 0.0019, byte miss ratio 0.0019
cdn1_allcolo.ns991 S3FIFO-0.3500-1.9000 cache size       29, 5488587 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns991 S3FIFO-0.3500-1.9000 cache size       58, 5488587 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_allcolo.ns991 S3FIFO-0.3500-1.9000 cache size      116, 5488587 req, miss ratio 0.0000, byte miss ratio 0.0000
cdn1_allcolo.ns991 S3FIFO-0.0500-0.9000 cache size       14, 5488587 req, miss ratio 1.0000, byte miss ratio 1.0000
