cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size       78, 2752866 req, miss ratio 0.2956, byte miss ratio 0.2956
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size      236, 2752866 req, miss ratio 0.2261, byte miss ratio 0.2261
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size      787, 2752866 req, miss ratio 0.1558, byte miss ratio 0.1558
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size     2361, 2752866 req, miss ratio 0.1005, byte miss ratio 0.1005
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size     7870, 2752866 req, miss ratio 0.0591, byte miss ratio 0.0591
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size    15741, 2752866 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size    31482, 2752866 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_allcolo.ns1452 S3FIFO-0.4000-0.9000 cache size    62964, 2752866 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size       78, 2752866 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size      236, 2752866 req, miss ratio 0.2071, byte miss ratio 0.2071
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size      787, 2752866 req, miss ratio 0.1422, byte miss ratio 0.1422
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size     2361, 2752866 req, miss ratio 0.0934, byte miss ratio 0.0934
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size     7870, 2752866 req, miss ratio 0.0554, byte miss ratio 0.0554
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size    15741, 2752866 req, miss ratio 0.0401, byte miss ratio 0.0401
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size    31482, 2752866 req, miss ratio 0.0319, byte miss ratio 0.0319
cdn1_allcolo.ns1452 S3FIFO-0.0050-0.9000 cache size    62964, 2752866 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size       78, 2752866 req, miss ratio 0.2760, byte miss ratio 0.2760
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size      236, 2752866 req, miss ratio 0.2095, byte miss ratio 0.2095
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size      787, 2752866 req, miss ratio 0.1437, byte miss ratio 0.1437
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size     2361, 2752866 req, miss ratio 0.0939, byte miss ratio 0.0939
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size     7870, 2752866 req, miss ratio 0.0549, byte miss ratio 0.0549
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size    15741, 2752866 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns1452 S3FIFO-0.0250-1.9000 cache size    31482, 2752866 req, miss ratio 0.0319, byte miss ratio 0.0319
