tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size       55, 1402848 req, miss ratio 0.3863, byte miss ratio 0.3863
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size      167, 1402848 req, miss ratio 0.2109, byte miss ratio 0.2109
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size      558, 1402848 req, miss ratio 0.1691, byte miss ratio 0.1691
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size     1674, 1402848 req, miss ratio 0.1454, byte miss ratio 0.1454
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size     5580, 1402848 req, miss ratio 0.1414, byte miss ratio 0.1414
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size    11161, 1402848 req, miss ratio 0.1260, byte miss ratio 0.1260
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size    22323, 1402848 req, miss ratio 0.0676, byte miss ratio 0.0676
tencentBlock.ns3338 S3FIFO-0.3000-1.9000 cache size    44647, 1402848 req, miss ratio 0.0419, byte miss ratio 0.0419
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size       55, 1402848 req, miss ratio 0.4139, byte miss ratio 0.4139
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size      167, 1402848 req, miss ratio 0.2618, byte miss ratio 0.2618
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size      558, 1402848 req, miss ratio 0.1732, byte miss ratio 0.1732
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size     1674, 1402848 req, miss ratio 0.1486, byte miss ratio 0.1486
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size     5580, 1402848 req, miss ratio 0.1393, byte miss ratio 0.1393
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size    11161, 1402848 req, miss ratio 0.1346, byte miss ratio 0.1346
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size    22323, 1402848 req, miss ratio 0.0709, byte miss ratio 0.0709
tencentBlock.ns3338 S3FIFO-0.5000-0.9000 cache size    44647, 1402848 req, miss ratio 0.0471, byte miss ratio 0.0471
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size       55, 1402848 req, miss ratio 0.4620, byte miss ratio 0.4620
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size      167, 1402848 req, miss ratio 0.2743, byte miss ratio 0.2743
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size      558, 1402848 req, miss ratio 0.1869, byte miss ratio 0.1869
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size     1674, 1402848 req, miss ratio 0.1595, byte miss ratio 0.1595
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size     5580, 1402848 req, miss ratio 0.1445, byte miss ratio 0.1445
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size    11161, 1402848 req, miss ratio 0.1190, byte miss ratio 0.1190
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size    22323, 1402848 req, miss ratio 0.0763, byte miss ratio 0.0763
tencentBlock.ns3338 S3FIFO-0.7500-1.9000 cache size    44647, 1402848 req, miss ratio 0.0519, byte miss ratio 0.0519
