cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size      210, 4985432 req, miss ratio 0.7141, byte miss ratio 0.7141
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size      631, 4985432 req, miss ratio 0.6319, byte miss ratio 0.6319
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size     2105, 4985432 req, miss ratio 0.4734, byte miss ratio 0.4734
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size     6315, 4985432 req, miss ratio 0.2772, byte miss ratio 0.2772
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size    21050, 4985432 req, miss ratio 0.1184, byte miss ratio 0.1184
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size    42100, 4985432 req, miss ratio 0.0759, byte miss ratio 0.0759
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size    84201, 4985432 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns302 S3FIFO-0.0500-0.9000 cache size   168402, 4985432 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size      210, 4985432 req, miss ratio 0.7434, byte miss ratio 0.7434
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size      631, 4985432 req, miss ratio 0.7093, byte miss ratio 0.7093
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size     2105, 4985432 req, miss ratio 0.6158, byte miss ratio 0.6158
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size     6315, 4985432 req, miss ratio 0.4053, byte miss ratio 0.4053
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size    21050, 4985432 req, miss ratio 0.1817, byte miss ratio 0.1817
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size    42100, 4985432 req, miss ratio 0.1135, byte miss ratio 0.1135
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size    84201, 4985432 req, miss ratio 0.0720, byte miss ratio 0.0720
cdn1_allcolo.ns302 S3FIFO-0.9900-1.9000 cache size   168402, 4985432 req, miss ratio 0.0490, byte miss ratio 0.0490
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size      210, 4985432 req, miss ratio 0.7141, byte miss ratio 0.7141
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size      631, 4985432 req, miss ratio 0.6353, byte miss ratio 0.6353
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size     2105, 4985432 req, miss ratio 0.4801, byte miss ratio 0.4801
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size     6315, 4985432 req, miss ratio 0.2851, byte miss ratio 0.2851
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size    21050, 4985432 req, miss ratio 0.1187, byte miss ratio 0.1187
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size    42100, 4985432 req, miss ratio 0.0761, byte miss ratio 0.0761
cdn1_allcolo.ns302 S3FIFO-0.1000-0.9000 cache size    84201, 4985432 req, miss ratio 0.0513, byte miss ratio 0.0513
