tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size       71, 1593983 req, miss ratio 0.4140, byte miss ratio 0.4140
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size      215, 1593983 req, miss ratio 0.2901, byte miss ratio 0.2901
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size      718, 1593983 req, miss ratio 0.2521, byte miss ratio 0.2521
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size     2155, 1593983 req, miss ratio 0.2425, byte miss ratio 0.2425
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size     7185, 1593983 req, miss ratio 0.2400, byte miss ratio 0.2400
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size    14370, 1593983 req, miss ratio 0.2384, byte miss ratio 0.2384
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size    28741, 1593983 req, miss ratio 0.1657, byte miss ratio 0.1657
tencentBlock.ns14684 S3FIFO-0.8500-0.9000 cache size    57483, 1593983 req, miss ratio 0.0694, byte miss ratio 0.0694
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size       71, 1593983 req, miss ratio 0.3724, byte miss ratio 0.3724
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size      215, 1593983 req, miss ratio 0.2713, byte miss ratio 0.2713
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size      718, 1593983 req, miss ratio 0.2444, byte miss ratio 0.2444
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size     2155, 1593983 req, miss ratio 0.2414, byte miss ratio 0.2414
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size     7185, 1593983 req, miss ratio 0.2373, byte miss ratio 0.2373
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size    14370, 1593983 req, miss ratio 0.2309, byte miss ratio 0.2309
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size    28741, 1593983 req, miss ratio 0.1792, byte miss ratio 0.1792
tencentBlock.ns14684 S3FIFO-0.6500-1.9000 cache size    57483, 1593983 req, miss ratio 0.0685, byte miss ratio 0.0685
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size       71, 1593983 req, miss ratio 0.3607, byte miss ratio 0.3607
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size      215, 1593983 req, miss ratio 0.2696, byte miss ratio 0.2696
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size      718, 1593983 req, miss ratio 0.2440, byte miss ratio 0.2440
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size     2155, 1593983 req, miss ratio 0.2413, byte miss ratio 0.2413
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size     7185, 1593983 req, miss ratio 0.2329, byte miss ratio 0.2329
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size    14370, 1593983 req, miss ratio 0.2310, byte miss ratio 0.2310
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size    28741, 1593983 req, miss ratio 0.1797, byte miss ratio 0.1797
tencentBlock.ns14684 S3FIFO-0.6000-1.9000 cache size    57483, 1593983 req, miss ratio 0.0670, byte miss ratio 0.0670
tencentBlock.ns14684 S3FIFO-0.0010-0.9000 cache size       71, 1593983 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14684 S3FIFO-0.0010-0.9000 cache size      215, 1593983 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns14684 S3FIFO-0.0010-0.9000 cache size      718, 1593983 req, miss ratio 1.0000, byte miss ratio 1.0000
