io_traces.ns508 S3FIFO-0.6000-0.9000 cache size      139, 2200000 req, miss ratio 0.4973, byte miss ratio 0.4973
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size      417, 2200000 req, miss ratio 0.4868, byte miss ratio 0.4868
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size     1391, 2200000 req, miss ratio 0.4783, byte miss ratio 0.4783
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size     4174, 2200000 req, miss ratio 0.4519, byte miss ratio 0.4519
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size    13913, 2200000 req, miss ratio 0.4367, byte miss ratio 0.4367
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size    27826, 2200000 req, miss ratio 0.3156, byte miss ratio 0.3156
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size    55653, 2200000 req, miss ratio 0.1804, byte miss ratio 0.1804
io_traces.ns508 S3FIFO-0.6000-0.9000 cache size   111307, 2200000 req, miss ratio 0.0727, byte miss ratio 0.0727
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size      139, 2200000 req, miss ratio 0.5132, byte miss ratio 0.5132
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size      417, 2200000 req, miss ratio 0.4876, byte miss ratio 0.4876
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size     1391, 2200000 req, miss ratio 0.4574, byte miss ratio 0.4574
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size     4174, 2200000 req, miss ratio 0.4366, byte miss ratio 0.4366
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size    13913, 2200000 req, miss ratio 0.3751, byte miss ratio 0.3751
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size    27826, 2200000 req, miss ratio 0.2872, byte miss ratio 0.2872
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size    55653, 2200000 req, miss ratio 0.1417, byte miss ratio 0.1417
io_traces.ns508 S3FIFO-0.0500-1.9000 cache size   111307, 2200000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size      139, 2200000 req, miss ratio 0.5532, byte miss ratio 0.5532
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size      417, 2200000 req, miss ratio 0.5090, byte miss ratio 0.5090
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size     1391, 2200000 req, miss ratio 0.4909, byte miss ratio 0.4909
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size     4174, 2200000 req, miss ratio 0.4701, byte miss ratio 0.4701
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size    13913, 2200000 req, miss ratio 0.3927, byte miss ratio 0.3927
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size    27826, 2200000 req, miss ratio 0.3154, byte miss ratio 0.3154
io_traces.ns508 S3FIFO-0.9900-0.9000 cache size    55653, 2200000 req, miss ratio 0.1932, byte miss ratio 0.1932
