io_traces.ns745 S3FIFO-0.4000-1.9000 cache size     6044, 14000000 req, miss ratio 0.9538, byte miss ratio 0.9538
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size    18133, 14000000 req, miss ratio 0.9433, byte miss ratio 0.9433
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size    60445, 14000000 req, miss ratio 0.8638, byte miss ratio 0.8638
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size   181335, 14000000 req, miss ratio 0.7288, byte miss ratio 0.7288
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size   604450, 14000000 req, miss ratio 0.5405, byte miss ratio 0.5405
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size  1208900, 14000000 req, miss ratio 0.4906, byte miss ratio 0.4906
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size  2417800, 14000000 req, miss ratio 0.4609, byte miss ratio 0.4609
io_traces.ns745 S3FIFO-0.4000-1.9000 cache size  4835600, 14000000 req, miss ratio 0.4354, byte miss ratio 0.4354
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size     6044, 14000000 req, miss ratio 0.9532, byte miss ratio 0.9532
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size    18133, 14000000 req, miss ratio 0.9435, byte miss ratio 0.9435
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size    60445, 14000000 req, miss ratio 0.8009, byte miss ratio 0.8009
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size   181335, 14000000 req, miss ratio 0.6552, byte miss ratio 0.6552
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size   604450, 14000000 req, miss ratio 0.5302, byte miss ratio 0.5302
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size  1208900, 14000000 req, miss ratio 0.4909, byte miss ratio 0.4909
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size  2417800, 14000000 req, miss ratio 0.4609, byte miss ratio 0.4609
io_traces.ns745 S3FIFO-0.0250-1.9000 cache size  4835600, 14000000 req, miss ratio 0.4354, byte miss ratio 0.4354
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size     6044, 14000000 req, miss ratio 0.9540, byte miss ratio 0.9540
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size    18133, 14000000 req, miss ratio 0.9433, byte miss ratio 0.9433
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size    60445, 14000000 req, miss ratio 0.8762, byte miss ratio 0.8762
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size   181335, 14000000 req, miss ratio 0.7403, byte miss ratio 0.7403
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size   604450, 14000000 req, miss ratio 0.5463, byte miss ratio 0.5463
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size  1208900, 14000000 req, miss ratio 0.4915, byte miss ratio 0.4915
io_traces.ns745 S3FIFO-0.4500-1.9000 cache size  2417800, 14000000 req, miss ratio 0.4609, byte miss ratio 0.4609
