cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size       34, 3446619 req, miss ratio 0.0420, byte miss ratio 0.0420
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size      104, 3446619 req, miss ratio 0.0299, byte miss ratio 0.0299
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size      347, 3446619 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size     1043, 3446619 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size     3477, 3446619 req, miss ratio 0.0146, byte miss ratio 0.0146
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size     6955, 3446619 req, miss ratio 0.0124, byte miss ratio 0.0124
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size    13910, 3446619 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns347 S3FIFO-0.6500-1.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size       34, 3446619 req, miss ratio 0.0335, byte miss ratio 0.0335
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size      104, 3446619 req, miss ratio 0.0261, byte miss ratio 0.0261
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size      347, 3446619 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size     1043, 3446619 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size     3477, 3446619 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size     6955, 3446619 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size    13910, 3446619 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns347 S3FIFO-0.0500-0.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size       34, 3446619 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size      104, 3446619 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size      347, 3446619 req, miss ratio 0.0230, byte miss ratio 0.0230
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size     1043, 3446619 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size     3477, 3446619 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size     6955, 3446619 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size    13910, 3446619 req, miss ratio 0.0108, byte miss ratio 0.0108
cdn1_allcolo.ns347 S3FIFO-0.6000-1.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size       34, 3446619 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size      104, 3446619 req, miss ratio 0.0267, byte miss ratio 0.0267
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size      347, 3446619 req, miss ratio 0.0209, byte miss ratio 0.0209
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size     1043, 3446619 req, miss ratio 0.0168, byte miss ratio 0.0168
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size     3477, 3446619 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size     6955, 3446619 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size    13910, 3446619 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns347 S3FIFO-0.0100-0.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size       34, 3446619 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size      104, 3446619 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size      347, 3446619 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size     1043, 3446619 req, miss ratio 0.0173, byte miss ratio 0.0173
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size     3477, 3446619 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size     6955, 3446619 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size    13910, 3446619 req, miss ratio 0.0107, byte miss ratio 0.0107
cdn1_allcolo.ns347 S3FIFO-0.0010-0.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size       34, 3446619 req, miss ratio 0.0463, byte miss ratio 0.0463
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size      104, 3446619 req, miss ratio 0.0321, byte miss ratio 0.0321
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size      347, 3446619 req, miss ratio 0.0247, byte miss ratio 0.0247
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size     1043, 3446619 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size     3477, 3446619 req, miss ratio 0.0152, byte miss ratio 0.0152
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size     6955, 3446619 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size    13910, 3446619 req, miss ratio 0.0112, byte miss ratio 0.0112
cdn1_allcolo.ns347 S3FIFO-0.8000-1.9000 cache size    27820, 3446619 req, miss ratio 0.0101, byte miss ratio 0.0101
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size       34, 3446619 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size      104, 3446619 req, miss ratio 0.0263, byte miss ratio 0.0263
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size      347, 3446619 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size     1043, 3446619 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size     3477, 3446619 req, miss ratio 0.0132, byte miss ratio 0.0132
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size     6955, 3446619 req, miss ratio 0.0116, byte miss ratio 0.0116
cdn1_allcolo.ns347 S3FIFO-0.0250-1.9000 cache size    13910, 3446619 req, miss ratio 0.0107, byte miss ratio 0.0107
