tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size       83, 2632610 req, miss ratio 0.6334, byte miss ratio 0.6334
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size      250, 2632610 req, miss ratio 0.4215, byte miss ratio 0.4215
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size      836, 2632610 req, miss ratio 0.2323, byte miss ratio 0.2323
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size     2508, 2632610 req, miss ratio 0.1973, byte miss ratio 0.1973
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size     8361, 2632610 req, miss ratio 0.1605, byte miss ratio 0.1605
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size    16723, 2632610 req, miss ratio 0.1521, byte miss ratio 0.1521
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size    33446, 2632610 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns11790 S3FIFO-0.8000-1.9000 cache size    66893, 2632610 req, miss ratio 0.0477, byte miss ratio 0.0477
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size       83, 2632610 req, miss ratio 0.5163, byte miss ratio 0.5163
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size      250, 2632610 req, miss ratio 0.3146, byte miss ratio 0.3146
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size      836, 2632610 req, miss ratio 0.2017, byte miss ratio 0.2017
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size     2508, 2632610 req, miss ratio 0.1753, byte miss ratio 0.1753
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size     8361, 2632610 req, miss ratio 0.1477, byte miss ratio 0.1477
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size    16723, 2632610 req, miss ratio 0.1326, byte miss ratio 0.1326
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size    33446, 2632610 req, miss ratio 0.1076, byte miss ratio 0.1076
tencentBlock.ns11790 S3FIFO-0.0500-0.9000 cache size    66893, 2632610 req, miss ratio 0.0367, byte miss ratio 0.0367
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size       83, 2632610 req, miss ratio 0.5495, byte miss ratio 0.5495
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size      250, 2632610 req, miss ratio 0.3372, byte miss ratio 0.3372
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size      836, 2632610 req, miss ratio 0.2006, byte miss ratio 0.2006
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size     2508, 2632610 req, miss ratio 0.1660, byte miss ratio 0.1660
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size     8361, 2632610 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size    16723, 2632610 req, miss ratio 0.1483, byte miss ratio 0.1483
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size    33446, 2632610 req, miss ratio 0.1230, byte miss ratio 0.1230
tencentBlock.ns11790 S3FIFO-0.2000-1.9000 cache size    66893, 2632610 req, miss ratio 0.0392, byte miss ratio 0.0392
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size       83, 2632610 req, miss ratio 0.5289, byte miss ratio 0.5289
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size      250, 2632610 req, miss ratio 0.3321, byte miss ratio 0.3321
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size      836, 2632610 req, miss ratio 0.2017, byte miss ratio 0.2017
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size     2508, 2632610 req, miss ratio 0.1778, byte miss ratio 0.1778
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size     8361, 2632610 req, miss ratio 0.1503, byte miss ratio 0.1503
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size    16723, 2632610 req, miss ratio 0.1355, byte miss ratio 0.1355
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size    33446, 2632610 req, miss ratio 0.1230, byte miss ratio 0.1230
tencentBlock.ns11790 S3FIFO-0.2000-0.9000 cache size    66893, 2632610 req, miss ratio 0.0392, byte miss ratio 0.0392
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size       83, 2632610 req, miss ratio 0.6480, byte miss ratio 0.6480
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size      250, 2632610 req, miss ratio 0.4346, byte miss ratio 0.4346
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size      836, 2632610 req, miss ratio 0.2495, byte miss ratio 0.2495
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size     2508, 2632610 req, miss ratio 0.2029, byte miss ratio 0.2029
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size     8361, 2632610 req, miss ratio 0.1681, byte miss ratio 0.1681
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size    16723, 2632610 req, miss ratio 0.1540, byte miss ratio 0.1540
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size    33446, 2632610 req, miss ratio 0.1113, byte miss ratio 0.1113
tencentBlock.ns11790 S3FIFO-0.9000-0.9000 cache size    66893, 2632610 req, miss ratio 0.0498, byte miss ratio 0.0498
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size       83, 2632610 req, miss ratio 0.5343, byte miss ratio 0.5343
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size      250, 2632610 req, miss ratio 0.3407, byte miss ratio 0.3407
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size      836, 2632610 req, miss ratio 0.2021, byte miss ratio 0.2021
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size     2508, 2632610 req, miss ratio 0.1770, byte miss ratio 0.1770
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size     8361, 2632610 req, miss ratio 0.1518, byte miss ratio 0.1518
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size    16723, 2632610 req, miss ratio 0.1368, byte miss ratio 0.1368
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size    33446, 2632610 req, miss ratio 0.1272, byte miss ratio 0.1272
tencentBlock.ns11790 S3FIFO-0.2500-0.9000 cache size    66893, 2632610 req, miss ratio 0.0405, byte miss ratio 0.0405
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size       83, 2632610 req, miss ratio 0.5899, byte miss ratio 0.5899
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size      250, 2632610 req, miss ratio 0.3882, byte miss ratio 0.3882
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size      836, 2632610 req, miss ratio 0.2086, byte miss ratio 0.2086
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size     2508, 2632610 req, miss ratio 0.1742, byte miss ratio 0.1742
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size     8361, 2632610 req, miss ratio 0.1550, byte miss ratio 0.1550
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size    16723, 2632610 req, miss ratio 0.1503, byte miss ratio 0.1503
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size    33446, 2632610 req, miss ratio 0.1299, byte miss ratio 0.1299
tencentBlock.ns11790 S3FIFO-0.5000-1.9000 cache size    66893, 2632610 req, miss ratio 0.0437, byte miss ratio 0.0437
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size       83, 2632610 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size      250, 2632610 req, miss ratio 0.3185, byte miss ratio 0.3185
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size      836, 2632610 req, miss ratio 0.2090, byte miss ratio 0.2090
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size     2508, 2632610 req, miss ratio 0.1802, byte miss ratio 0.1802
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size     8361, 2632610 req, miss ratio 0.1477, byte miss ratio 0.1477
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size    16723, 2632610 req, miss ratio 0.1321, byte miss ratio 0.1321
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size    33446, 2632610 req, miss ratio 0.1038, byte miss ratio 0.1038
tencentBlock.ns11790 S3FIFO-0.0100-0.9000 cache size    66893, 2632610 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size       83, 2632610 req, miss ratio 0.5318, byte miss ratio 0.5318
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size      250, 2632610 req, miss ratio 0.3200, byte miss ratio 0.3200
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size      836, 2632610 req, miss ratio 0.2003, byte miss ratio 0.2003
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size     2508, 2632610 req, miss ratio 0.1656, byte miss ratio 0.1656
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size     8361, 2632610 req, miss ratio 0.1492, byte miss ratio 0.1492
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size    16723, 2632610 req, miss ratio 0.1460, byte miss ratio 0.1460
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size    33446, 2632610 req, miss ratio 0.1076, byte miss ratio 0.1076
tencentBlock.ns11790 S3FIFO-0.0500-1.9000 cache size    66893, 2632610 req, miss ratio 0.0367, byte miss ratio 0.0367
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size       83, 2632610 req, miss ratio 0.6272, byte miss ratio 0.6272
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size      250, 2632610 req, miss ratio 0.4221, byte miss ratio 0.4221
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size      836, 2632610 req, miss ratio 0.2322, byte miss ratio 0.2322
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size     2508, 2632610 req, miss ratio 0.1970, byte miss ratio 0.1970
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size     8361, 2632610 req, miss ratio 0.1599, byte miss ratio 0.1599
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size    16723, 2632610 req, miss ratio 0.1517, byte miss ratio 0.1517
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size    33446, 2632610 req, miss ratio 0.1125, byte miss ratio 0.1125
tencentBlock.ns11790 S3FIFO-0.8000-0.9000 cache size    66893, 2632610 req, miss ratio 0.0477, byte miss ratio 0.0477
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size       83, 2632610 req, miss ratio 0.6409, byte miss ratio 0.6409
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size      250, 2632610 req, miss ratio 0.4259, byte miss ratio 0.4259
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size      836, 2632610 req, miss ratio 0.2407, byte miss ratio 0.2407
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size     2508, 2632610 req, miss ratio 0.1997, byte miss ratio 0.1997
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size     8361, 2632610 req, miss ratio 0.1644, byte miss ratio 0.1644
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size    16723, 2632610 req, miss ratio 0.1530, byte miss ratio 0.1530
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size    33446, 2632610 req, miss ratio 0.1116, byte miss ratio 0.1116
tencentBlock.ns11790 S3FIFO-0.8500-1.9000 cache size    66893, 2632610 req, miss ratio 0.0489, byte miss ratio 0.0489
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size       83, 2632610 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size      250, 2632610 req, miss ratio 0.3233, byte miss ratio 0.3233
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size      836, 2632610 req, miss ratio 0.2076, byte miss ratio 0.2076
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size     2508, 2632610 req, miss ratio 0.1672, byte miss ratio 0.1672
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size     8361, 2632610 req, miss ratio 0.1484, byte miss ratio 0.1484
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size    16723, 2632610 req, miss ratio 0.1458, byte miss ratio 0.1458
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size    33446, 2632610 req, miss ratio 0.1038, byte miss ratio 0.1038
tencentBlock.ns11790 S3FIFO-0.0100-1.9000 cache size    66893, 2632610 req, miss ratio 0.0361, byte miss ratio 0.0361
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size       83, 2632610 req, miss ratio 0.6600, byte miss ratio 0.6600
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size      250, 2632610 req, miss ratio 0.4485, byte miss ratio 0.4485
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size      836, 2632610 req, miss ratio 0.2646, byte miss ratio 0.2646
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size     2508, 2632610 req, miss ratio 0.2136, byte miss ratio 0.2136
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size     8361, 2632610 req, miss ratio 0.1751, byte miss ratio 0.1751
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size    16723, 2632610 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size    33446, 2632610 req, miss ratio 0.1119, byte miss ratio 0.1119
tencentBlock.ns11790 S3FIFO-0.9900-1.9000 cache size    66893, 2632610 req, miss ratio 0.0497, byte miss ratio 0.0497
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size       83, 2632610 req, miss ratio 0.5407, byte miss ratio 0.5407
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size      250, 2632610 req, miss ratio 0.3507, byte miss ratio 0.3507
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size      836, 2632610 req, miss ratio 0.2027, byte miss ratio 0.2027
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size     2508, 2632610 req, miss ratio 0.1780, byte miss ratio 0.1780
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size     8361, 2632610 req, miss ratio 0.1529, byte miss ratio 0.1529
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size    16723, 2632610 req, miss ratio 0.1380, byte miss ratio 0.1380
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size    33446, 2632610 req, miss ratio 0.1294, byte miss ratio 0.1294
tencentBlock.ns11790 S3FIFO-0.3000-0.9000 cache size    66893, 2632610 req, miss ratio 0.0408, byte miss ratio 0.0408
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size       83, 2632610 req, miss ratio 0.6195, byte miss ratio 0.6195
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size      250, 2632610 req, miss ratio 0.4130, byte miss ratio 0.4130
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size      836, 2632610 req, miss ratio 0.2210, byte miss ratio 0.2210
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size     2508, 2632610 req, miss ratio 0.1937, byte miss ratio 0.1937
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size     8361, 2632610 req, miss ratio 0.1578, byte miss ratio 0.1578
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size    16723, 2632610 req, miss ratio 0.1513, byte miss ratio 0.1513
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size    33446, 2632610 req, miss ratio 0.1162, byte miss ratio 0.1162
tencentBlock.ns11790 S3FIFO-0.7000-1.9000 cache size    66893, 2632610 req, miss ratio 0.0468, byte miss ratio 0.0468
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size       83, 2632610 req, miss ratio 0.6487, byte miss ratio 0.6487
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size      250, 2632610 req, miss ratio 0.4331, byte miss ratio 0.4331
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size      836, 2632610 req, miss ratio 0.2493, byte miss ratio 0.2493
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size     2508, 2632610 req, miss ratio 0.2028, byte miss ratio 0.2028
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size     8361, 2632610 req, miss ratio 0.1686, byte miss ratio 0.1686
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size    16723, 2632610 req, miss ratio 0.1549, byte miss ratio 0.1549
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size    33446, 2632610 req, miss ratio 0.1113, byte miss ratio 0.1113
tencentBlock.ns11790 S3FIFO-0.9000-1.9000 cache size    66893, 2632610 req, miss ratio 0.0498, byte miss ratio 0.0498
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size       83, 2632610 req, miss ratio 0.5952, byte miss ratio 0.5952
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size      250, 2632610 req, miss ratio 0.4060, byte miss ratio 0.4060
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size      836, 2632610 req, miss ratio 0.2170, byte miss ratio 0.2170
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size     2508, 2632610 req, miss ratio 0.1899, byte miss ratio 0.1899
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size     8361, 2632610 req, miss ratio 0.1573, byte miss ratio 0.1573
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size    16723, 2632610 req, miss ratio 0.1485, byte miss ratio 0.1485
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size    33446, 2632610 req, miss ratio 0.1193, byte miss ratio 0.1193
tencentBlock.ns11790 S3FIFO-0.6500-0.9000 cache size    66893, 2632610 req, miss ratio 0.0455, byte miss ratio 0.0455
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size       83, 2632610 req, miss ratio 0.5747, byte miss ratio 0.5747
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size      250, 2632610 req, miss ratio 0.3638, byte miss ratio 0.3638
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size      836, 2632610 req, miss ratio 0.2032, byte miss ratio 0.2032
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size     2508, 2632610 req, miss ratio 0.1686, byte miss ratio 0.1686
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size     8361, 2632610 req, miss ratio 0.1530, byte miss ratio 0.1530
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size    16723, 2632610 req, miss ratio 0.1494, byte miss ratio 0.1494
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size    33446, 2632610 req, miss ratio 0.1304, byte miss ratio 0.1304
tencentBlock.ns11790 S3FIFO-0.3500-1.9000 cache size    66893, 2632610 req, miss ratio 0.0409, byte miss ratio 0.0409
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size       83, 2632610 req, miss ratio 0.6264, byte miss ratio 0.6264
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size      250, 2632610 req, miss ratio 0.4171, byte miss ratio 0.4171
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size      836, 2632610 req, miss ratio 0.2258, byte miss ratio 0.2258
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size     2508, 2632610 req, miss ratio 0.1952, byte miss ratio 0.1952
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size     8361, 2632610 req, miss ratio 0.1588, byte miss ratio 0.1588
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size    16723, 2632610 req, miss ratio 0.1516, byte miss ratio 0.1516
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size    33446, 2632610 req, miss ratio 0.1147, byte miss ratio 0.1147
tencentBlock.ns11790 S3FIFO-0.7500-1.9000 cache size    66893, 2632610 req, miss ratio 0.0477, byte miss ratio 0.0477
tencentBlock.ns11790 S3FIFO-0.4500-1.9000 cache size       83, 2632610 req, miss ratio 0.5864, byte miss ratio 0.5864
tencentBlock.ns11790 S3FIFO-0.4500-1.9000 cache size      250, 2632610 req, miss ratio 0.3812, byte miss ratio 0.3812
