tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size      434, 4084556 req, miss ratio 0.6050, byte miss ratio 0.6050
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size     1302, 4084556 req, miss ratio 0.4775, byte miss ratio 0.4775
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size     4342, 4084556 req, miss ratio 0.3574, byte miss ratio 0.3574
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size    13028, 4084556 req, miss ratio 0.2968, byte miss ratio 0.2968
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size    43428, 4084556 req, miss ratio 0.2246, byte miss ratio 0.2246
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size    86856, 4084556 req, miss ratio 0.1725, byte miss ratio 0.1725
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size   173712, 4084556 req, miss ratio 0.1325, byte miss ratio 0.1325
tencentBlock.ns15895 S3FIFO-0.9900-1.9000 cache size   347424, 4084556 req, miss ratio 0.1137, byte miss ratio 0.1137
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size      434, 4084556 req, miss ratio 0.5295, byte miss ratio 0.5295
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size     1302, 4084556 req, miss ratio 0.4258, byte miss ratio 0.4258
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size     4342, 4084556 req, miss ratio 0.3014, byte miss ratio 0.3014
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size    13028, 4084556 req, miss ratio 0.2780, byte miss ratio 0.2780
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size    43428, 4084556 req, miss ratio 0.2188, byte miss ratio 0.2188
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size    86856, 4084556 req, miss ratio 0.1746, byte miss ratio 0.1746
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size   173712, 4084556 req, miss ratio 0.1263, byte miss ratio 0.1263
tencentBlock.ns15895 S3FIFO-0.6500-0.9000 cache size   347424, 4084556 req, miss ratio 0.1103, byte miss ratio 0.1103
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size      434, 4084556 req, miss ratio 0.5117, byte miss ratio 0.5117
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size     1302, 4084556 req, miss ratio 0.3835, byte miss ratio 0.3835
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size     4342, 4084556 req, miss ratio 0.2975, byte miss ratio 0.2975
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size    13028, 4084556 req, miss ratio 0.2702, byte miss ratio 0.2702
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size    43428, 4084556 req, miss ratio 0.2180, byte miss ratio 0.2180
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size    86856, 4084556 req, miss ratio 0.1692, byte miss ratio 0.1692
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size   173712, 4084556 req, miss ratio 0.1199, byte miss ratio 0.1199
tencentBlock.ns15895 S3FIFO-0.3000-1.9000 cache size   347424, 4084556 req, miss ratio 0.1072, byte miss ratio 0.1072
tencentBlock.ns15895 S3FIFO-0.0010-0.9000 cache size      434, 4084556 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns15895 S3FIFO-0.0010-0.9000 cache size     1302, 4084556 req, miss ratio 0.4225, byte miss ratio 0.4225
tencentBlock.ns15895 S3FIFO-0.0010-0.9000 cache size     4342, 4084556 req, miss ratio 0.3459, byte miss ratio 0.3459
tencentBlock.ns15895 S3FIFO-0.0010-0.9000 cache size    13028, 4084556 req, miss ratio 0.2928, byte miss ratio 0.2928
