tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size      223, 18463243 req, miss ratio 0.7020, byte miss ratio 0.7020
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size      670, 18463243 req, miss ratio 0.4358, byte miss ratio 0.4358
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size     2234, 18463243 req, miss ratio 0.1073, byte miss ratio 0.1073
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size     6704, 18463243 req, miss ratio 0.0710, byte miss ratio 0.0710
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size    22348, 18463243 req, miss ratio 0.0524, byte miss ratio 0.0524
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size    44697, 18463243 req, miss ratio 0.0411, byte miss ratio 0.0411
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size    89395, 18463243 req, miss ratio 0.0258, byte miss ratio 0.0258
tencentBlock.ns2177 S3FIFO-0.0100-0.9000 cache size   178790, 18463243 req, miss ratio 0.0126, byte miss ratio 0.0126
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size      223, 18463243 req, miss ratio 0.7694, byte miss ratio 0.7694
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size      670, 18463243 req, miss ratio 0.4440, byte miss ratio 0.4440
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size     2234, 18463243 req, miss ratio 0.1565, byte miss ratio 0.1565
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size     6704, 18463243 req, miss ratio 0.0743, byte miss ratio 0.0743
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size    22348, 18463243 req, miss ratio 0.0540, byte miss ratio 0.0540
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size    44697, 18463243 req, miss ratio 0.0462, byte miss ratio 0.0462
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size    89395, 18463243 req, miss ratio 0.0291, byte miss ratio 0.0291
tencentBlock.ns2177 S3FIFO-0.8500-0.9000 cache size   178790, 18463243 req, miss ratio 0.0153, byte miss ratio 0.0153
tencentBlock.ns2177 S3FIFO-0.4000-1.9000 cache size      223, 18463243 req, miss ratio 0.7509, byte miss ratio 0.7509
