cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size      402, 2053865 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size     1206, 2053865 req, miss ratio 0.7898, byte miss ratio 0.7898
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size     4020, 2053865 req, miss ratio 0.6616, byte miss ratio 0.6616
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size    12061, 2053865 req, miss ratio 0.5364, byte miss ratio 0.5364
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size    40204, 2053865 req, miss ratio 0.3773, byte miss ratio 0.3773
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size    80409, 2053865 req, miss ratio 0.2932, byte miss ratio 0.2932
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size   160818, 2053865 req, miss ratio 0.2297, byte miss ratio 0.2297
cdn1_colo28.ns1097 S3FIFO-0.0010-1.9000 cache size   321636, 2053865 req, miss ratio 0.1977, byte miss ratio 0.1977
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size      402, 2053865 req, miss ratio 0.8871, byte miss ratio 0.8871
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size     1206, 2053865 req, miss ratio 0.7991, byte miss ratio 0.7991
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size     4020, 2053865 req, miss ratio 0.6691, byte miss ratio 0.6691
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size    12061, 2053865 req, miss ratio 0.5419, byte miss ratio 0.5419
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size    40204, 2053865 req, miss ratio 0.3803, byte miss ratio 0.3803
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size    80409, 2053865 req, miss ratio 0.2915, byte miss ratio 0.2915
cdn1_colo28.ns1097 S3FIFO-0.2000-0.9000 cache size   160818, 2053865 req, miss ratio 0.2268, byte miss ratio 0.2268
