cdn1_colo28.ns950 S3FIFO-0.4000-1.9000 cache size        6, 1062479 req, miss ratio 0.5710, byte miss ratio 0.5710
cdn1_colo28.ns950 S3FIFO-0.4000-1.9000 cache size       21, 1062479 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns950 S3FIFO-0.4000-1.9000 cache size       42, 1062479 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_colo28.ns950 S3FIFO-0.4000-1.9000 cache size       85, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.4000-1.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.5000-1.9000 cache size        6, 1062479 req, miss ratio 0.5927, byte miss ratio 0.5927
cdn1_colo28.ns950 S3FIFO-0.5000-1.9000 cache size       21, 1062479 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns950 S3FIFO-0.5000-1.9000 cache size       42, 1062479 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns950 S3FIFO-0.5000-1.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.5000-1.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.0250-1.9000 cache size        6, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0250-1.9000 cache size       21, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0250-1.9000 cache size       42, 1062479 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns950 S3FIFO-0.0250-1.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.0250-1.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.1000-0.9000 cache size        6, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.1000-0.9000 cache size       21, 1062479 req, miss ratio 0.0067, byte miss ratio 0.0067
cdn1_colo28.ns950 S3FIFO-0.1000-0.9000 cache size       42, 1062479 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_colo28.ns950 S3FIFO-0.1000-0.9000 cache size       85, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.1000-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.7000-0.9000 cache size        6, 1062479 req, miss ratio 0.5895, byte miss ratio 0.5895
cdn1_colo28.ns950 S3FIFO-0.7000-0.9000 cache size       21, 1062479 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_colo28.ns950 S3FIFO-0.7000-0.9000 cache size       42, 1062479 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns950 S3FIFO-0.7000-0.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.7000-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.6500-0.9000 cache size        6, 1062479 req, miss ratio 0.5904, byte miss ratio 0.5904
cdn1_colo28.ns950 S3FIFO-0.6500-0.9000 cache size       21, 1062479 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_colo28.ns950 S3FIFO-0.6500-0.9000 cache size       42, 1062479 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_colo28.ns950 S3FIFO-0.6500-0.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.6500-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.5000-0.9000 cache size        6, 1062479 req, miss ratio 0.5904, byte miss ratio 0.5904
cdn1_colo28.ns950 S3FIFO-0.5000-0.9000 cache size       21, 1062479 req, miss ratio 0.0110, byte miss ratio 0.0110
cdn1_colo28.ns950 S3FIFO-0.5000-0.9000 cache size       42, 1062479 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_colo28.ns950 S3FIFO-0.5000-0.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.5000-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.0100-1.9000 cache size        6, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0100-1.9000 cache size       21, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0100-1.9000 cache size       42, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0100-1.9000 cache size       85, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.0100-1.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.1500-0.9000 cache size        6, 1062479 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns950 S3FIFO-0.1500-0.9000 cache size       21, 1062479 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_colo28.ns950 S3FIFO-0.1500-0.9000 cache size       42, 1062479 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_colo28.ns950 S3FIFO-0.1500-0.9000 cache size       85, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.1500-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.7500-0.9000 cache size        6, 1062479 req, miss ratio 0.5895, byte miss ratio 0.5895
cdn1_colo28.ns950 S3FIFO-0.7500-0.9000 cache size       21, 1062479 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns950 S3FIFO-0.7500-0.9000 cache size       42, 1062479 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns950 S3FIFO-0.7500-0.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.7500-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.7500-1.9000 cache size        6, 1062479 req, miss ratio 0.5880, byte miss ratio 0.5880
cdn1_colo28.ns950 S3FIFO-0.7500-1.9000 cache size       21, 1062479 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_colo28.ns950 S3FIFO-0.7500-1.9000 cache size       42, 1062479 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns950 S3FIFO-0.7500-1.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.7500-1.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
cdn1_colo28.ns950 S3FIFO-0.8000-0.9000 cache size        6, 1062479 req, miss ratio 0.5895, byte miss ratio 0.5895
cdn1_colo28.ns950 S3FIFO-0.8000-0.9000 cache size       21, 1062479 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_colo28.ns950 S3FIFO-0.8000-0.9000 cache size       42, 1062479 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_colo28.ns950 S3FIFO-0.8000-0.9000 cache size       85, 1062479 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns950 S3FIFO-0.8000-0.9000 cache size      170, 1062479 req, miss ratio 0.0002, byte miss ratio 0.0002
