cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size       11, 5103806 req, miss ratio 0.9720, byte miss ratio 0.9720
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size       34, 5103806 req, miss ratio 0.9326, byte miss ratio 0.9326
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size      115, 5103806 req, miss ratio 0.8098, byte miss ratio 0.8098
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size      346, 5103806 req, miss ratio 0.5653, byte miss ratio 0.5653
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size     1155, 5103806 req, miss ratio 0.1830, byte miss ratio 0.1830
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size     2311, 5103806 req, miss ratio 0.0619, byte miss ratio 0.0619
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size     4622, 5103806 req, miss ratio 0.0194, byte miss ratio 0.0194
cdn1_colo28.ns768 S3FIFO-0.7000-1.9000 cache size     9245, 5103806 req, miss ratio 0.0035, byte miss ratio 0.0035
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size       11, 5103806 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size       34, 5103806 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size      115, 5103806 req, miss ratio 0.7148, byte miss ratio 0.7148
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size      346, 5103806 req, miss ratio 0.4763, byte miss ratio 0.4763
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size     1155, 5103806 req, miss ratio 0.1186, byte miss ratio 0.1186
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size     2311, 5103806 req, miss ratio 0.0410, byte miss ratio 0.0410
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size     4622, 5103806 req, miss ratio 0.0134, byte miss ratio 0.0134
cdn1_colo28.ns768 S3FIFO-0.0100-1.9000 cache size     9245, 5103806 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size       11, 5103806 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size       34, 5103806 req, miss ratio 0.8656, byte miss ratio 0.8656
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size      115, 5103806 req, miss ratio 0.7018, byte miss ratio 0.7018
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size      346, 5103806 req, miss ratio 0.4644, byte miss ratio 0.4644
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size     1155, 5103806 req, miss ratio 0.1168, byte miss ratio 0.1168
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size     2311, 5103806 req, miss ratio 0.0405, byte miss ratio 0.0405
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size     4622, 5103806 req, miss ratio 0.0136, byte miss ratio 0.0136
cdn1_colo28.ns768 S3FIFO-0.0500-0.9000 cache size     9245, 5103806 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size       11, 5103806 req, miss ratio 0.9733, byte miss ratio 0.9733
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size       34, 5103806 req, miss ratio 0.9314, byte miss ratio 0.9314
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size      115, 5103806 req, miss ratio 0.8080, byte miss ratio 0.8080
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size      346, 5103806 req, miss ratio 0.5729, byte miss ratio 0.5729
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size     1155, 5103806 req, miss ratio 0.1937, byte miss ratio 0.1937
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size     2311, 5103806 req, miss ratio 0.0658, byte miss ratio 0.0658
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size     4622, 5103806 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_colo28.ns768 S3FIFO-0.7500-0.9000 cache size     9245, 5103806 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size       11, 5103806 req, miss ratio 0.9589, byte miss ratio 0.9589
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size       34, 5103806 req, miss ratio 0.9015, byte miss ratio 0.9015
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size      115, 5103806 req, miss ratio 0.7527, byte miss ratio 0.7527
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size      346, 5103806 req, miss ratio 0.5156, byte miss ratio 0.5156
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size     1155, 5103806 req, miss ratio 0.1558, byte miss ratio 0.1558
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size     2311, 5103806 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_colo28.ns768 S3FIFO-0.4000-0.9000 cache size     4622, 5103806 req, miss ratio 0.0162, byte miss ratio 0.0162
