tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size      527, 4179561 req, miss ratio 0.5369, byte miss ratio 0.5369
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size     1581, 4179561 req, miss ratio 0.3428, byte miss ratio 0.3428
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size     5270, 4179561 req, miss ratio 0.3185, byte miss ratio 0.3185
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size    15812, 4179561 req, miss ratio 0.2769, byte miss ratio 0.2769
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size    52707, 4179561 req, miss ratio 0.2336, byte miss ratio 0.2336
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size   105414, 4179561 req, miss ratio 0.1924, byte miss ratio 0.1924
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size   210828, 4179561 req, miss ratio 0.1452, byte miss ratio 0.1452
tencentBlock.ns23834 S3FIFO-0.0500-0.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size      527, 4179561 req, miss ratio 0.5278, byte miss ratio 0.5278
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size     1581, 4179561 req, miss ratio 0.3522, byte miss ratio 0.3522
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size     5270, 4179561 req, miss ratio 0.3158, byte miss ratio 0.3158
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size    15812, 4179561 req, miss ratio 0.2756, byte miss ratio 0.2756
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size    52707, 4179561 req, miss ratio 0.2264, byte miss ratio 0.2264
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size   105414, 4179561 req, miss ratio 0.1856, byte miss ratio 0.1856
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size   210828, 4179561 req, miss ratio 0.1434, byte miss ratio 0.1434
tencentBlock.ns23834 S3FIFO-0.2000-0.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size      527, 4179561 req, miss ratio 0.5270, byte miss ratio 0.5270
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size     1581, 4179561 req, miss ratio 0.3921, byte miss ratio 0.3921
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size     5270, 4179561 req, miss ratio 0.3158, byte miss ratio 0.3158
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size    15812, 4179561 req, miss ratio 0.2829, byte miss ratio 0.2829
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size    52707, 4179561 req, miss ratio 0.2243, byte miss ratio 0.2243
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size   105414, 4179561 req, miss ratio 0.1855, byte miss ratio 0.1855
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size   210828, 4179561 req, miss ratio 0.1483, byte miss ratio 0.1483
tencentBlock.ns23834 S3FIFO-0.4500-0.9000 cache size   421657, 4179561 req, miss ratio 0.1267, byte miss ratio 0.1267
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size      527, 4179561 req, miss ratio 0.5615, byte miss ratio 0.5615
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size     1581, 4179561 req, miss ratio 0.3663, byte miss ratio 0.3663
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size     5270, 4179561 req, miss ratio 0.3276, byte miss ratio 0.3276
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size    15812, 4179561 req, miss ratio 0.2811, byte miss ratio 0.2811
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size    52707, 4179561 req, miss ratio 0.2367, byte miss ratio 0.2367
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size   105414, 4179561 req, miss ratio 0.1982, byte miss ratio 0.1982
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size   210828, 4179561 req, miss ratio 0.1522, byte miss ratio 0.1522
tencentBlock.ns23834 S3FIFO-0.0100-0.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size      527, 4179561 req, miss ratio 0.5245, byte miss ratio 0.5245
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size     1581, 4179561 req, miss ratio 0.3854, byte miss ratio 0.3854
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size     5270, 4179561 req, miss ratio 0.3156, byte miss ratio 0.3156
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size    15812, 4179561 req, miss ratio 0.2813, byte miss ratio 0.2813
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size    52707, 4179561 req, miss ratio 0.2245, byte miss ratio 0.2245
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size   105414, 4179561 req, miss ratio 0.1848, byte miss ratio 0.1848
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size   210828, 4179561 req, miss ratio 0.1466, byte miss ratio 0.1466
tencentBlock.ns23834 S3FIFO-0.4000-1.9000 cache size   421657, 4179561 req, miss ratio 0.1266, byte miss ratio 0.1266
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size      527, 4179561 req, miss ratio 0.5538, byte miss ratio 0.5538
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size     1581, 4179561 req, miss ratio 0.3663, byte miss ratio 0.3663
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size     5270, 4179561 req, miss ratio 0.3249, byte miss ratio 0.3249
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size    15812, 4179561 req, miss ratio 0.2792, byte miss ratio 0.2792
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size    52707, 4179561 req, miss ratio 0.2375, byte miss ratio 0.2375
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size   105414, 4179561 req, miss ratio 0.1977, byte miss ratio 0.1977
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size   210828, 4179561 req, miss ratio 0.1522, byte miss ratio 0.1522
tencentBlock.ns23834 S3FIFO-0.0100-1.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size      527, 4179561 req, miss ratio 0.5885, byte miss ratio 0.5885
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size     1581, 4179561 req, miss ratio 0.4578, byte miss ratio 0.4578
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size     5270, 4179561 req, miss ratio 0.3510, byte miss ratio 0.3510
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size    15812, 4179561 req, miss ratio 0.2875, byte miss ratio 0.2875
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size    52707, 4179561 req, miss ratio 0.2287, byte miss ratio 0.2287
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size   105414, 4179561 req, miss ratio 0.1908, byte miss ratio 0.1908
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size   210828, 4179561 req, miss ratio 0.1563, byte miss ratio 0.1563
tencentBlock.ns23834 S3FIFO-0.9000-1.9000 cache size   421657, 4179561 req, miss ratio 0.1322, byte miss ratio 0.1322
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size      527, 4179561 req, miss ratio 0.5638, byte miss ratio 0.5638
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size     1581, 4179561 req, miss ratio 0.3822, byte miss ratio 0.3822
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size     5270, 4179561 req, miss ratio 0.3320, byte miss ratio 0.3320
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size    15812, 4179561 req, miss ratio 0.2810, byte miss ratio 0.2810
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size    52707, 4179561 req, miss ratio 0.2389, byte miss ratio 0.2389
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size   105414, 4179561 req, miss ratio 0.1991, byte miss ratio 0.1991
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size   210828, 4179561 req, miss ratio 0.1536, byte miss ratio 0.1536
tencentBlock.ns23834 S3FIFO-0.0050-1.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size      527, 4179561 req, miss ratio 0.5278, byte miss ratio 0.5278
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size     1581, 4179561 req, miss ratio 0.4023, byte miss ratio 0.4023
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size     5270, 4179561 req, miss ratio 0.3159, byte miss ratio 0.3159
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size    15812, 4179561 req, miss ratio 0.2875, byte miss ratio 0.2875
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size    52707, 4179561 req, miss ratio 0.2239, byte miss ratio 0.2239
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size   105414, 4179561 req, miss ratio 0.1871, byte miss ratio 0.1871
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size   210828, 4179561 req, miss ratio 0.1492, byte miss ratio 0.1492
tencentBlock.ns23834 S3FIFO-0.5000-1.9000 cache size   421657, 4179561 req, miss ratio 0.1268, byte miss ratio 0.1268
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size      527, 4179561 req, miss ratio 0.5238, byte miss ratio 0.5238
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size     1581, 4179561 req, miss ratio 0.3669, byte miss ratio 0.3669
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size     5270, 4179561 req, miss ratio 0.3157, byte miss ratio 0.3157
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size    15812, 4179561 req, miss ratio 0.2761, byte miss ratio 0.2761
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size    52707, 4179561 req, miss ratio 0.2255, byte miss ratio 0.2255
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size   105414, 4179561 req, miss ratio 0.1837, byte miss ratio 0.1837
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size   210828, 4179561 req, miss ratio 0.1461, byte miss ratio 0.1461
tencentBlock.ns23834 S3FIFO-0.3000-0.9000 cache size   421657, 4179561 req, miss ratio 0.1264, byte miss ratio 0.1264
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size      527, 4179561 req, miss ratio 0.5334, byte miss ratio 0.5334
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size     1581, 4179561 req, miss ratio 0.4240, byte miss ratio 0.4240
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size     5270, 4179561 req, miss ratio 0.3167, byte miss ratio 0.3167
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size    15812, 4179561 req, miss ratio 0.2897, byte miss ratio 0.2897
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size    52707, 4179561 req, miss ratio 0.2244, byte miss ratio 0.2244
tencentBlock.ns23834 S3FIFO-0.6500-0.9000 cache size   105414, 4179561 req, miss ratio 0.1890, byte miss ratio 0.1890
