cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size      190, 4263303 req, miss ratio 0.8422, byte miss ratio 0.8422
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size      572, 4263303 req, miss ratio 0.7406, byte miss ratio 0.7406
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size     1908, 4263303 req, miss ratio 0.5909, byte miss ratio 0.5909
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size     5724, 4263303 req, miss ratio 0.4246, byte miss ratio 0.4246
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size    19082, 4263303 req, miss ratio 0.2348, byte miss ratio 0.2348
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size    38165, 4263303 req, miss ratio 0.1439, byte miss ratio 0.1439
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size    76330, 4263303 req, miss ratio 0.0804, byte miss ratio 0.0804
cdn1_allcolo.ns1174 S3FIFO-0.7500-0.9000 cache size   152660, 4263303 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size      190, 4263303 req, miss ratio 0.7689, byte miss ratio 0.7689
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size      572, 4263303 req, miss ratio 0.6497, byte miss ratio 0.6497
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size     1908, 4263303 req, miss ratio 0.4935, byte miss ratio 0.4935
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size     5724, 4263303 req, miss ratio 0.3391, byte miss ratio 0.3391
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size    19082, 4263303 req, miss ratio 0.1783, byte miss ratio 0.1783
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size    38165, 4263303 req, miss ratio 0.1078, byte miss ratio 0.1078
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size    76330, 4263303 req, miss ratio 0.0641, byte miss ratio 0.0641
cdn1_allcolo.ns1174 S3FIFO-0.0100-1.9000 cache size   152660, 4263303 req, miss ratio 0.0461, byte miss ratio 0.0461
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size      190, 4263303 req, miss ratio 0.7993, byte miss ratio 0.7993
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size      572, 4263303 req, miss ratio 0.6890, byte miss ratio 0.6890
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size     1908, 4263303 req, miss ratio 0.5382, byte miss ratio 0.5382
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size     5724, 4263303 req, miss ratio 0.3791, byte miss ratio 0.3791
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size    19082, 4263303 req, miss ratio 0.2032, byte miss ratio 0.2032
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size    38165, 4263303 req, miss ratio 0.1225, byte miss ratio 0.1225
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size    76330, 4263303 req, miss ratio 0.0693, byte miss ratio 0.0693
cdn1_allcolo.ns1174 S3FIFO-0.4000-1.9000 cache size   152660, 4263303 req, miss ratio 0.0462, byte miss ratio 0.0462
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size      190, 4263303 req, miss ratio 0.8664, byte miss ratio 0.8664
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size      572, 4263303 req, miss ratio 0.7711, byte miss ratio 0.7711
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size     1908, 4263303 req, miss ratio 0.6187, byte miss ratio 0.6187
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size     5724, 4263303 req, miss ratio 0.4435, byte miss ratio 0.4435
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size    19082, 4263303 req, miss ratio 0.2432, byte miss ratio 0.2432
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size    38165, 4263303 req, miss ratio 0.1493, byte miss ratio 0.1493
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size    76330, 4263303 req, miss ratio 0.0848, byte miss ratio 0.0848
cdn1_allcolo.ns1174 S3FIFO-0.8500-1.9000 cache size   152660, 4263303 req, miss ratio 0.0502, byte miss ratio 0.0502
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size      190, 4263303 req, miss ratio 0.7718, byte miss ratio 0.7718
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size      572, 4263303 req, miss ratio 0.6541, byte miss ratio 0.6541
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size     1908, 4263303 req, miss ratio 0.5007, byte miss ratio 0.5007
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size     5724, 4263303 req, miss ratio 0.3463, byte miss ratio 0.3463
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size    19082, 4263303 req, miss ratio 0.1823, byte miss ratio 0.1823
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size    38165, 4263303 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size    76330, 4263303 req, miss ratio 0.0644, byte miss ratio 0.0644
cdn1_allcolo.ns1174 S3FIFO-0.1000-1.9000 cache size   152660, 4263303 req, miss ratio 0.0461, byte miss ratio 0.0461
cdn1_allcolo.ns1174 S3FIFO-0.6000-1.9000 cache size      190, 4263303 req, miss ratio 0.8250, byte miss ratio 0.8250
cdn1_allcolo.ns1174 S3FIFO-0.6000-1.9000 cache size      572, 4263303 req, miss ratio 0.7201, byte miss ratio 0.7201
cdn1_allcolo.ns1174 S3FIFO-0.6000-1.9000 cache size     1908, 4263303 req, miss ratio 0.5699, byte miss ratio 0.5699
