tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size     3686, 25130279 req, miss ratio 0.8547, byte miss ratio 0.8547
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size    11059, 25130279 req, miss ratio 0.8331, byte miss ratio 0.8331
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size    36864, 25130279 req, miss ratio 0.7346, byte miss ratio 0.7346
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size   110592, 25130279 req, miss ratio 0.6428, byte miss ratio 0.6428
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size   368641, 25130279 req, miss ratio 0.5979, byte miss ratio 0.5979
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size   737283, 25130279 req, miss ratio 0.5731, byte miss ratio 0.5731
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size  1474566, 25130279 req, miss ratio 0.4786, byte miss ratio 0.4786
tencentBlock.ns3806 S3FIFO-0.9000-1.9000 cache size  2949132, 25130279 req, miss ratio 0.3349, byte miss ratio 0.3349
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size     3686, 25130279 req, miss ratio 0.8357, byte miss ratio 0.8357
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size    11059, 25130279 req, miss ratio 0.8246, byte miss ratio 0.8246
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size    36864, 25130279 req, miss ratio 0.7225, byte miss ratio 0.7225
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size   110592, 25130279 req, miss ratio 0.6344, byte miss ratio 0.6344
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size   368641, 25130279 req, miss ratio 0.5682, byte miss ratio 0.5682
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size   737283, 25130279 req, miss ratio 0.5396, byte miss ratio 0.5396
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size  1474566, 25130279 req, miss ratio 0.4940, byte miss ratio 0.4940
tencentBlock.ns3806 S3FIFO-0.7000-0.9000 cache size  2949132, 25130279 req, miss ratio 0.2879, byte miss ratio 0.2879
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size     3686, 25130279 req, miss ratio 0.8439, byte miss ratio 0.8439
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size    11059, 25130279 req, miss ratio 0.8280, byte miss ratio 0.8280
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size    36864, 25130279 req, miss ratio 0.7306, byte miss ratio 0.7306
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size   110592, 25130279 req, miss ratio 0.6408, byte miss ratio 0.6408
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size   368641, 25130279 req, miss ratio 0.5790, byte miss ratio 0.5790
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size   737283, 25130279 req, miss ratio 0.5524, byte miss ratio 0.5524
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size  1474566, 25130279 req, miss ratio 0.5037, byte miss ratio 0.5037
tencentBlock.ns3806 S3FIFO-0.8000-0.9000 cache size  2949132, 25130279 req, miss ratio 0.3119, byte miss ratio 0.3119
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size     3686, 25130279 req, miss ratio 0.8624, byte miss ratio 0.8624
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size    11059, 25130279 req, miss ratio 0.8366, byte miss ratio 0.8366
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size    36864, 25130279 req, miss ratio 0.7384, byte miss ratio 0.7384
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size   110592, 25130279 req, miss ratio 0.6492, byte miss ratio 0.6492
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size   368641, 25130279 req, miss ratio 0.6020, byte miss ratio 0.6020
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size   737283, 25130279 req, miss ratio 0.5826, byte miss ratio 0.5826
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size  1474566, 25130279 req, miss ratio 0.4792, byte miss ratio 0.4792
tencentBlock.ns3806 S3FIFO-0.9500-0.9000 cache size  2949132, 25130279 req, miss ratio 0.3470, byte miss ratio 0.3470
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size     3686, 25130279 req, miss ratio 0.8490, byte miss ratio 0.8490
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size    11059, 25130279 req, miss ratio 0.8310, byte miss ratio 0.8310
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size    36864, 25130279 req, miss ratio 0.7329, byte miss ratio 0.7329
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size   110592, 25130279 req, miss ratio 0.6401, byte miss ratio 0.6401
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size   368641, 25130279 req, miss ratio 0.5891, byte miss ratio 0.5891
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size   737283, 25130279 req, miss ratio 0.5635, byte miss ratio 0.5635
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size  1474566, 25130279 req, miss ratio 0.4800, byte miss ratio 0.4800
tencentBlock.ns3806 S3FIFO-0.8500-1.9000 cache size  2949132, 25130279 req, miss ratio 0.3242, byte miss ratio 0.3242
