io_traces.ns174 S3FIFO-0.1000-1.9000 cache size     1465, 40000000 req, miss ratio 0.2194, byte miss ratio 0.2194
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size     4395, 40000000 req, miss ratio 0.1937, byte miss ratio 0.1937
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size    14650, 40000000 req, miss ratio 0.1777, byte miss ratio 0.1777
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size    43951, 40000000 req, miss ratio 0.1434, byte miss ratio 0.1434
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size   146503, 40000000 req, miss ratio 0.0849, byte miss ratio 0.0849
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size   293007, 40000000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size   586014, 40000000 req, miss ratio 0.0490, byte miss ratio 0.0490
io_traces.ns174 S3FIFO-0.1000-1.9000 cache size  1172028, 40000000 req, miss ratio 0.0386, byte miss ratio 0.0386
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size     1465, 40000000 req, miss ratio 0.2210, byte miss ratio 0.2210
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size     4395, 40000000 req, miss ratio 0.1959, byte miss ratio 0.1959
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size    14650, 40000000 req, miss ratio 0.1763, byte miss ratio 0.1763
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size    43951, 40000000 req, miss ratio 0.1434, byte miss ratio 0.1434
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size   146503, 40000000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size   293007, 40000000 req, miss ratio 0.0564, byte miss ratio 0.0564
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size   586014, 40000000 req, miss ratio 0.0489, byte miss ratio 0.0489
io_traces.ns174 S3FIFO-0.2000-0.9000 cache size  1172028, 40000000 req, miss ratio 0.0385, byte miss ratio 0.0385
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size     1465, 40000000 req, miss ratio 0.2257, byte miss ratio 0.2257
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size     4395, 40000000 req, miss ratio 0.1986, byte miss ratio 0.1986
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size    14650, 40000000 req, miss ratio 0.1775, byte miss ratio 0.1775
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size    43951, 40000000 req, miss ratio 0.1434, byte miss ratio 0.1434
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size   146503, 40000000 req, miss ratio 0.0771, byte miss ratio 0.0771
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size   293007, 40000000 req, miss ratio 0.0557, byte miss ratio 0.0557
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size   586014, 40000000 req, miss ratio 0.0491, byte miss ratio 0.0491
io_traces.ns174 S3FIFO-0.3500-0.9000 cache size  1172028, 40000000 req, miss ratio 0.0386, byte miss ratio 0.0386
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size     1465, 40000000 req, miss ratio 0.2340, byte miss ratio 0.2340
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size     4395, 40000000 req, miss ratio 0.2003, byte miss ratio 0.2003
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size    14650, 40000000 req, miss ratio 0.1761, byte miss ratio 0.1761
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size    43951, 40000000 req, miss ratio 0.1412, byte miss ratio 0.1412
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size   146503, 40000000 req, miss ratio 0.0941, byte miss ratio 0.0941
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size   293007, 40000000 req, miss ratio 0.0709, byte miss ratio 0.0709
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size   586014, 40000000 req, miss ratio 0.0561, byte miss ratio 0.0561
io_traces.ns174 S3FIFO-0.0100-0.9000 cache size  1172028, 40000000 req, miss ratio 0.0391, byte miss ratio 0.0391
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size     1465, 40000000 req, miss ratio 0.2737, byte miss ratio 0.2737
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size     4395, 40000000 req, miss ratio 0.2268, byte miss ratio 0.2268
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size    14650, 40000000 req, miss ratio 0.1887, byte miss ratio 0.1887
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size    43951, 40000000 req, miss ratio 0.1380, byte miss ratio 0.1380
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size   146503, 40000000 req, miss ratio 0.0820, byte miss ratio 0.0820
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size   293007, 40000000 req, miss ratio 0.0627, byte miss ratio 0.0627
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size   586014, 40000000 req, miss ratio 0.0520, byte miss ratio 0.0520
io_traces.ns174 S3FIFO-0.9500-1.9000 cache size  1172028, 40000000 req, miss ratio 0.0387, byte miss ratio 0.0387
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size     1465, 40000000 req, miss ratio 0.2668, byte miss ratio 0.2668
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size     4395, 40000000 req, miss ratio 0.2121, byte miss ratio 0.2121
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size    14650, 40000000 req, miss ratio 0.1844, byte miss ratio 0.1844
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size    43951, 40000000 req, miss ratio 0.1395, byte miss ratio 0.1395
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size   146503, 40000000 req, miss ratio 0.0784, byte miss ratio 0.0784
io_traces.ns174 S3FIFO-0.7500-0.9000 cache size   293007, 40000000 req, miss ratio 0.0592, byte miss ratio 0.0592
