io_traces.ns147 S3FIFO-0.2000-0.9000 cache size     1747, 37600000 req, miss ratio 0.2193, byte miss ratio 0.2193
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size     5241, 37600000 req, miss ratio 0.2030, byte miss ratio 0.2030
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size    17472, 37600000 req, miss ratio 0.1860, byte miss ratio 0.1860
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size    52418, 37600000 req, miss ratio 0.1451, byte miss ratio 0.1451
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size   174729, 37600000 req, miss ratio 0.0803, byte miss ratio 0.0803
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size   349458, 37600000 req, miss ratio 0.0625, byte miss ratio 0.0625
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size   698916, 37600000 req, miss ratio 0.0551, byte miss ratio 0.0551
io_traces.ns147 S3FIFO-0.2000-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size     1747, 37600000 req, miss ratio 0.2250, byte miss ratio 0.2250
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size     5241, 37600000 req, miss ratio 0.2068, byte miss ratio 0.2068
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size    17472, 37600000 req, miss ratio 0.1899, byte miss ratio 0.1899
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size    52418, 37600000 req, miss ratio 0.1407, byte miss ratio 0.1407
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size   174729, 37600000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size   349458, 37600000 req, miss ratio 0.0635, byte miss ratio 0.0635
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size   698916, 37600000 req, miss ratio 0.0556, byte miss ratio 0.0556
io_traces.ns147 S3FIFO-0.6500-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size     1747, 37600000 req, miss ratio 0.2213, byte miss ratio 0.2213
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size     5241, 37600000 req, miss ratio 0.2040, byte miss ratio 0.2040
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size    17472, 37600000 req, miss ratio 0.1903, byte miss ratio 0.1903
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size    52418, 37600000 req, miss ratio 0.1411, byte miss ratio 0.1411
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size   174729, 37600000 req, miss ratio 0.0783, byte miss ratio 0.0783
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size   349458, 37600000 req, miss ratio 0.0622, byte miss ratio 0.0622
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size   698916, 37600000 req, miss ratio 0.0556, byte miss ratio 0.0556
io_traces.ns147 S3FIFO-0.4500-1.9000 cache size  1397832, 37600000 req, miss ratio 0.0476, byte miss ratio 0.0476
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size     1747, 37600000 req, miss ratio 0.2169, byte miss ratio 0.2169
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size     5241, 37600000 req, miss ratio 0.2005, byte miss ratio 0.2005
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size    17472, 37600000 req, miss ratio 0.1884, byte miss ratio 0.1884
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size    52418, 37600000 req, miss ratio 0.1452, byte miss ratio 0.1452
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size   174729, 37600000 req, miss ratio 0.0805, byte miss ratio 0.0805
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size   349458, 37600000 req, miss ratio 0.0625, byte miss ratio 0.0625
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size   698916, 37600000 req, miss ratio 0.0551, byte miss ratio 0.0551
io_traces.ns147 S3FIFO-0.2000-1.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size     1747, 37600000 req, miss ratio 0.2262, byte miss ratio 0.2262
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size     5241, 37600000 req, miss ratio 0.2155, byte miss ratio 0.2155
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size    17472, 37600000 req, miss ratio 0.1899, byte miss ratio 0.1899
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size    52418, 37600000 req, miss ratio 0.1405, byte miss ratio 0.1405
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size   174729, 37600000 req, miss ratio 0.0818, byte miss ratio 0.0818
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size   349458, 37600000 req, miss ratio 0.0662, byte miss ratio 0.0662
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size   698916, 37600000 req, miss ratio 0.0555, byte miss ratio 0.0555
io_traces.ns147 S3FIFO-0.8000-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0478, byte miss ratio 0.0478
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size     1747, 37600000 req, miss ratio 0.2638, byte miss ratio 0.2638
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size     5241, 37600000 req, miss ratio 0.2182, byte miss ratio 0.2182
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size    17472, 37600000 req, miss ratio 0.1937, byte miss ratio 0.1937
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size    52418, 37600000 req, miss ratio 0.1495, byte miss ratio 0.1495
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size   174729, 37600000 req, miss ratio 0.0973, byte miss ratio 0.0973
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size   349458, 37600000 req, miss ratio 0.0798, byte miss ratio 0.0798
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size   698916, 37600000 req, miss ratio 0.0670, byte miss ratio 0.0670
io_traces.ns147 S3FIFO-0.0010-1.9000 cache size  1397832, 37600000 req, miss ratio 0.0494, byte miss ratio 0.0494
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size     1747, 37600000 req, miss ratio 0.2220, byte miss ratio 0.2220
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size     5241, 37600000 req, miss ratio 0.2031, byte miss ratio 0.2031
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size    17472, 37600000 req, miss ratio 0.1837, byte miss ratio 0.1837
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size    52418, 37600000 req, miss ratio 0.1454, byte miss ratio 0.1454
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size   174729, 37600000 req, miss ratio 0.0911, byte miss ratio 0.0911
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size   349458, 37600000 req, miss ratio 0.0682, byte miss ratio 0.0682
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size   698916, 37600000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns147 S3FIFO-0.0500-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size     1747, 37600000 req, miss ratio 0.2257, byte miss ratio 0.2257
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size     5241, 37600000 req, miss ratio 0.2102, byte miss ratio 0.2102
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size    17472, 37600000 req, miss ratio 0.1900, byte miss ratio 0.1900
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size    52418, 37600000 req, miss ratio 0.1406, byte miss ratio 0.1406
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size   174729, 37600000 req, miss ratio 0.0799, byte miss ratio 0.0799
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size   349458, 37600000 req, miss ratio 0.0642, byte miss ratio 0.0642
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size   698916, 37600000 req, miss ratio 0.0556, byte miss ratio 0.0556
io_traces.ns147 S3FIFO-0.7000-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0476, byte miss ratio 0.0476
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size     1747, 37600000 req, miss ratio 0.2161, byte miss ratio 0.2161
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size     5241, 37600000 req, miss ratio 0.2002, byte miss ratio 0.2002
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size    17472, 37600000 req, miss ratio 0.1880, byte miss ratio 0.1880
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size    52418, 37600000 req, miss ratio 0.1458, byte miss ratio 0.1458
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size   174729, 37600000 req, miss ratio 0.0818, byte miss ratio 0.0818
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size   349458, 37600000 req, miss ratio 0.0632, byte miss ratio 0.0632
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size   698916, 37600000 req, miss ratio 0.0551, byte miss ratio 0.0551
io_traces.ns147 S3FIFO-0.1500-1.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size     1747, 37600000 req, miss ratio 0.2241, byte miss ratio 0.2241
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size     5241, 37600000 req, miss ratio 0.2061, byte miss ratio 0.2061
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size    17472, 37600000 req, miss ratio 0.1903, byte miss ratio 0.1903
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size    52418, 37600000 req, miss ratio 0.1407, byte miss ratio 0.1407
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size   174729, 37600000 req, miss ratio 0.0789, byte miss ratio 0.0789
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size   349458, 37600000 req, miss ratio 0.0629, byte miss ratio 0.0629
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size   698916, 37600000 req, miss ratio 0.0557, byte miss ratio 0.0557
io_traces.ns147 S3FIFO-0.6000-1.9000 cache size  1397832, 37600000 req, miss ratio 0.0477, byte miss ratio 0.0477
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size     1747, 37600000 req, miss ratio 0.2192, byte miss ratio 0.2192
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size     5241, 37600000 req, miss ratio 0.2031, byte miss ratio 0.2031
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size    17472, 37600000 req, miss ratio 0.1865, byte miss ratio 0.1865
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size    52418, 37600000 req, miss ratio 0.1444, byte miss ratio 0.1444
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size   174729, 37600000 req, miss ratio 0.0795, byte miss ratio 0.0795
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size   349458, 37600000 req, miss ratio 0.0623, byte miss ratio 0.0623
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size   698916, 37600000 req, miss ratio 0.0551, byte miss ratio 0.0551
io_traces.ns147 S3FIFO-0.2500-0.9000 cache size  1397832, 37600000 req, miss ratio 0.0476, byte miss ratio 0.0476
