cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size      965, 58373546 req, miss ratio 0.8265, byte miss ratio 0.8265
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size     2896, 58373546 req, miss ratio 0.6506, byte miss ratio 0.6506
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size     9654, 58373546 req, miss ratio 0.3454, byte miss ratio 0.3454
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size    28962, 58373546 req, miss ratio 0.1390, byte miss ratio 0.1390
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size    96540, 58373546 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size   193080, 58373546 req, miss ratio 0.0374, byte miss ratio 0.0374
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size   386161, 58373546 req, miss ratio 0.0234, byte miss ratio 0.0234
cdn1_allcolo.ns233 S3FIFO-0.5000-1.9000 cache size   772322, 58373546 req, miss ratio 0.0170, byte miss ratio 0.0170
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size      965, 58373546 req, miss ratio 0.8739, byte miss ratio 0.8739
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size     2896, 58373546 req, miss ratio 0.7166, byte miss ratio 0.7166
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size     9654, 58373546 req, miss ratio 0.4125, byte miss ratio 0.4125
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size    28962, 58373546 req, miss ratio 0.1799, byte miss ratio 0.1799
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size    96540, 58373546 req, miss ratio 0.0740, byte miss ratio 0.0740
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size   193080, 58373546 req, miss ratio 0.0460, byte miss ratio 0.0460
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size   386161, 58373546 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_allcolo.ns233 S3FIFO-0.9500-1.9000 cache size   772322, 58373546 req, miss ratio 0.0189, byte miss ratio 0.0189
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size      965, 58373546 req, miss ratio 0.7893, byte miss ratio 0.7893
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size     2896, 58373546 req, miss ratio 0.5956, byte miss ratio 0.5956
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size     9654, 58373546 req, miss ratio 0.3065, byte miss ratio 0.3065
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size    28962, 58373546 req, miss ratio 0.1273, byte miss ratio 0.1273
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size    96540, 58373546 req, miss ratio 0.0557, byte miss ratio 0.0557
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size   193080, 58373546 req, miss ratio 0.0339, byte miss ratio 0.0339
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size   386161, 58373546 req, miss ratio 0.0219, byte miss ratio 0.0219
cdn1_allcolo.ns233 S3FIFO-0.2500-0.9000 cache size   772322, 58373546 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size      965, 58373546 req, miss ratio 0.7795, byte miss ratio 0.7795
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size     2896, 58373546 req, miss ratio 0.5802, byte miss ratio 0.5802
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size     9654, 58373546 req, miss ratio 0.2946, byte miss ratio 0.2946
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size    28962, 58373546 req, miss ratio 0.1250, byte miss ratio 0.1250
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size    96540, 58373546 req, miss ratio 0.0546, byte miss ratio 0.0546
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size   193080, 58373546 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size   386161, 58373546 req, miss ratio 0.0215, byte miss ratio 0.0215
cdn1_allcolo.ns233 S3FIFO-0.1500-0.9000 cache size   772322, 58373546 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_allcolo.ns233 S3FIFO-0.3000-1.9000 cache size      965, 58373546 req, miss ratio 0.8044, byte miss ratio 0.8044
cdn1_allcolo.ns233 S3FIFO-0.3000-1.9000 cache size     2896, 58373546 req, miss ratio 0.6184, byte miss ratio 0.6184
cdn1_allcolo.ns233 S3FIFO-0.3000-1.9000 cache size     9654, 58373546 req, miss ratio 0.3182, byte miss ratio 0.3182
cdn1_allcolo.ns233 S3FIFO-0.3000-1.9000 cache size    28962, 58373546 req, miss ratio 0.1296, byte miss ratio 0.1296
