cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size        5, 74915517 req, miss ratio 0.3026, byte miss ratio 0.3026
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size       17, 74915517 req, miss ratio 0.2610, byte miss ratio 0.2610
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size       59, 74915517 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size      178, 74915517 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size      594, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size     1188, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size     2376, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9500-1.9000 cache size     4752, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size        5, 74915517 req, miss ratio 0.3025, byte miss ratio 0.3025
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size       17, 74915517 req, miss ratio 0.2635, byte miss ratio 0.2635
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size       59, 74915517 req, miss ratio 0.0046, byte miss ratio 0.0046
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size      178, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size      594, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size     1188, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size     2376, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.4000-0.9000 cache size     4752, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size        5, 74915517 req, miss ratio 0.3026, byte miss ratio 0.3026
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size       17, 74915517 req, miss ratio 0.2627, byte miss ratio 0.2627
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size       59, 74915517 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size      178, 74915517 req, miss ratio 0.0003, byte miss ratio 0.0003
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size      594, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size     1188, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size     2376, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.9900-0.9000 cache size     4752, 74915517 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns109 S3FIFO-0.0050-1.9000 cache size        5, 74915517 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns109 S3FIFO-0.0050-1.9000 cache size       17, 74915517 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns109 S3FIFO-0.0050-1.9000 cache size       59, 74915517 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns109 S3FIFO-0.0050-1.9000 cache size      178, 74915517 req, miss ratio 1.0000, byte miss ratio 1.0000
