io_traces.ns87 S3FIFO-0.7500-1.9000 cache size      290, 36000000 req, miss ratio 0.6884, byte miss ratio 0.6884
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size      871, 36000000 req, miss ratio 0.6061, byte miss ratio 0.6061
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size     2905, 36000000 req, miss ratio 0.5698, byte miss ratio 0.5698
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size     8717, 36000000 req, miss ratio 0.5631, byte miss ratio 0.5631
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size    29059, 36000000 req, miss ratio 0.2633, byte miss ratio 0.2633
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size    58118, 36000000 req, miss ratio 0.0604, byte miss ratio 0.0604
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size   116237, 36000000 req, miss ratio 0.0198, byte miss ratio 0.0198
io_traces.ns87 S3FIFO-0.7500-1.9000 cache size   232474, 36000000 req, miss ratio 0.0094, byte miss ratio 0.0094
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size      290, 36000000 req, miss ratio 0.6180, byte miss ratio 0.6180
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size      871, 36000000 req, miss ratio 0.5799, byte miss ratio 0.5799
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size     2905, 36000000 req, miss ratio 0.5566, byte miss ratio 0.5566
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size     8717, 36000000 req, miss ratio 0.5459, byte miss ratio 0.5459
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size    29059, 36000000 req, miss ratio 0.2295, byte miss ratio 0.2295
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size    58118, 36000000 req, miss ratio 0.0364, byte miss ratio 0.0364
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size   116237, 36000000 req, miss ratio 0.0128, byte miss ratio 0.0128
io_traces.ns87 S3FIFO-0.1000-1.9000 cache size   232474, 36000000 req, miss ratio 0.0081, byte miss ratio 0.0081
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size      290, 36000000 req, miss ratio 0.6368, byte miss ratio 0.6368
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size      871, 36000000 req, miss ratio 0.5899, byte miss ratio 0.5899
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size     2905, 36000000 req, miss ratio 0.5599, byte miss ratio 0.5599
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size     8717, 36000000 req, miss ratio 0.5425, byte miss ratio 0.5425
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size    29059, 36000000 req, miss ratio 0.1884, byte miss ratio 0.1884
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size    58118, 36000000 req, miss ratio 0.0359, byte miss ratio 0.0359
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size   116237, 36000000 req, miss ratio 0.0122, byte miss ratio 0.0122
io_traces.ns87 S3FIFO-0.0100-1.9000 cache size   232474, 36000000 req, miss ratio 0.0081, byte miss ratio 0.0081
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size      290, 36000000 req, miss ratio 0.7185, byte miss ratio 0.7185
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size      871, 36000000 req, miss ratio 0.6374, byte miss ratio 0.6374
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size     2905, 36000000 req, miss ratio 0.5850, byte miss ratio 0.5850
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size     8717, 36000000 req, miss ratio 0.5594, byte miss ratio 0.5594
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size    29059, 36000000 req, miss ratio 0.2511, byte miss ratio 0.2511
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size    58118, 36000000 req, miss ratio 0.0663, byte miss ratio 0.0663
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size   116237, 36000000 req, miss ratio 0.0224, byte miss ratio 0.0224
io_traces.ns87 S3FIFO-0.9000-0.9000 cache size   232474, 36000000 req, miss ratio 0.0102, byte miss ratio 0.0102
io_traces.ns87 S3FIFO-0.4500-1.9000 cache size      290, 36000000 req, miss ratio 0.6274, byte miss ratio 0.6274
