cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size        5, 2738989 req, miss ratio 0.9000, byte miss ratio 0.9000
cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size       17, 2738989 req, miss ratio 0.7597, byte miss ratio 0.7597
cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size       57, 2738989 req, miss ratio 0.4739, byte miss ratio 0.4739
cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size      115, 2738989 req, miss ratio 0.2702, byte miss ratio 0.2702
cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size      230, 2738989 req, miss ratio 0.0961, byte miss ratio 0.0961
cdn1_allcolo.ns789 S3FIFO-0.8500-1.9000 cache size      461, 2738989 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size        5, 2738989 req, miss ratio 0.8720, byte miss ratio 0.8720
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size       17, 2738989 req, miss ratio 0.7194, byte miss ratio 0.7194
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size       57, 2738989 req, miss ratio 0.4463, byte miss ratio 0.4463
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size      115, 2738989 req, miss ratio 0.2462, byte miss ratio 0.2462
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size      230, 2738989 req, miss ratio 0.0826, byte miss ratio 0.0826
cdn1_allcolo.ns789 S3FIFO-0.6000-1.9000 cache size      461, 2738989 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size        5, 2738989 req, miss ratio 0.8354, byte miss ratio 0.8354
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size       17, 2738989 req, miss ratio 0.6888, byte miss ratio 0.6888
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size       57, 2738989 req, miss ratio 0.4266, byte miss ratio 0.4266
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size      115, 2738989 req, miss ratio 0.2391, byte miss ratio 0.2391
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size      230, 2738989 req, miss ratio 0.0777, byte miss ratio 0.0777
cdn1_allcolo.ns789 S3FIFO-0.5000-0.9000 cache size      461, 2738989 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size        5, 2738989 req, miss ratio 0.8933, byte miss ratio 0.8933
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size       17, 2738989 req, miss ratio 0.7719, byte miss ratio 0.7719
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size       57, 2738989 req, miss ratio 0.4988, byte miss ratio 0.4988
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size      115, 2738989 req, miss ratio 0.2850, byte miss ratio 0.2850
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size      230, 2738989 req, miss ratio 0.1022, byte miss ratio 0.1022
cdn1_allcolo.ns789 S3FIFO-0.9500-0.9000 cache size      461, 2738989 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size        5, 2738989 req, miss ratio 0.8443, byte miss ratio 0.8443
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size       17, 2738989 req, miss ratio 0.7111, byte miss ratio 0.7111
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size       57, 2738989 req, miss ratio 0.4396, byte miss ratio 0.4396
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size      115, 2738989 req, miss ratio 0.2415, byte miss ratio 0.2415
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size      230, 2738989 req, miss ratio 0.0800, byte miss ratio 0.0800
cdn1_allcolo.ns789 S3FIFO-0.5500-1.9000 cache size      461, 2738989 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns789 S3FIFO-0.7500-0.9000 cache size        5, 2738989 req, miss ratio 0.8615, byte miss ratio 0.8615
cdn1_allcolo.ns789 S3FIFO-0.7500-0.9000 cache size       17, 2738989 req, miss ratio 0.7266, byte miss ratio 0.7266
cdn1_allcolo.ns789 S3FIFO-0.7500-0.9000 cache size       57, 2738989 req, miss ratio 0.4682, byte miss ratio 0.4682
cdn1_allcolo.ns789 S3FIFO-0.7500-0.9000 cache size      115, 2738989 req, miss ratio 0.2649, byte miss ratio 0.2649
