io_traces.ns169 S3FIFO-0.5000-0.9000 cache size     9619, 16200000 req, miss ratio 0.8358, byte miss ratio 0.8358
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size    28858, 16200000 req, miss ratio 0.8319, byte miss ratio 0.8319
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size    96194, 16200000 req, miss ratio 0.7904, byte miss ratio 0.7904
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size   288582, 16200000 req, miss ratio 0.7490, byte miss ratio 0.7490
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size   961940, 16200000 req, miss ratio 0.7345, byte miss ratio 0.7345
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size  1923881, 16200000 req, miss ratio 0.7162, byte miss ratio 0.7162
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size  3847762, 16200000 req, miss ratio 0.6584, byte miss ratio 0.6584
io_traces.ns169 S3FIFO-0.5000-0.9000 cache size  7695525, 16200000 req, miss ratio 0.6010, byte miss ratio 0.6010
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size     9619, 16200000 req, miss ratio 0.8359, byte miss ratio 0.8359
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size    28858, 16200000 req, miss ratio 0.8305, byte miss ratio 0.8305
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size    96194, 16200000 req, miss ratio 0.8085, byte miss ratio 0.8085
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size   288582, 16200000 req, miss ratio 0.7572, byte miss ratio 0.7572
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size   961940, 16200000 req, miss ratio 0.7462, byte miss ratio 0.7462
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size  1923881, 16200000 req, miss ratio 0.7301, byte miss ratio 0.7301
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size  3847762, 16200000 req, miss ratio 0.6620, byte miss ratio 0.6620
io_traces.ns169 S3FIFO-0.7500-1.9000 cache size  7695525, 16200000 req, miss ratio 0.6010, byte miss ratio 0.6010
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size     9619, 16200000 req, miss ratio 0.8362, byte miss ratio 0.8362
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size    28858, 16200000 req, miss ratio 0.8335, byte miss ratio 0.8335
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size    96194, 16200000 req, miss ratio 0.8174, byte miss ratio 0.8174
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size   288582, 16200000 req, miss ratio 0.7857, byte miss ratio 0.7857
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size   961940, 16200000 req, miss ratio 0.7522, byte miss ratio 0.7522
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size  1923881, 16200000 req, miss ratio 0.7187, byte miss ratio 0.7187
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size  3847762, 16200000 req, miss ratio 0.6638, byte miss ratio 0.6638
io_traces.ns169 S3FIFO-0.9000-1.9000 cache size  7695525, 16200000 req, miss ratio 0.6019, byte miss ratio 0.6019
io_traces.ns169 S3FIFO-0.0010-1.9000 cache size     9619, 16200000 req, miss ratio 0.8820, byte miss ratio 0.8820
