tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size      389, 4016822 req, miss ratio 0.5308, byte miss ratio 0.5308
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size     1168, 4016822 req, miss ratio 0.4020, byte miss ratio 0.4020
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size     3894, 4016822 req, miss ratio 0.2794, byte miss ratio 0.2794
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size    11682, 4016822 req, miss ratio 0.2522, byte miss ratio 0.2522
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size    38941, 4016822 req, miss ratio 0.1946, byte miss ratio 0.1946
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size    77882, 4016822 req, miss ratio 0.1629, byte miss ratio 0.1629
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size   155764, 4016822 req, miss ratio 0.1085, byte miss ratio 0.1085
tencentBlock.ns18172 S3FIFO-0.4500-1.9000 cache size   311528, 4016822 req, miss ratio 0.0979, byte miss ratio 0.0979
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size      389, 4016822 req, miss ratio 0.6057, byte miss ratio 0.6057
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size     1168, 4016822 req, miss ratio 0.4611, byte miss ratio 0.4611
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size     3894, 4016822 req, miss ratio 0.3284, byte miss ratio 0.3284
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size    11682, 4016822 req, miss ratio 0.2657, byte miss ratio 0.2657
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size    38941, 4016822 req, miss ratio 0.1997, byte miss ratio 0.1997
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size    77882, 4016822 req, miss ratio 0.1601, byte miss ratio 0.1601
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size   155764, 4016822 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns18172 S3FIFO-0.9000-1.9000 cache size   311528, 4016822 req, miss ratio 0.1014, byte miss ratio 0.1014
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size      389, 4016822 req, miss ratio 0.5796, byte miss ratio 0.5796
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size     1168, 4016822 req, miss ratio 0.4463, byte miss ratio 0.4463
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size     3894, 4016822 req, miss ratio 0.3092, byte miss ratio 0.3092
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size    11682, 4016822 req, miss ratio 0.2593, byte miss ratio 0.2593
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size    38941, 4016822 req, miss ratio 0.1989, byte miss ratio 0.1989
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size    77882, 4016822 req, miss ratio 0.1595, byte miss ratio 0.1595
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size   155764, 4016822 req, miss ratio 0.1216, byte miss ratio 0.1216
tencentBlock.ns18172 S3FIFO-0.8000-1.9000 cache size   311528, 4016822 req, miss ratio 0.1003, byte miss ratio 0.1003
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size      389, 4016822 req, miss ratio 0.5340, byte miss ratio 0.5340
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size     1168, 4016822 req, miss ratio 0.3435, byte miss ratio 0.3435
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size     3894, 4016822 req, miss ratio 0.2795, byte miss ratio 0.2795
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size    11682, 4016822 req, miss ratio 0.2395, byte miss ratio 0.2395
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size    38941, 4016822 req, miss ratio 0.2010, byte miss ratio 0.2010
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size    77882, 4016822 req, miss ratio 0.1569, byte miss ratio 0.1569
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size   155764, 4016822 req, miss ratio 0.1072, byte miss ratio 0.1072
tencentBlock.ns18172 S3FIFO-0.1000-1.9000 cache size   311528, 4016822 req, miss ratio 0.0972, byte miss ratio 0.0972
tencentBlock.ns18172 S3FIFO-0.2500-0.9000 cache size      389, 4016822 req, miss ratio 0.5308, byte miss ratio 0.5308
tencentBlock.ns18172 S3FIFO-0.2500-0.9000 cache size     1168, 4016822 req, miss ratio 0.3682, byte miss ratio 0.3682
tencentBlock.ns18172 S3FIFO-0.2500-0.9000 cache size     3894, 4016822 req, miss ratio 0.2789, byte miss ratio 0.2789
tencentBlock.ns18172 S3FIFO-0.2500-0.9000 cache size    11682, 4016822 req, miss ratio 0.2432, byte miss ratio 0.2432
tencentBlock.ns18172 S3FIFO-0.2500-0.9000 cache size    38941, 4016822 req, miss ratio 0.1982, byte miss ratio 0.1982
