io_traces.ns358 S3FIFO-0.0250-1.9000 cache size     1234, 15400000 req, miss ratio 0.2478, byte miss ratio 0.2478
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size     3704, 15400000 req, miss ratio 0.2369, byte miss ratio 0.2369
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size    12349, 15400000 req, miss ratio 0.2170, byte miss ratio 0.2170
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size    37048, 15400000 req, miss ratio 0.1936, byte miss ratio 0.1936
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size   123495, 15400000 req, miss ratio 0.1514, byte miss ratio 0.1514
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size   246990, 15400000 req, miss ratio 0.1278, byte miss ratio 0.1278
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size   493980, 15400000 req, miss ratio 0.1060, byte miss ratio 0.1060
io_traces.ns358 S3FIFO-0.0250-1.9000 cache size   987961, 15400000 req, miss ratio 0.0829, byte miss ratio 0.0829
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size     1234, 15400000 req, miss ratio 0.2475, byte miss ratio 0.2475
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size     3704, 15400000 req, miss ratio 0.2394, byte miss ratio 0.2394
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size    12349, 15400000 req, miss ratio 0.2246, byte miss ratio 0.2246
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size    37048, 15400000 req, miss ratio 0.2044, byte miss ratio 0.2044
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size   123495, 15400000 req, miss ratio 0.1680, byte miss ratio 0.1680
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size   246990, 15400000 req, miss ratio 0.1379, byte miss ratio 0.1379
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size   493980, 15400000 req, miss ratio 0.1054, byte miss ratio 0.1054
io_traces.ns358 S3FIFO-0.6000-0.9000 cache size   987961, 15400000 req, miss ratio 0.0830, byte miss ratio 0.0830
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size     1234, 15400000 req, miss ratio 0.2665, byte miss ratio 0.2665
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size     3704, 15400000 req, miss ratio 0.2472, byte miss ratio 0.2472
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size    12349, 15400000 req, miss ratio 0.2329, byte miss ratio 0.2329
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size    37048, 15400000 req, miss ratio 0.2147, byte miss ratio 0.2147
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size   123495, 15400000 req, miss ratio 0.1763, byte miss ratio 0.1763
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size   246990, 15400000 req, miss ratio 0.1443, byte miss ratio 0.1443
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size   493980, 15400000 req, miss ratio 0.1118, byte miss ratio 0.1118
io_traces.ns358 S3FIFO-0.9500-1.9000 cache size   987961, 15400000 req, miss ratio 0.0846, byte miss ratio 0.0846
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size     1234, 15400000 req, miss ratio 0.2450, byte miss ratio 0.2450
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size     3704, 15400000 req, miss ratio 0.2361, byte miss ratio 0.2361
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size    12349, 15400000 req, miss ratio 0.2168, byte miss ratio 0.2168
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size    37048, 15400000 req, miss ratio 0.1941, byte miss ratio 0.1941
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size   123495, 15400000 req, miss ratio 0.1517, byte miss ratio 0.1517
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size   246990, 15400000 req, miss ratio 0.1281, byte miss ratio 0.1281
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size   493980, 15400000 req, miss ratio 0.1059, byte miss ratio 0.1059
io_traces.ns358 S3FIFO-0.0500-1.9000 cache size   987961, 15400000 req, miss ratio 0.0829, byte miss ratio 0.0829
io_traces.ns358 S3FIFO-0.5500-1.9000 cache size     1234, 15400000 req, miss ratio 0.2459, byte miss ratio 0.2459
