tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size      264, 2776570 req, miss ratio 0.5130, byte miss ratio 0.5130
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size      793, 2776570 req, miss ratio 0.4142, byte miss ratio 0.4142
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size     2644, 2776570 req, miss ratio 0.2652, byte miss ratio 0.2652
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size     7933, 2776570 req, miss ratio 0.2337, byte miss ratio 0.2337
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size    26444, 2776570 req, miss ratio 0.1567, byte miss ratio 0.1567
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size    52888, 2776570 req, miss ratio 0.1067, byte miss ratio 0.1067
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size   105777, 2776570 req, miss ratio 0.0981, byte miss ratio 0.0981
tencentBlock.ns23740 S3FIFO-0.3000-1.9000 cache size   211555, 2776570 req, miss ratio 0.0955, byte miss ratio 0.0955
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size      264, 2776570 req, miss ratio 0.5129, byte miss ratio 0.5129
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size      793, 2776570 req, miss ratio 0.4190, byte miss ratio 0.4190
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size     2644, 2776570 req, miss ratio 0.2655, byte miss ratio 0.2655
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size     7933, 2776570 req, miss ratio 0.2371, byte miss ratio 0.2371
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size    26444, 2776570 req, miss ratio 0.1568, byte miss ratio 0.1568
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size    52888, 2776570 req, miss ratio 0.1076, byte miss ratio 0.1076
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size   105777, 2776570 req, miss ratio 0.0983, byte miss ratio 0.0983
tencentBlock.ns23740 S3FIFO-0.3500-1.9000 cache size   211555, 2776570 req, miss ratio 0.0955, byte miss ratio 0.0955
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size      264, 2776570 req, miss ratio 0.5207, byte miss ratio 0.5207
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size      793, 2776570 req, miss ratio 0.4044, byte miss ratio 0.4044
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size     2644, 2776570 req, miss ratio 0.2652, byte miss ratio 0.2652
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size     7933, 2776570 req, miss ratio 0.2317, byte miss ratio 0.2317
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size    26444, 2776570 req, miss ratio 0.1559, byte miss ratio 0.1559
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size    52888, 2776570 req, miss ratio 0.1066, byte miss ratio 0.1066
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size   105777, 2776570 req, miss ratio 0.0982, byte miss ratio 0.0982
tencentBlock.ns23740 S3FIFO-0.2000-1.9000 cache size   211555, 2776570 req, miss ratio 0.0955, byte miss ratio 0.0955
tencentBlock.ns23740 S3FIFO-0.0050-1.9000 cache size      264, 2776570 req, miss ratio 0.5389, byte miss ratio 0.5389
tencentBlock.ns23740 S3FIFO-0.0050-1.9000 cache size      793, 2776570 req, miss ratio 0.4219, byte miss ratio 0.4219
tencentBlock.ns23740 S3FIFO-0.0050-1.9000 cache size     2644, 2776570 req, miss ratio 0.2880, byte miss ratio 0.2880
tencentBlock.ns23740 S3FIFO-0.0050-1.9000 cache size     7933, 2776570 req, miss ratio 0.2355, byte miss ratio 0.2355
