cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size      310, 4200025 req, miss ratio 0.8250, byte miss ratio 0.8250
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size      930, 4200025 req, miss ratio 0.7670, byte miss ratio 0.7670
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size     3101, 4200025 req, miss ratio 0.6568, byte miss ratio 0.6568
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size     9303, 4200025 req, miss ratio 0.4998, byte miss ratio 0.4998
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size    31010, 4200025 req, miss ratio 0.2774, byte miss ratio 0.2774
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size    62020, 4200025 req, miss ratio 0.1670, byte miss ratio 0.1670
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size   124040, 4200025 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns301 S3FIFO-0.7000-1.9000 cache size   248080, 4200025 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size      310, 4200025 req, miss ratio 0.8217, byte miss ratio 0.8217
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size      930, 4200025 req, miss ratio 0.7606, byte miss ratio 0.7606
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size     3101, 4200025 req, miss ratio 0.6477, byte miss ratio 0.6477
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size     9303, 4200025 req, miss ratio 0.4940, byte miss ratio 0.4940
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size    31010, 4200025 req, miss ratio 0.2777, byte miss ratio 0.2777
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size    62020, 4200025 req, miss ratio 0.1677, byte miss ratio 0.1677
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size   124040, 4200025 req, miss ratio 0.1030, byte miss ratio 0.1030
cdn1_colo28.ns301 S3FIFO-0.7000-0.9000 cache size   248080, 4200025 req, miss ratio 0.0758, byte miss ratio 0.0758
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size      310, 4200025 req, miss ratio 0.8600, byte miss ratio 0.8600
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size      930, 4200025 req, miss ratio 0.8079, byte miss ratio 0.8079
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size     3101, 4200025 req, miss ratio 0.7047, byte miss ratio 0.7047
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size     9303, 4200025 req, miss ratio 0.5463, byte miss ratio 0.5463
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size    31010, 4200025 req, miss ratio 0.3176, byte miss ratio 0.3176
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size    62020, 4200025 req, miss ratio 0.1990, byte miss ratio 0.1990
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size   124040, 4200025 req, miss ratio 0.1227, byte miss ratio 0.1227
cdn1_colo28.ns301 S3FIFO-0.9900-0.9000 cache size   248080, 4200025 req, miss ratio 0.0862, byte miss ratio 0.0862
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size      310, 4200025 req, miss ratio 0.7947, byte miss ratio 0.7947
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size      930, 4200025 req, miss ratio 0.7193, byte miss ratio 0.7193
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size     3101, 4200025 req, miss ratio 0.5960, byte miss ratio 0.5960
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size     9303, 4200025 req, miss ratio 0.4402, byte miss ratio 0.4402
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size    31010, 4200025 req, miss ratio 0.2332, byte miss ratio 0.2332
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size    62020, 4200025 req, miss ratio 0.1353, byte miss ratio 0.1353
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size   124040, 4200025 req, miss ratio 0.0891, byte miss ratio 0.0891
cdn1_colo28.ns301 S3FIFO-0.3500-0.9000 cache size   248080, 4200025 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size      310, 4200025 req, miss ratio 0.8166, byte miss ratio 0.8166
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size      930, 4200025 req, miss ratio 0.7542, byte miss ratio 0.7542
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size     3101, 4200025 req, miss ratio 0.6405, byte miss ratio 0.6405
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size     9303, 4200025 req, miss ratio 0.4849, byte miss ratio 0.4849
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size    31010, 4200025 req, miss ratio 0.2655, byte miss ratio 0.2655
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size    62020, 4200025 req, miss ratio 0.1577, byte miss ratio 0.1577
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size   124040, 4200025 req, miss ratio 0.0977, byte miss ratio 0.0977
cdn1_colo28.ns301 S3FIFO-0.6000-1.9000 cache size   248080, 4200025 req, miss ratio 0.0749, byte miss ratio 0.0749
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size      310, 4200025 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size      930, 4200025 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size     3101, 4200025 req, miss ratio 0.5607, byte miss ratio 0.5607
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size     9303, 4200025 req, miss ratio 0.3997, byte miss ratio 0.3997
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size    31010, 4200025 req, miss ratio 0.1953, byte miss ratio 0.1953
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size    62020, 4200025 req, miss ratio 0.1140, byte miss ratio 0.1140
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size   124040, 4200025 req, miss ratio 0.0857, byte miss ratio 0.0857
cdn1_colo28.ns301 S3FIFO-0.0010-0.9000 cache size   248080, 4200025 req, miss ratio 0.0748, byte miss ratio 0.0748
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size      310, 4200025 req, miss ratio 0.8293, byte miss ratio 0.8293
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size      930, 4200025 req, miss ratio 0.7737, byte miss ratio 0.7737
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size     3101, 4200025 req, miss ratio 0.6656, byte miss ratio 0.6656
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size     9303, 4200025 req, miss ratio 0.5075, byte miss ratio 0.5075
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size    31010, 4200025 req, miss ratio 0.2834, byte miss ratio 0.2834
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size    62020, 4200025 req, miss ratio 0.1718, byte miss ratio 0.1718
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size   124040, 4200025 req, miss ratio 0.1059, byte miss ratio 0.1059
cdn1_colo28.ns301 S3FIFO-0.7500-1.9000 cache size   248080, 4200025 req, miss ratio 0.0766, byte miss ratio 0.0766
cdn1_colo28.ns301 S3FIFO-0.2000-0.9000 cache size      310, 4200025 req, miss ratio 0.7855, byte miss ratio 0.7855
cdn1_colo28.ns301 S3FIFO-0.2000-0.9000 cache size      930, 4200025 req, miss ratio 0.7056, byte miss ratio 0.7056
