io_traces.ns202 S3FIFO-0.3000-1.9000 cache size     1309, 7800000 req, miss ratio 0.8669, byte miss ratio 0.8669
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size     3929, 7800000 req, miss ratio 0.8625, byte miss ratio 0.8625
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size    13096, 7800000 req, miss ratio 0.8418, byte miss ratio 0.8418
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size    39290, 7800000 req, miss ratio 0.7721, byte miss ratio 0.7721
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size   130966, 7800000 req, miss ratio 0.6748, byte miss ratio 0.6748
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size   261933, 7800000 req, miss ratio 0.3634, byte miss ratio 0.3634
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size   523867, 7800000 req, miss ratio 0.1712, byte miss ratio 0.1712
io_traces.ns202 S3FIFO-0.3000-1.9000 cache size  1047735, 7800000 req, miss ratio 0.1682, byte miss ratio 0.1682
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size     1309, 7800000 req, miss ratio 0.8775, byte miss ratio 0.8775
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size     3929, 7800000 req, miss ratio 0.8701, byte miss ratio 0.8701
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size    13096, 7800000 req, miss ratio 0.8474, byte miss ratio 0.8474
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size    39290, 7800000 req, miss ratio 0.7517, byte miss ratio 0.7517
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size   130966, 7800000 req, miss ratio 0.4879, byte miss ratio 0.4879
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size   261933, 7800000 req, miss ratio 0.2104, byte miss ratio 0.2104
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size   523867, 7800000 req, miss ratio 0.1712, byte miss ratio 0.1712
io_traces.ns202 S3FIFO-0.0100-0.9000 cache size  1047735, 7800000 req, miss ratio 0.1682, byte miss ratio 0.1682
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size     1309, 7800000 req, miss ratio 0.8768, byte miss ratio 0.8768
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size     3929, 7800000 req, miss ratio 0.8658, byte miss ratio 0.8658
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size    13096, 7800000 req, miss ratio 0.8440, byte miss ratio 0.8440
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size    39290, 7800000 req, miss ratio 0.7526, byte miss ratio 0.7526
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size   130966, 7800000 req, miss ratio 0.4910, byte miss ratio 0.4910
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size   261933, 7800000 req, miss ratio 0.2150, byte miss ratio 0.2150
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size   523867, 7800000 req, miss ratio 0.1712, byte miss ratio 0.1712
io_traces.ns202 S3FIFO-0.0250-0.9000 cache size  1047735, 7800000 req, miss ratio 0.1682, byte miss ratio 0.1682
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size     1309, 7800000 req, miss ratio 0.8777, byte miss ratio 0.8777
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size     3929, 7800000 req, miss ratio 0.8715, byte miss ratio 0.8715
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size    13096, 7800000 req, miss ratio 0.8561, byte miss ratio 0.8561
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size    39290, 7800000 req, miss ratio 0.7657, byte miss ratio 0.7657
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size   130966, 7800000 req, miss ratio 0.4885, byte miss ratio 0.4885
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size   261933, 7800000 req, miss ratio 0.2088, byte miss ratio 0.2088
io_traces.ns202 S3FIFO-0.0010-0.9000 cache size   523867, 7800000 req, miss ratio 0.1712, byte miss ratio 0.1712
