cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size       98, 36437506 req, miss ratio 0.9891, byte miss ratio 0.9891
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size      294, 36437506 req, miss ratio 0.9827, byte miss ratio 0.9827
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size      980, 36437506 req, miss ratio 0.9656, byte miss ratio 0.9656
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size     2940, 36437506 req, miss ratio 0.9187, byte miss ratio 0.9187
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size     9800, 36437506 req, miss ratio 0.4700, byte miss ratio 0.4700
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size    19601, 36437506 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size    39203, 36437506 req, miss ratio 0.0036, byte miss ratio 0.0036
cdn1_colo28.ns111 S3FIFO-0.7500-1.9000 cache size    78406, 36437506 req, miss ratio 0.0028, byte miss ratio 0.0028
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size       98, 36437506 req, miss ratio 0.9927, byte miss ratio 0.9927
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size      294, 36437506 req, miss ratio 0.9871, byte miss ratio 0.9871
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size      980, 36437506 req, miss ratio 0.9697, byte miss ratio 0.9697
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size     2940, 36437506 req, miss ratio 0.9214, byte miss ratio 0.9214
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size     9800, 36437506 req, miss ratio 0.4621, byte miss ratio 0.4621
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size    19601, 36437506 req, miss ratio 0.0238, byte miss ratio 0.0238
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size    39203, 36437506 req, miss ratio 0.0042, byte miss ratio 0.0042
cdn1_colo28.ns111 S3FIFO-0.9900-0.9000 cache size    78406, 36437506 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size       98, 36437506 req, miss ratio 0.9880, byte miss ratio 0.9880
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size      294, 36437506 req, miss ratio 0.9807, byte miss ratio 0.9807
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size      980, 36437506 req, miss ratio 0.9615, byte miss ratio 0.9615
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size     2940, 36437506 req, miss ratio 0.9038, byte miss ratio 0.9038
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size     9800, 36437506 req, miss ratio 0.6156, byte miss ratio 0.6156
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size    19601, 36437506 req, miss ratio 0.0165, byte miss ratio 0.0165
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size    39203, 36437506 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns111 S3FIFO-0.6000-1.9000 cache size    78406, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size       98, 36437506 req, miss ratio 0.9855, byte miss ratio 0.9855
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size      294, 36437506 req, miss ratio 0.9735, byte miss ratio 0.9735
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size      980, 36437506 req, miss ratio 0.9398, byte miss ratio 0.9398
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size     2940, 36437506 req, miss ratio 0.8524, byte miss ratio 0.8524
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size     9800, 36437506 req, miss ratio 0.6385, byte miss ratio 0.6385
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size    19601, 36437506 req, miss ratio 0.0118, byte miss ratio 0.0118
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size    39203, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.4000-0.9000 cache size    78406, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size       98, 36437506 req, miss ratio 0.9891, byte miss ratio 0.9891
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size      294, 36437506 req, miss ratio 0.9826, byte miss ratio 0.9826
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size      980, 36437506 req, miss ratio 0.9650, byte miss ratio 0.9650
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size     2940, 36437506 req, miss ratio 0.9177, byte miss ratio 0.9177
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size     9800, 36437506 req, miss ratio 0.4669, byte miss ratio 0.4669
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size    19601, 36437506 req, miss ratio 0.0202, byte miss ratio 0.0202
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size    39203, 36437506 req, miss ratio 0.0037, byte miss ratio 0.0037
cdn1_colo28.ns111 S3FIFO-0.8000-0.9000 cache size    78406, 36437506 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size       98, 36437506 req, miss ratio 0.9919, byte miss ratio 0.9919
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size      294, 36437506 req, miss ratio 0.9860, byte miss ratio 0.9860
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size      980, 36437506 req, miss ratio 0.9688, byte miss ratio 0.9688
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size     2940, 36437506 req, miss ratio 0.9204, byte miss ratio 0.9204
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size     9800, 36437506 req, miss ratio 0.4627, byte miss ratio 0.4627
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size    19601, 36437506 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size    39203, 36437506 req, miss ratio 0.0041, byte miss ratio 0.0041
cdn1_colo28.ns111 S3FIFO-0.9500-1.9000 cache size    78406, 36437506 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size       98, 36437506 req, miss ratio 0.9830, byte miss ratio 0.9830
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size      294, 36437506 req, miss ratio 0.9677, byte miss ratio 0.9677
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size      980, 36437506 req, miss ratio 0.9206, byte miss ratio 0.9206
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size     2940, 36437506 req, miss ratio 0.7965, byte miss ratio 0.7965
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size     9800, 36437506 req, miss ratio 0.4829, byte miss ratio 0.4829
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size    19601, 36437506 req, miss ratio 0.0077, byte miss ratio 0.0077
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size    39203, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.1500-0.9000 cache size    78406, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size       98, 36437506 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size      294, 36437506 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size      980, 36437506 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size     2940, 36437506 req, miss ratio 0.7617, byte miss ratio 0.7617
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size     9800, 36437506 req, miss ratio 0.3534, byte miss ratio 0.3534
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size    19601, 36437506 req, miss ratio 0.0054, byte miss ratio 0.0054
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size    39203, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.0010-0.9000 cache size    78406, 36437506 req, miss ratio 0.0027, byte miss ratio 0.0027
cdn1_colo28.ns111 S3FIFO-0.3000-0.9000 cache size       98, 36437506 req, miss ratio 0.9845, byte miss ratio 0.9845
cdn1_colo28.ns111 S3FIFO-0.3000-0.9000 cache size      294, 36437506 req, miss ratio 0.9710, byte miss ratio 0.9710
