cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size      142, 20410706 req, miss ratio 0.8339, byte miss ratio 0.8339
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size      428, 20410706 req, miss ratio 0.7390, byte miss ratio 0.7390
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size     1429, 20410706 req, miss ratio 0.5165, byte miss ratio 0.5165
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size     4288, 20410706 req, miss ratio 0.2171, byte miss ratio 0.2171
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size    14295, 20410706 req, miss ratio 0.0356, byte miss ratio 0.0356
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size    28591, 20410706 req, miss ratio 0.0147, byte miss ratio 0.0147
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size    57182, 20410706 req, miss ratio 0.0085, byte miss ratio 0.0085
cdn1_allcolo.ns2021 S3FIFO-0.7500-1.9000 cache size   114365, 20410706 req, miss ratio 0.0071, byte miss ratio 0.0071
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size      142, 20410706 req, miss ratio 0.7742, byte miss ratio 0.7742
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size      428, 20410706 req, miss ratio 0.6507, byte miss ratio 0.6507
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size     1429, 20410706 req, miss ratio 0.4253, byte miss ratio 0.4253
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size     4288, 20410706 req, miss ratio 0.1505, byte miss ratio 0.1505
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size    14295, 20410706 req, miss ratio 0.0260, byte miss ratio 0.0260
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size    28591, 20410706 req, miss ratio 0.0141, byte miss ratio 0.0141
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size    57182, 20410706 req, miss ratio 0.0091, byte miss ratio 0.0091
cdn1_allcolo.ns2021 S3FIFO-0.0100-1.9000 cache size   114365, 20410706 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size      142, 20410706 req, miss ratio 0.8015, byte miss ratio 0.8015
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size      428, 20410706 req, miss ratio 0.6889, byte miss ratio 0.6889
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size     1429, 20410706 req, miss ratio 0.4694, byte miss ratio 0.4694
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size     4288, 20410706 req, miss ratio 0.1810, byte miss ratio 0.1810
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size    14295, 20410706 req, miss ratio 0.0274, byte miss ratio 0.0274
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size    28591, 20410706 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size    57182, 20410706 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns2021 S3FIFO-0.3500-1.9000 cache size   114365, 20410706 req, miss ratio 0.0070, byte miss ratio 0.0070
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size      142, 20410706 req, miss ratio 0.8472, byte miss ratio 0.8472
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size      428, 20410706 req, miss ratio 0.7557, byte miss ratio 0.7557
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size     1429, 20410706 req, miss ratio 0.5318, byte miss ratio 0.5318
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size     4288, 20410706 req, miss ratio 0.2308, byte miss ratio 0.2308
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size    14295, 20410706 req, miss ratio 0.0398, byte miss ratio 0.0398
cdn1_allcolo.ns2021 S3FIFO-0.9000-1.9000 cache size    28591, 20410706 req, miss ratio 0.0162, byte miss ratio 0.0162
