cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size       12, 2992700 req, miss ratio 0.8898, byte miss ratio 0.8898
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size       41, 2992700 req, miss ratio 0.6926, byte miss ratio 0.6926
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size      123, 2992700 req, miss ratio 0.2586, byte miss ratio 0.2586
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size      411, 2992700 req, miss ratio 0.0104, byte miss ratio 0.0104
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size      822, 2992700 req, miss ratio 0.0043, byte miss ratio 0.0043
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size     1645, 2992700 req, miss ratio 0.0024, byte miss ratio 0.0024
cdn1_colo28.ns175 S3FIFO-0.7000-0.9000 cache size     3290, 2992700 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size       12, 2992700 req, miss ratio 0.8819, byte miss ratio 0.8819
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size       41, 2992700 req, miss ratio 0.6864, byte miss ratio 0.6864
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size      123, 2992700 req, miss ratio 0.2493, byte miss ratio 0.2493
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size      411, 2992700 req, miss ratio 0.0094, byte miss ratio 0.0094
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size      822, 2992700 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size     1645, 2992700 req, miss ratio 0.0023, byte miss ratio 0.0023
cdn1_colo28.ns175 S3FIFO-0.6000-0.9000 cache size     3290, 2992700 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_colo28.ns175 S3FIFO-0.5500-1.9000 cache size       12, 2992700 req, miss ratio 0.8785, byte miss ratio 0.8785
cdn1_colo28.ns175 S3FIFO-0.5500-1.9000 cache size       41, 2992700 req, miss ratio 0.6964, byte miss ratio 0.6964
cdn1_colo28.ns175 S3FIFO-0.5500-1.9000 cache size      123, 2992700 req, miss ratio 0.2439, byte miss ratio 0.2439
cdn1_colo28.ns175 S3FIFO-0.5500-1.9000 cache size      411, 2992700 req, miss ratio 0.0087, byte miss ratio 0.0087
