cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size      602, 5031122 req, miss ratio 0.5547, byte miss ratio 0.5547
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size     1808, 5031122 req, miss ratio 0.4647, byte miss ratio 0.4647
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size     6027, 5031122 req, miss ratio 0.3787, byte miss ratio 0.3787
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size    18081, 5031122 req, miss ratio 0.3051, byte miss ratio 0.3051
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size    60272, 5031122 req, miss ratio 0.2202, byte miss ratio 0.2202
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size   120545, 5031122 req, miss ratio 0.1727, byte miss ratio 0.1727
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size   241090, 5031122 req, miss ratio 0.1364, byte miss ratio 0.1364
cdn1_allcolo.ns1076 S3FIFO-0.4000-1.9000 cache size   482181, 5031122 req, miss ratio 0.1208, byte miss ratio 0.1208
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size      602, 5031122 req, miss ratio 0.6368, byte miss ratio 0.6368
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size     1808, 5031122 req, miss ratio 0.5416, byte miss ratio 0.5416
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size     6027, 5031122 req, miss ratio 0.4389, byte miss ratio 0.4389
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size    18081, 5031122 req, miss ratio 0.3489, byte miss ratio 0.3489
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size    60272, 5031122 req, miss ratio 0.2517, byte miss ratio 0.2517
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size   120545, 5031122 req, miss ratio 0.1969, byte miss ratio 0.1969
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size   241090, 5031122 req, miss ratio 0.1502, byte miss ratio 0.1502
cdn1_allcolo.ns1076 S3FIFO-0.9000-1.9000 cache size   482181, 5031122 req, miss ratio 0.1230, byte miss ratio 0.1230
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size      602, 5031122 req, miss ratio 0.5385, byte miss ratio 0.5385
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size     1808, 5031122 req, miss ratio 0.4498, byte miss ratio 0.4498
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size     6027, 5031122 req, miss ratio 0.3671, byte miss ratio 0.3671
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size    18081, 5031122 req, miss ratio 0.2958, byte miss ratio 0.2958
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size    60272, 5031122 req, miss ratio 0.2131, byte miss ratio 0.2131
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size   120545, 5031122 req, miss ratio 0.1691, byte miss ratio 0.1691
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size   241090, 5031122 req, miss ratio 0.1362, byte miss ratio 0.1362
cdn1_allcolo.ns1076 S3FIFO-0.2500-0.9000 cache size   482181, 5031122 req, miss ratio 0.1208, byte miss ratio 0.1208
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size      602, 5031122 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size     1808, 5031122 req, miss ratio 0.4459, byte miss ratio 0.4459
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size     6027, 5031122 req, miss ratio 0.3641, byte miss ratio 0.3641
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size    18081, 5031122 req, miss ratio 0.2930, byte miss ratio 0.2930
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size    60272, 5031122 req, miss ratio 0.2131, byte miss ratio 0.2131
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size   120545, 5031122 req, miss ratio 0.1717, byte miss ratio 0.1717
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size   241090, 5031122 req, miss ratio 0.1385, byte miss ratio 0.1385
cdn1_allcolo.ns1076 S3FIFO-0.0010-1.9000 cache size   482181, 5031122 req, miss ratio 0.1208, byte miss ratio 0.1208
cdn1_allcolo.ns1076 S3FIFO-0.6000-1.9000 cache size      602, 5031122 req, miss ratio 0.5798, byte miss ratio 0.5798
cdn1_allcolo.ns1076 S3FIFO-0.6000-1.9000 cache size     1808, 5031122 req, miss ratio 0.4876, byte miss ratio 0.4876
cdn1_allcolo.ns1076 S3FIFO-0.6000-1.9000 cache size     6027, 5031122 req, miss ratio 0.3962, byte miss ratio 0.3962
cdn1_allcolo.ns1076 S3FIFO-0.6000-1.9000 cache size    18081, 5031122 req, miss ratio 0.3181, byte miss ratio 0.3181
