cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size        6, 1916475 req, miss ratio 0.3557, byte miss ratio 0.3557
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size       22, 1916475 req, miss ratio 0.2011, byte miss ratio 0.2011
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size       68, 1916475 req, miss ratio 0.1002, byte miss ratio 0.1002
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size      227, 1916475 req, miss ratio 0.0305, byte miss ratio 0.0305
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size      455, 1916475 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size      911, 1916475 req, miss ratio 0.0017, byte miss ratio 0.0017
cdn1_allcolo.ns8757 S3FIFO-0.2000-0.9000 cache size     1822, 1916475 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size        6, 1916475 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size       22, 1916475 req, miss ratio 0.1985, byte miss ratio 0.1985
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size       68, 1916475 req, miss ratio 0.0993, byte miss ratio 0.0993
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size      227, 1916475 req, miss ratio 0.0287, byte miss ratio 0.0287
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size      455, 1916475 req, miss ratio 0.0045, byte miss ratio 0.0045
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size      911, 1916475 req, miss ratio 0.0016, byte miss ratio 0.0016
cdn1_allcolo.ns8757 S3FIFO-0.0500-1.9000 cache size     1822, 1916475 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size        6, 1916475 req, miss ratio 0.4191, byte miss ratio 0.4191
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size       22, 1916475 req, miss ratio 0.2391, byte miss ratio 0.2391
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size       68, 1916475 req, miss ratio 0.1176, byte miss ratio 0.1176
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size      227, 1916475 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size      455, 1916475 req, miss ratio 0.0078, byte miss ratio 0.0078
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size      911, 1916475 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns8757 S3FIFO-0.6000-1.9000 cache size     1822, 1916475 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns8757 S3FIFO-0.7000-0.9000 cache size        6, 1916475 req, miss ratio 0.4471, byte miss ratio 0.4471
cdn1_allcolo.ns8757 S3FIFO-0.7000-0.9000 cache size       22, 1916475 req, miss ratio 0.2455, byte miss ratio 0.2455
