cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size        9, 1305490 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size       28, 1305490 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size       94, 1305490 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size      188, 1305490 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size      377, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.0050-0.9000 cache size      755, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size        9, 1305490 req, miss ratio 0.0955, byte miss ratio 0.0955
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size       28, 1305490 req, miss ratio 0.0052, byte miss ratio 0.0052
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size       94, 1305490 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size      188, 1305490 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size      377, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.8500-1.9000 cache size      755, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size        9, 1305490 req, miss ratio 0.0781, byte miss ratio 0.0781
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size       28, 1305490 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size       94, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size      188, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size      377, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.4500-0.9000 cache size      755, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size        9, 1305490 req, miss ratio 0.1024, byte miss ratio 0.1024
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size       28, 1305490 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size       94, 1305490 req, miss ratio 0.0012, byte miss ratio 0.0012
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size      188, 1305490 req, miss ratio 0.0009, byte miss ratio 0.0009
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size      377, 1305490 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns8816 S3FIFO-0.9900-0.9000 cache size      755, 1305490 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size        9, 1305490 req, miss ratio 0.0777, byte miss ratio 0.0777
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size       28, 1305490 req, miss ratio 0.0038, byte miss ratio 0.0038
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size       94, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size      188, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size      377, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.5500-1.9000 cache size      755, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns8816 S3FIFO-0.1500-0.9000 cache size        9, 1305490 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_allcolo.ns8816 S3FIFO-0.1500-0.9000 cache size       28, 1305490 req, miss ratio 0.0021, byte miss ratio 0.0021
cdn1_allcolo.ns8816 S3FIFO-0.1500-0.9000 cache size       94, 1305490 req, miss ratio 0.0007, byte miss ratio 0.0007
