cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size       10, 1784832 req, miss ratio 0.8537, byte miss ratio 0.8537
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size       31, 1784832 req, miss ratio 0.7699, byte miss ratio 0.7699
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size      103, 1784832 req, miss ratio 0.5941, byte miss ratio 0.5941
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size      311, 1784832 req, miss ratio 0.3285, byte miss ratio 0.3285
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size     1039, 1784832 req, miss ratio 0.0794, byte miss ratio 0.0794
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size     2078, 1784832 req, miss ratio 0.0229, byte miss ratio 0.0229
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size     4157, 1784832 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_colo28.ns4362 S3FIFO-0.2000-0.9000 cache size     8315, 1784832 req, miss ratio 0.0061, byte miss ratio 0.0061
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size       10, 1784832 req, miss ratio 0.8676, byte miss ratio 0.8676
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size       31, 1784832 req, miss ratio 0.7949, byte miss ratio 0.7949
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size      103, 1784832 req, miss ratio 0.6390, byte miss ratio 0.6390
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size      311, 1784832 req, miss ratio 0.3729, byte miss ratio 0.3729
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size     1039, 1784832 req, miss ratio 0.0945, byte miss ratio 0.0945
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size     2078, 1784832 req, miss ratio 0.0292, byte miss ratio 0.0292
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size     4157, 1784832 req, miss ratio 0.0099, byte miss ratio 0.0099
cdn1_colo28.ns4362 S3FIFO-0.5000-1.9000 cache size     8315, 1784832 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size       10, 1784832 req, miss ratio 0.8783, byte miss ratio 0.8783
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size       31, 1784832 req, miss ratio 0.8221, byte miss ratio 0.8221
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size      103, 1784832 req, miss ratio 0.6834, byte miss ratio 0.6834
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size      311, 1784832 req, miss ratio 0.4203, byte miss ratio 0.4203
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size     1039, 1784832 req, miss ratio 0.1258, byte miss ratio 0.1258
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size     2078, 1784832 req, miss ratio 0.0423, byte miss ratio 0.0423
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size     4157, 1784832 req, miss ratio 0.0143, byte miss ratio 0.0143
cdn1_colo28.ns4362 S3FIFO-0.9500-1.9000 cache size     8315, 1784832 req, miss ratio 0.0073, byte miss ratio 0.0073
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size       10, 1784832 req, miss ratio 0.8764, byte miss ratio 0.8764
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size       31, 1784832 req, miss ratio 0.8139, byte miss ratio 0.8139
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size      103, 1784832 req, miss ratio 0.6710, byte miss ratio 0.6710
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size      311, 1784832 req, miss ratio 0.4063, byte miss ratio 0.4063
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size     1039, 1784832 req, miss ratio 0.1145, byte miss ratio 0.1145
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size     2078, 1784832 req, miss ratio 0.0373, byte miss ratio 0.0373
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size     4157, 1784832 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_colo28.ns4362 S3FIFO-0.8000-1.9000 cache size     8315, 1784832 req, miss ratio 0.0066, byte miss ratio 0.0066
cdn1_colo28.ns4362 S3FIFO-0.8500-0.9000 cache size       10, 1784832 req, miss ratio 0.8755, byte miss ratio 0.8755
