cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size        6, 2618993 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size       19, 2618993 req, miss ratio 0.5727, byte miss ratio 0.5727
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size       64, 2618993 req, miss ratio 0.3141, byte miss ratio 0.3141
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size      192, 2618993 req, miss ratio 0.1373, byte miss ratio 0.1373
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size      641, 2618993 req, miss ratio 0.0428, byte miss ratio 0.0428
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size     1283, 2618993 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size     2566, 2618993 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns3543 S3FIFO-0.7500-1.9000 cache size     5132, 2618993 req, miss ratio 0.0031, byte miss ratio 0.0031
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size        6, 2618993 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size       19, 2618993 req, miss ratio 0.5624, byte miss ratio 0.5624
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size       64, 2618993 req, miss ratio 0.3057, byte miss ratio 0.3057
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size      192, 2618993 req, miss ratio 0.1335, byte miss ratio 0.1335
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size      641, 2618993 req, miss ratio 0.0416, byte miss ratio 0.0416
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size     1283, 2618993 req, miss ratio 0.0186, byte miss ratio 0.0186
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size     2566, 2618993 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns3543 S3FIFO-0.7000-1.9000 cache size     5132, 2618993 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size        6, 2618993 req, miss ratio 0.7717, byte miss ratio 0.7717
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size       19, 2618993 req, miss ratio 0.5831, byte miss ratio 0.5831
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size       64, 2618993 req, miss ratio 0.3205, byte miss ratio 0.3205
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size      192, 2618993 req, miss ratio 0.1410, byte miss ratio 0.1410
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size      641, 2618993 req, miss ratio 0.0440, byte miss ratio 0.0440
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size     1283, 2618993 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size     2566, 2618993 req, miss ratio 0.0086, byte miss ratio 0.0086
cdn1_allcolo.ns3543 S3FIFO-0.8000-1.9000 cache size     5132, 2618993 req, miss ratio 0.0032, byte miss ratio 0.0032
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size        6, 2618993 req, miss ratio 0.7908, byte miss ratio 0.7908
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size       19, 2618993 req, miss ratio 0.6100, byte miss ratio 0.6100
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size       64, 2618993 req, miss ratio 0.3454, byte miss ratio 0.3454
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size      192, 2618993 req, miss ratio 0.1573, byte miss ratio 0.1573
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size      641, 2618993 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size     1283, 2618993 req, miss ratio 0.0224, byte miss ratio 0.0224
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size     2566, 2618993 req, miss ratio 0.0095, byte miss ratio 0.0095
cdn1_allcolo.ns3543 S3FIFO-0.9500-0.9000 cache size     5132, 2618993 req, miss ratio 0.0034, byte miss ratio 0.0034
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size        6, 2618993 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size       19, 2618993 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size       64, 2618993 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size      192, 2618993 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size      641, 2618993 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size     1283, 2618993 req, miss ratio 0.0162, byte miss ratio 0.0162
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size     2566, 2618993 req, miss ratio 0.0056, byte miss ratio 0.0056
cdn1_allcolo.ns3543 S3FIFO-0.0010-1.9000 cache size     5132, 2618993 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size        6, 2618993 req, miss ratio 0.6867, byte miss ratio 0.6867
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size       19, 2618993 req, miss ratio 0.4772, byte miss ratio 0.4772
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size       64, 2618993 req, miss ratio 0.2558, byte miss ratio 0.2558
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size      192, 2618993 req, miss ratio 0.1084, byte miss ratio 0.1084
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size      641, 2618993 req, miss ratio 0.0341, byte miss ratio 0.0341
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size     1283, 2618993 req, miss ratio 0.0153, byte miss ratio 0.0153
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size     2566, 2618993 req, miss ratio 0.0060, byte miss ratio 0.0060
cdn1_allcolo.ns3543 S3FIFO-0.2500-1.9000 cache size     5132, 2618993 req, miss ratio 0.0026, byte miss ratio 0.0026
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size        6, 2618993 req, miss ratio 0.7908, byte miss ratio 0.7908
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size       19, 2618993 req, miss ratio 0.5898, byte miss ratio 0.5898
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size       64, 2618993 req, miss ratio 0.3300, byte miss ratio 0.3300
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size      192, 2618993 req, miss ratio 0.1478, byte miss ratio 0.1478
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size      641, 2618993 req, miss ratio 0.0463, byte miss ratio 0.0463
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size     1283, 2618993 req, miss ratio 0.0208, byte miss ratio 0.0208
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size     2566, 2618993 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns3543 S3FIFO-0.8500-0.9000 cache size     5132, 2618993 req, miss ratio 0.0033, byte miss ratio 0.0033
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size        6, 2618993 req, miss ratio 0.7425, byte miss ratio 0.7425
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size       19, 2618993 req, miss ratio 0.5418, byte miss ratio 0.5418
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size       64, 2618993 req, miss ratio 0.2942, byte miss ratio 0.2942
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size      192, 2618993 req, miss ratio 0.1270, byte miss ratio 0.1270
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size      641, 2618993 req, miss ratio 0.0394, byte miss ratio 0.0394
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size     1283, 2618993 req, miss ratio 0.0177, byte miss ratio 0.0177
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size     2566, 2618993 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns3543 S3FIFO-0.6000-1.9000 cache size     5132, 2618993 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size        6, 2618993 req, miss ratio 0.6867, byte miss ratio 0.6867
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size       19, 2618993 req, miss ratio 0.4691, byte miss ratio 0.4691
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size       64, 2618993 req, miss ratio 0.2500, byte miss ratio 0.2500
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size      192, 2618993 req, miss ratio 0.1062, byte miss ratio 0.1062
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size      641, 2618993 req, miss ratio 0.0336, byte miss ratio 0.0336
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size     1283, 2618993 req, miss ratio 0.0151, byte miss ratio 0.0151
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size     2566, 2618993 req, miss ratio 0.0058, byte miss ratio 0.0058
cdn1_allcolo.ns3543 S3FIFO-0.2000-1.9000 cache size     5132, 2618993 req, miss ratio 0.0026, byte miss ratio 0.0026
