io_traces.ns670 S3FIFO-0.5000-0.9000 cache size      292, 5200000 req, miss ratio 0.5531, byte miss ratio 0.5531
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size      876, 5200000 req, miss ratio 0.4990, byte miss ratio 0.4990
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size     2921, 5200000 req, miss ratio 0.3824, byte miss ratio 0.3824
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size     8765, 5200000 req, miss ratio 0.3316, byte miss ratio 0.3316
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size    29217, 5200000 req, miss ratio 0.2063, byte miss ratio 0.2063
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size    58435, 5200000 req, miss ratio 0.1099, byte miss ratio 0.1099
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size   116870, 5200000 req, miss ratio 0.0585, byte miss ratio 0.0585
io_traces.ns670 S3FIFO-0.5000-0.9000 cache size   233740, 5200000 req, miss ratio 0.0566, byte miss ratio 0.0566
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size      292, 5200000 req, miss ratio 0.5560, byte miss ratio 0.5560
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size      876, 5200000 req, miss ratio 0.4686, byte miss ratio 0.4686
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size     2921, 5200000 req, miss ratio 0.3766, byte miss ratio 0.3766
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3164, byte miss ratio 0.3164
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size    29217, 5200000 req, miss ratio 0.2026, byte miss ratio 0.2026
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1122, byte miss ratio 0.1122
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size   116870, 5200000 req, miss ratio 0.0587, byte miss ratio 0.0587
io_traces.ns670 S3FIFO-0.1500-1.9000 cache size   233740, 5200000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size      292, 5200000 req, miss ratio 0.5522, byte miss ratio 0.5522
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size      876, 5200000 req, miss ratio 0.4950, byte miss ratio 0.4950
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size     2921, 5200000 req, miss ratio 0.3809, byte miss ratio 0.3809
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size     8765, 5200000 req, miss ratio 0.3273, byte miss ratio 0.3273
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size    29217, 5200000 req, miss ratio 0.2049, byte miss ratio 0.2049
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size    58435, 5200000 req, miss ratio 0.1107, byte miss ratio 0.1107
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size   116870, 5200000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns670 S3FIFO-0.4500-0.9000 cache size   233740, 5200000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size      292, 5200000 req, miss ratio 0.6033, byte miss ratio 0.6033
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size      876, 5200000 req, miss ratio 0.5314, byte miss ratio 0.5314
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size     2921, 5200000 req, miss ratio 0.4502, byte miss ratio 0.4502
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size     8765, 5200000 req, miss ratio 0.3687, byte miss ratio 0.3687
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size    29217, 5200000 req, miss ratio 0.2149, byte miss ratio 0.2149
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size    58435, 5200000 req, miss ratio 0.1186, byte miss ratio 0.1186
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size   116870, 5200000 req, miss ratio 0.0703, byte miss ratio 0.0703
io_traces.ns670 S3FIFO-0.9000-0.9000 cache size   233740, 5200000 req, miss ratio 0.0606, byte miss ratio 0.0606
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size      292, 5200000 req, miss ratio 0.6288, byte miss ratio 0.6288
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size      876, 5200000 req, miss ratio 0.5371, byte miss ratio 0.5371
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size     2921, 5200000 req, miss ratio 0.4585, byte miss ratio 0.4585
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size     8765, 5200000 req, miss ratio 0.3747, byte miss ratio 0.3747
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size    29217, 5200000 req, miss ratio 0.2164, byte miss ratio 0.2164
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size    58435, 5200000 req, miss ratio 0.1202, byte miss ratio 0.1202
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size   116870, 5200000 req, miss ratio 0.0710, byte miss ratio 0.0710
io_traces.ns670 S3FIFO-0.9500-0.9000 cache size   233740, 5200000 req, miss ratio 0.0622, byte miss ratio 0.0622
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size      292, 5200000 req, miss ratio 0.5693, byte miss ratio 0.5693
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size      876, 5200000 req, miss ratio 0.4709, byte miss ratio 0.4709
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size     2921, 5200000 req, miss ratio 0.3834, byte miss ratio 0.3834
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size     8765, 5200000 req, miss ratio 0.3009, byte miss ratio 0.3009
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size    29217, 5200000 req, miss ratio 0.2031, byte miss ratio 0.2031
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size    58435, 5200000 req, miss ratio 0.1153, byte miss ratio 0.1153
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size   116870, 5200000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns670 S3FIFO-0.0100-0.9000 cache size   233740, 5200000 req, miss ratio 0.0577, byte miss ratio 0.0577
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size      292, 5200000 req, miss ratio 0.5695, byte miss ratio 0.5695
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size      876, 5200000 req, miss ratio 0.5128, byte miss ratio 0.5128
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size     2921, 5200000 req, miss ratio 0.4132, byte miss ratio 0.4132
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size     8765, 5200000 req, miss ratio 0.3490, byte miss ratio 0.3490
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size    29217, 5200000 req, miss ratio 0.2145, byte miss ratio 0.2145
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size    58435, 5200000 req, miss ratio 0.1109, byte miss ratio 0.1109
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size   116870, 5200000 req, miss ratio 0.0637, byte miss ratio 0.0637
io_traces.ns670 S3FIFO-0.7000-0.9000 cache size   233740, 5200000 req, miss ratio 0.0571, byte miss ratio 0.0571
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size      292, 5200000 req, miss ratio 0.5580, byte miss ratio 0.5580
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size      876, 5200000 req, miss ratio 0.4639, byte miss ratio 0.4639
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size     2921, 5200000 req, miss ratio 0.3758, byte miss ratio 0.3758
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size     8765, 5200000 req, miss ratio 0.3126, byte miss ratio 0.3126
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size    29217, 5200000 req, miss ratio 0.2004, byte miss ratio 0.2004
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size    58435, 5200000 req, miss ratio 0.1108, byte miss ratio 0.1108
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size   116870, 5200000 req, miss ratio 0.0610, byte miss ratio 0.0610
io_traces.ns670 S3FIFO-0.1000-1.9000 cache size   233740, 5200000 req, miss ratio 0.0566, byte miss ratio 0.0566
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size      292, 5200000 req, miss ratio 0.5493, byte miss ratio 0.5493
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size      876, 5200000 req, miss ratio 0.4871, byte miss ratio 0.4871
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size     2921, 5200000 req, miss ratio 0.3792, byte miss ratio 0.3792
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3314, byte miss ratio 0.3314
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size    29217, 5200000 req, miss ratio 0.1997, byte miss ratio 0.1997
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1104, byte miss ratio 0.1104
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size   116870, 5200000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns670 S3FIFO-0.3500-1.9000 cache size   233740, 5200000 req, miss ratio 0.0564, byte miss ratio 0.0564
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size      292, 5200000 req, miss ratio 0.5686, byte miss ratio 0.5686
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size      876, 5200000 req, miss ratio 0.5111, byte miss ratio 0.5111
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size     2921, 5200000 req, miss ratio 0.4091, byte miss ratio 0.4091
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3487, byte miss ratio 0.3487
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size    29217, 5200000 req, miss ratio 0.2121, byte miss ratio 0.2121
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1105, byte miss ratio 0.1105
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size   116870, 5200000 req, miss ratio 0.0618, byte miss ratio 0.0618
io_traces.ns670 S3FIFO-0.6500-1.9000 cache size   233740, 5200000 req, miss ratio 0.0570, byte miss ratio 0.0570
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size      292, 5200000 req, miss ratio 0.5537, byte miss ratio 0.5537
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size      876, 5200000 req, miss ratio 0.4998, byte miss ratio 0.4998
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size     2921, 5200000 req, miss ratio 0.3852, byte miss ratio 0.3852
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size     8765, 5200000 req, miss ratio 0.3449, byte miss ratio 0.3449
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size    29217, 5200000 req, miss ratio 0.2063, byte miss ratio 0.2063
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size    58435, 5200000 req, miss ratio 0.1099, byte miss ratio 0.1099
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size   116870, 5200000 req, miss ratio 0.0585, byte miss ratio 0.0585
io_traces.ns670 S3FIFO-0.5000-1.9000 cache size   233740, 5200000 req, miss ratio 0.0566, byte miss ratio 0.0566
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size      292, 5200000 req, miss ratio 0.5554, byte miss ratio 0.5554
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size      876, 5200000 req, miss ratio 0.5025, byte miss ratio 0.5025
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size     2921, 5200000 req, miss ratio 0.3861, byte miss ratio 0.3861
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size     8765, 5200000 req, miss ratio 0.3373, byte miss ratio 0.3373
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size    29217, 5200000 req, miss ratio 0.2074, byte miss ratio 0.2074
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size    58435, 5200000 req, miss ratio 0.1098, byte miss ratio 0.1098
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size   116870, 5200000 req, miss ratio 0.0591, byte miss ratio 0.0591
io_traces.ns670 S3FIFO-0.5500-0.9000 cache size   233740, 5200000 req, miss ratio 0.0567, byte miss ratio 0.0567
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size      292, 5200000 req, miss ratio 0.6436, byte miss ratio 0.6436
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size      876, 5200000 req, miss ratio 0.5536, byte miss ratio 0.5536
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size     2921, 5200000 req, miss ratio 0.4657, byte miss ratio 0.4657
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size     8765, 5200000 req, miss ratio 0.3779, byte miss ratio 0.3779
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size    29217, 5200000 req, miss ratio 0.2171, byte miss ratio 0.2171
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size    58435, 5200000 req, miss ratio 0.1211, byte miss ratio 0.1211
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size   116870, 5200000 req, miss ratio 0.0712, byte miss ratio 0.0712
io_traces.ns670 S3FIFO-0.9900-0.9000 cache size   233740, 5200000 req, miss ratio 0.0627, byte miss ratio 0.0627
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size      292, 5200000 req, miss ratio 0.5485, byte miss ratio 0.5485
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size      876, 5200000 req, miss ratio 0.4782, byte miss ratio 0.4782
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size     2921, 5200000 req, miss ratio 0.3780, byte miss ratio 0.3780
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3240, byte miss ratio 0.3240
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size    29217, 5200000 req, miss ratio 0.2027, byte miss ratio 0.2027
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1109, byte miss ratio 0.1109
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size   116870, 5200000 req, miss ratio 0.0585, byte miss ratio 0.0585
io_traces.ns670 S3FIFO-0.2500-1.9000 cache size   233740, 5200000 req, miss ratio 0.0563, byte miss ratio 0.0563
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size      292, 5200000 req, miss ratio 0.5761, byte miss ratio 0.5761
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size      876, 5200000 req, miss ratio 0.5215, byte miss ratio 0.5215
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size     2921, 5200000 req, miss ratio 0.4371, byte miss ratio 0.4371
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size     8765, 5200000 req, miss ratio 0.3552, byte miss ratio 0.3552
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size    29217, 5200000 req, miss ratio 0.2162, byte miss ratio 0.2162
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size    58435, 5200000 req, miss ratio 0.1140, byte miss ratio 0.1140
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size   116870, 5200000 req, miss ratio 0.0674, byte miss ratio 0.0674
io_traces.ns670 S3FIFO-0.8000-1.9000 cache size   233740, 5200000 req, miss ratio 0.0577, byte miss ratio 0.0577
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size      292, 5200000 req, miss ratio 0.5648, byte miss ratio 0.5648
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size      876, 5200000 req, miss ratio 0.4701, byte miss ratio 0.4701
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size     2921, 5200000 req, miss ratio 0.3814, byte miss ratio 0.3814
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size     8765, 5200000 req, miss ratio 0.3116, byte miss ratio 0.3116
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size    29217, 5200000 req, miss ratio 0.2027, byte miss ratio 0.2027
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size    58435, 5200000 req, miss ratio 0.1153, byte miss ratio 0.1153
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size   116870, 5200000 req, miss ratio 0.0685, byte miss ratio 0.0685
io_traces.ns670 S3FIFO-0.0100-1.9000 cache size   233740, 5200000 req, miss ratio 0.0577, byte miss ratio 0.0577
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size      292, 5200000 req, miss ratio 0.5511, byte miss ratio 0.5511
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size      876, 5200000 req, miss ratio 0.4957, byte miss ratio 0.4957
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size     2921, 5200000 req, miss ratio 0.3821, byte miss ratio 0.3821
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3415, byte miss ratio 0.3415
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size    29217, 5200000 req, miss ratio 0.2050, byte miss ratio 0.2050
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1107, byte miss ratio 0.1107
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size   116870, 5200000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns670 S3FIFO-0.4500-1.9000 cache size   233740, 5200000 req, miss ratio 0.0565, byte miss ratio 0.0565
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size      292, 5200000 req, miss ratio 0.5500, byte miss ratio 0.5500
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size      876, 5200000 req, miss ratio 0.4915, byte miss ratio 0.4915
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size     2921, 5200000 req, miss ratio 0.3804, byte miss ratio 0.3804
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size     8765, 5200000 req, miss ratio 0.3360, byte miss ratio 0.3360
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size    29217, 5200000 req, miss ratio 0.2020, byte miss ratio 0.2020
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size    58435, 5200000 req, miss ratio 0.1106, byte miss ratio 0.1106
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size   116870, 5200000 req, miss ratio 0.0584, byte miss ratio 0.0584
io_traces.ns670 S3FIFO-0.4000-1.9000 cache size   233740, 5200000 req, miss ratio 0.0564, byte miss ratio 0.0564
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size      292, 5200000 req, miss ratio 0.5629, byte miss ratio 0.5629
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size      876, 5200000 req, miss ratio 0.4663, byte miss ratio 0.4663
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size     2921, 5200000 req, miss ratio 0.3750, byte miss ratio 0.3750
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size     8765, 5200000 req, miss ratio 0.3026, byte miss ratio 0.3026
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size    29217, 5200000 req, miss ratio 0.1998, byte miss ratio 0.1998
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size    58435, 5200000 req, miss ratio 0.1142, byte miss ratio 0.1142
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size   116870, 5200000 req, miss ratio 0.0632, byte miss ratio 0.0632
io_traces.ns670 S3FIFO-0.0500-0.9000 cache size   233740, 5200000 req, miss ratio 0.0571, byte miss ratio 0.0571
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size      292, 5200000 req, miss ratio 0.5736, byte miss ratio 0.5736
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size      876, 5200000 req, miss ratio 0.5171, byte miss ratio 0.5171
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size     2921, 5200000 req, miss ratio 0.4282, byte miss ratio 0.4282
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size     8765, 5200000 req, miss ratio 0.3513, byte miss ratio 0.3513
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size    29217, 5200000 req, miss ratio 0.2161, byte miss ratio 0.2161
io_traces.ns670 S3FIFO-0.7500-1.9000 cache size    58435, 5200000 req, miss ratio 0.1122, byte miss ratio 0.1122
