cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size       36, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size      109, 1541473 req, miss ratio 0.1602, byte miss ratio 0.1602
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size      363, 1541473 req, miss ratio 0.1254, byte miss ratio 0.1254
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size     1091, 1541473 req, miss ratio 0.0941, byte miss ratio 0.0941
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size     3636, 1541473 req, miss ratio 0.0608, byte miss ratio 0.0608
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size     7273, 1541473 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size    14547, 1541473 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_allcolo.ns2125 S3FIFO-0.0100-1.9000 cache size    29095, 1541473 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size       36, 1541473 req, miss ratio 0.2168, byte miss ratio 0.2168
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size      109, 1541473 req, miss ratio 0.1646, byte miss ratio 0.1646
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size      363, 1541473 req, miss ratio 0.1283, byte miss ratio 0.1283
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size     1091, 1541473 req, miss ratio 0.0978, byte miss ratio 0.0978
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size     3636, 1541473 req, miss ratio 0.0643, byte miss ratio 0.0643
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size     7273, 1541473 req, miss ratio 0.0458, byte miss ratio 0.0458
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size    14547, 1541473 req, miss ratio 0.0317, byte miss ratio 0.0317
cdn1_allcolo.ns2125 S3FIFO-0.3500-0.9000 cache size    29095, 1541473 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size       36, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size      109, 1541473 req, miss ratio 0.1600, byte miss ratio 0.1600
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size      363, 1541473 req, miss ratio 0.1249, byte miss ratio 0.1249
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size     1091, 1541473 req, miss ratio 0.0932, byte miss ratio 0.0932
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size     3636, 1541473 req, miss ratio 0.0600, byte miss ratio 0.0600
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size     7273, 1541473 req, miss ratio 0.0433, byte miss ratio 0.0433
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size    14547, 1541473 req, miss ratio 0.0313, byte miss ratio 0.0313
cdn1_allcolo.ns2125 S3FIFO-0.0250-0.9000 cache size    29095, 1541473 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size       36, 1541473 req, miss ratio 0.2202, byte miss ratio 0.2202
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size      109, 1541473 req, miss ratio 0.1660, byte miss ratio 0.1660
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size      363, 1541473 req, miss ratio 0.1293, byte miss ratio 0.1293
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size     1091, 1541473 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size     3636, 1541473 req, miss ratio 0.0651, byte miss ratio 0.0651
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size     7273, 1541473 req, miss ratio 0.0464, byte miss ratio 0.0464
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size    14547, 1541473 req, miss ratio 0.0320, byte miss ratio 0.0320
cdn1_allcolo.ns2125 S3FIFO-0.4000-0.9000 cache size    29095, 1541473 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size       36, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size      109, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size      363, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size     1091, 1541473 req, miss ratio 0.0944, byte miss ratio 0.0944
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size     3636, 1541473 req, miss ratio 0.0603, byte miss ratio 0.0603
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size     7273, 1541473 req, miss ratio 0.0434, byte miss ratio 0.0434
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size    14547, 1541473 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns2125 S3FIFO-0.0010-0.9000 cache size    29095, 1541473 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size       36, 1541473 req, miss ratio 0.2125, byte miss ratio 0.2125
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size      109, 1541473 req, miss ratio 0.1620, byte miss ratio 0.1620
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size      363, 1541473 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size     1091, 1541473 req, miss ratio 0.0959, byte miss ratio 0.0959
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size     3636, 1541473 req, miss ratio 0.0628, byte miss ratio 0.0628
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size     7273, 1541473 req, miss ratio 0.0449, byte miss ratio 0.0449
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size    14547, 1541473 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns2125 S3FIFO-0.2500-0.9000 cache size    29095, 1541473 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size       36, 1541473 req, miss ratio 0.2509, byte miss ratio 0.2509
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size      109, 1541473 req, miss ratio 0.1836, byte miss ratio 0.1836
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size      363, 1541473 req, miss ratio 0.1397, byte miss ratio 0.1397
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size     1091, 1541473 req, miss ratio 0.1076, byte miss ratio 0.1076
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size     3636, 1541473 req, miss ratio 0.0717, byte miss ratio 0.0717
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size     7273, 1541473 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size    14547, 1541473 req, miss ratio 0.0348, byte miss ratio 0.0348
cdn1_allcolo.ns2125 S3FIFO-0.7500-0.9000 cache size    29095, 1541473 req, miss ratio 0.0249, byte miss ratio 0.0249
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size       36, 1541473 req, miss ratio 0.2295, byte miss ratio 0.2295
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size      109, 1541473 req, miss ratio 0.1708, byte miss ratio 0.1708
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size      363, 1541473 req, miss ratio 0.1323, byte miss ratio 0.1323
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size     1091, 1541473 req, miss ratio 0.1020, byte miss ratio 0.1020
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size     3636, 1541473 req, miss ratio 0.0671, byte miss ratio 0.0671
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size     7273, 1541473 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size    14547, 1541473 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_allcolo.ns2125 S3FIFO-0.5000-1.9000 cache size    29095, 1541473 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size       36, 1541473 req, miss ratio 0.2285, byte miss ratio 0.2285
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size      109, 1541473 req, miss ratio 0.1700, byte miss ratio 0.1700
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size      363, 1541473 req, miss ratio 0.1315, byte miss ratio 0.1315
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size     1091, 1541473 req, miss ratio 0.1010, byte miss ratio 0.1010
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size     3636, 1541473 req, miss ratio 0.0669, byte miss ratio 0.0669
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size     7273, 1541473 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size    14547, 1541473 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_allcolo.ns2125 S3FIFO-0.5000-0.9000 cache size    29095, 1541473 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size       36, 1541473 req, miss ratio 0.2178, byte miss ratio 0.2178
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size      109, 1541473 req, miss ratio 0.1653, byte miss ratio 0.1653
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size      363, 1541473 req, miss ratio 0.1289, byte miss ratio 0.1289
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size     1091, 1541473 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size     3636, 1541473 req, miss ratio 0.0648, byte miss ratio 0.0648
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size     7273, 1541473 req, miss ratio 0.0458, byte miss ratio 0.0458
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size    14547, 1541473 req, miss ratio 0.0317, byte miss ratio 0.0317
cdn1_allcolo.ns2125 S3FIFO-0.3500-1.9000 cache size    29095, 1541473 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size       36, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size      109, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size      363, 1541473 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size     1091, 1541473 req, miss ratio 0.0948, byte miss ratio 0.0948
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size     3636, 1541473 req, miss ratio 0.0610, byte miss ratio 0.0610
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size     7273, 1541473 req, miss ratio 0.0434, byte miss ratio 0.0434
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size    14547, 1541473 req, miss ratio 0.0314, byte miss ratio 0.0314
cdn1_allcolo.ns2125 S3FIFO-0.0010-1.9000 cache size    29095, 1541473 req, miss ratio 0.0245, byte miss ratio 0.0245
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size       36, 1541473 req, miss ratio 0.2138, byte miss ratio 0.2138
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size      109, 1541473 req, miss ratio 0.1631, byte miss ratio 0.1631
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size      363, 1541473 req, miss ratio 0.1272, byte miss ratio 0.1272
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size     1091, 1541473 req, miss ratio 0.0968, byte miss ratio 0.0968
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size     3636, 1541473 req, miss ratio 0.0635, byte miss ratio 0.0635
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size     7273, 1541473 req, miss ratio 0.0454, byte miss ratio 0.0454
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size    14547, 1541473 req, miss ratio 0.0315, byte miss ratio 0.0315
cdn1_allcolo.ns2125 S3FIFO-0.3000-0.9000 cache size    29095, 1541473 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size       36, 1541473 req, miss ratio 0.2535, byte miss ratio 0.2535
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size      109, 1541473 req, miss ratio 0.1880, byte miss ratio 0.1880
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size      363, 1541473 req, miss ratio 0.1419, byte miss ratio 0.1419
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size     1091, 1541473 req, miss ratio 0.1091, byte miss ratio 0.1091
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size     3636, 1541473 req, miss ratio 0.0726, byte miss ratio 0.0726
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size     7273, 1541473 req, miss ratio 0.0521, byte miss ratio 0.0521
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size    14547, 1541473 req, miss ratio 0.0354, byte miss ratio 0.0354
cdn1_allcolo.ns2125 S3FIFO-0.8000-0.9000 cache size    29095, 1541473 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size       36, 1541473 req, miss ratio 0.2307, byte miss ratio 0.2307
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size      109, 1541473 req, miss ratio 0.1720, byte miss ratio 0.1720
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size      363, 1541473 req, miss ratio 0.1328, byte miss ratio 0.1328
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size     1091, 1541473 req, miss ratio 0.1023, byte miss ratio 0.1023
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size     3636, 1541473 req, miss ratio 0.0677, byte miss ratio 0.0677
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size     7273, 1541473 req, miss ratio 0.0483, byte miss ratio 0.0483
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size    14547, 1541473 req, miss ratio 0.0329, byte miss ratio 0.0329
cdn1_allcolo.ns2125 S3FIFO-0.5500-0.9000 cache size    29095, 1541473 req, miss ratio 0.0246, byte miss ratio 0.0246
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size       36, 1541473 req, miss ratio 0.2540, byte miss ratio 0.2540
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size      109, 1541473 req, miss ratio 0.1886, byte miss ratio 0.1886
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size      363, 1541473 req, miss ratio 0.1425, byte miss ratio 0.1425
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size     1091, 1541473 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size     3636, 1541473 req, miss ratio 0.0723, byte miss ratio 0.0723
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size     7273, 1541473 req, miss ratio 0.0520, byte miss ratio 0.0520
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size    14547, 1541473 req, miss ratio 0.0354, byte miss ratio 0.0354
cdn1_allcolo.ns2125 S3FIFO-0.8000-1.9000 cache size    29095, 1541473 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size       36, 1541473 req, miss ratio 0.2458, byte miss ratio 0.2458
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size      109, 1541473 req, miss ratio 0.1804, byte miss ratio 0.1804
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size      363, 1541473 req, miss ratio 0.1377, byte miss ratio 0.1377
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size     1091, 1541473 req, miss ratio 0.1062, byte miss ratio 0.1062
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size     3636, 1541473 req, miss ratio 0.0706, byte miss ratio 0.0706
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size     7273, 1541473 req, miss ratio 0.0505, byte miss ratio 0.0505
cdn1_allcolo.ns2125 S3FIFO-0.7000-0.9000 cache size    14547, 1541473 req, miss ratio 0.0343, byte miss ratio 0.0343
