tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size      302, 2452353 req, miss ratio 0.4491, byte miss ratio 0.4491
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size      908, 2452353 req, miss ratio 0.4097, byte miss ratio 0.4097
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size     3029, 2452353 req, miss ratio 0.3838, byte miss ratio 0.3838
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size     9087, 2452353 req, miss ratio 0.3487, byte miss ratio 0.3487
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size    30292, 2452353 req, miss ratio 0.3033, byte miss ratio 0.3033
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size    60585, 2452353 req, miss ratio 0.2576, byte miss ratio 0.2576
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size   121171, 2452353 req, miss ratio 0.1551, byte miss ratio 0.1551
tencentBlock.ns18644 S3FIFO-0.2500-0.9000 cache size   242342, 2452353 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size      302, 2452353 req, miss ratio 0.4519, byte miss ratio 0.4519
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size      908, 2452353 req, miss ratio 0.4005, byte miss ratio 0.4005
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size     3029, 2452353 req, miss ratio 0.3827, byte miss ratio 0.3827
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size     9087, 2452353 req, miss ratio 0.3467, byte miss ratio 0.3467
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size    30292, 2452353 req, miss ratio 0.3061, byte miss ratio 0.3061
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size    60585, 2452353 req, miss ratio 0.2560, byte miss ratio 0.2560
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size   121171, 2452353 req, miss ratio 0.1562, byte miss ratio 0.1562
tencentBlock.ns18644 S3FIFO-0.2000-1.9000 cache size   242342, 2452353 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size      302, 2452353 req, miss ratio 0.4865, byte miss ratio 0.4865
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size      908, 2452353 req, miss ratio 0.4489, byte miss ratio 0.4489
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size     3029, 2452353 req, miss ratio 0.4160, byte miss ratio 0.4160
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size     9087, 2452353 req, miss ratio 0.3539, byte miss ratio 0.3539
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size    30292, 2452353 req, miss ratio 0.3047, byte miss ratio 0.3047
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size    60585, 2452353 req, miss ratio 0.2429, byte miss ratio 0.2429
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size   121171, 2452353 req, miss ratio 0.1533, byte miss ratio 0.1533
tencentBlock.ns18644 S3FIFO-0.0100-0.9000 cache size   242342, 2452353 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size      302, 2452353 req, miss ratio 0.4776, byte miss ratio 0.4776
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size      908, 2452353 req, miss ratio 0.4283, byte miss ratio 0.4283
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size     3029, 2452353 req, miss ratio 0.3838, byte miss ratio 0.3838
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size     9087, 2452353 req, miss ratio 0.3508, byte miss ratio 0.3508
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size    30292, 2452353 req, miss ratio 0.3031, byte miss ratio 0.3031
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size    60585, 2452353 req, miss ratio 0.2469, byte miss ratio 0.2469
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size   121171, 2452353 req, miss ratio 0.1497, byte miss ratio 0.1497
tencentBlock.ns18644 S3FIFO-0.0500-0.9000 cache size   242342, 2452353 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size      302, 2452353 req, miss ratio 0.4739, byte miss ratio 0.4739
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size      908, 2452353 req, miss ratio 0.4117, byte miss ratio 0.4117
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size     3029, 2452353 req, miss ratio 0.3831, byte miss ratio 0.3831
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size     9087, 2452353 req, miss ratio 0.3496, byte miss ratio 0.3496
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size    30292, 2452353 req, miss ratio 0.3046, byte miss ratio 0.3046
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size    60585, 2452353 req, miss ratio 0.2494, byte miss ratio 0.2494
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size   121171, 2452353 req, miss ratio 0.1527, byte miss ratio 0.1527
tencentBlock.ns18644 S3FIFO-0.1000-0.9000 cache size   242342, 2452353 req, miss ratio 0.1247, byte miss ratio 0.1247
tencentBlock.ns18644 S3FIFO-0.7500-1.9000 cache size      302, 2452353 req, miss ratio 0.5025, byte miss ratio 0.5025
tencentBlock.ns18644 S3FIFO-0.7500-1.9000 cache size      908, 2452353 req, miss ratio 0.4361, byte miss ratio 0.4361
tencentBlock.ns18644 S3FIFO-0.7500-1.9000 cache size     3029, 2452353 req, miss ratio 0.3912, byte miss ratio 0.3912
tencentBlock.ns18644 S3FIFO-0.7500-1.9000 cache size     9087, 2452353 req, miss ratio 0.3767, byte miss ratio 0.3767
