tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size     1670, 28730015 req, miss ratio 0.5610, byte miss ratio 0.5610
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size     5010, 28730015 req, miss ratio 0.4479, byte miss ratio 0.4479
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size    16700, 28730015 req, miss ratio 0.3901, byte miss ratio 0.3901
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size    50100, 28730015 req, miss ratio 0.3275, byte miss ratio 0.3275
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size   167002, 28730015 req, miss ratio 0.2123, byte miss ratio 0.2123
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size   334004, 28730015 req, miss ratio 0.1325, byte miss ratio 0.1325
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size   668008, 28730015 req, miss ratio 0.0811, byte miss ratio 0.0811
tencentBlock.ns3084 S3FIFO-0.2000-1.9000 cache size  1336017, 28730015 req, miss ratio 0.0591, byte miss ratio 0.0591
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size     1670, 28730015 req, miss ratio 0.5409, byte miss ratio 0.5409
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size     5010, 28730015 req, miss ratio 0.4477, byte miss ratio 0.4477
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size    16700, 28730015 req, miss ratio 0.3922, byte miss ratio 0.3922
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size    50100, 28730015 req, miss ratio 0.3321, byte miss ratio 0.3321
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size   167002, 28730015 req, miss ratio 0.2163, byte miss ratio 0.2163
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size   334004, 28730015 req, miss ratio 0.1407, byte miss ratio 0.1407
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size   668008, 28730015 req, miss ratio 0.0854, byte miss ratio 0.0854
tencentBlock.ns3084 S3FIFO-0.0250-1.9000 cache size  1336017, 28730015 req, miss ratio 0.0591, byte miss ratio 0.0591
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size     1670, 28730015 req, miss ratio 0.6318, byte miss ratio 0.6318
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size     5010, 28730015 req, miss ratio 0.5118, byte miss ratio 0.5118
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size    16700, 28730015 req, miss ratio 0.4193, byte miss ratio 0.4193
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size    50100, 28730015 req, miss ratio 0.3464, byte miss ratio 0.3464
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size   167002, 28730015 req, miss ratio 0.2311, byte miss ratio 0.2311
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size   334004, 28730015 req, miss ratio 0.1501, byte miss ratio 0.1501
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size   668008, 28730015 req, miss ratio 0.0926, byte miss ratio 0.0926
tencentBlock.ns3084 S3FIFO-0.9000-0.9000 cache size  1336017, 28730015 req, miss ratio 0.0621, byte miss ratio 0.0621
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size     1670, 28730015 req, miss ratio 0.5403, byte miss ratio 0.5403
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size     5010, 28730015 req, miss ratio 0.4503, byte miss ratio 0.4503
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size    16700, 28730015 req, miss ratio 0.3949, byte miss ratio 0.3949
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size    50100, 28730015 req, miss ratio 0.3356, byte miss ratio 0.3356
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size   167002, 28730015 req, miss ratio 0.2212, byte miss ratio 0.2212
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size   334004, 28730015 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size   668008, 28730015 req, miss ratio 0.0887, byte miss ratio 0.0887
tencentBlock.ns3084 S3FIFO-0.0050-1.9000 cache size  1336017, 28730015 req, miss ratio 0.0591, byte miss ratio 0.0591
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size     1670, 28730015 req, miss ratio 0.5337, byte miss ratio 0.5337
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size     5010, 28730015 req, miss ratio 0.4522, byte miss ratio 0.4522
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size    16700, 28730015 req, miss ratio 0.3948, byte miss ratio 0.3948
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size    50100, 28730015 req, miss ratio 0.3327, byte miss ratio 0.3327
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size   167002, 28730015 req, miss ratio 0.2222, byte miss ratio 0.2222
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size   334004, 28730015 req, miss ratio 0.1463, byte miss ratio 0.1463
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size   668008, 28730015 req, miss ratio 0.0887, byte miss ratio 0.0887
tencentBlock.ns3084 S3FIFO-0.0050-0.9000 cache size  1336017, 28730015 req, miss ratio 0.0591, byte miss ratio 0.0591
tencentBlock.ns3084 S3FIFO-0.8000-1.9000 cache size     1670, 28730015 req, miss ratio 0.6200, byte miss ratio 0.6200
