io_traces.ns641 S3FIFO-0.5500-1.9000 cache size      191, 2600000 req, miss ratio 0.7364, byte miss ratio 0.7364
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size      575, 2600000 req, miss ratio 0.7066, byte miss ratio 0.7066
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size     1917, 2600000 req, miss ratio 0.6661, byte miss ratio 0.6661
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size     5753, 2600000 req, miss ratio 0.6178, byte miss ratio 0.6178
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size    19179, 2600000 req, miss ratio 0.3885, byte miss ratio 0.3885
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size    38358, 2600000 req, miss ratio 0.2586, byte miss ratio 0.2586
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size    76717, 2600000 req, miss ratio 0.1161, byte miss ratio 0.1161
io_traces.ns641 S3FIFO-0.5500-1.9000 cache size   153435, 2600000 req, miss ratio 0.0746, byte miss ratio 0.0746
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size      191, 2600000 req, miss ratio 0.7866, byte miss ratio 0.7866
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size      575, 2600000 req, miss ratio 0.7188, byte miss ratio 0.7188
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size     1917, 2600000 req, miss ratio 0.6914, byte miss ratio 0.6914
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size     5753, 2600000 req, miss ratio 0.6602, byte miss ratio 0.6602
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size    19179, 2600000 req, miss ratio 0.3983, byte miss ratio 0.3983
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size    38358, 2600000 req, miss ratio 0.2705, byte miss ratio 0.2705
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size    76717, 2600000 req, miss ratio 0.1285, byte miss ratio 0.1285
io_traces.ns641 S3FIFO-0.8000-0.9000 cache size   153435, 2600000 req, miss ratio 0.0800, byte miss ratio 0.0800
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size      191, 2600000 req, miss ratio 0.7181, byte miss ratio 0.7181
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size      575, 2600000 req, miss ratio 0.6919, byte miss ratio 0.6919
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size     1917, 2600000 req, miss ratio 0.6133, byte miss ratio 0.6133
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size     5753, 2600000 req, miss ratio 0.5113, byte miss ratio 0.5113
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size    19179, 2600000 req, miss ratio 0.3839, byte miss ratio 0.3839
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size    38358, 2600000 req, miss ratio 0.2632, byte miss ratio 0.2632
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size    76717, 2600000 req, miss ratio 0.1003, byte miss ratio 0.1003
io_traces.ns641 S3FIFO-0.0500-1.9000 cache size   153435, 2600000 req, miss ratio 0.0748, byte miss ratio 0.0748
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size      191, 2600000 req, miss ratio 0.7292, byte miss ratio 0.7292
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size      575, 2600000 req, miss ratio 0.6953, byte miss ratio 0.6953
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size     1917, 2600000 req, miss ratio 0.6304, byte miss ratio 0.6304
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size     5753, 2600000 req, miss ratio 0.5216, byte miss ratio 0.5216
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size    19179, 2600000 req, miss ratio 0.3888, byte miss ratio 0.3888
io_traces.ns641 S3FIFO-0.1500-0.9000 cache size    38358, 2600000 req, miss ratio 0.2567, byte miss ratio 0.2567
