cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size        5, 1054186 req, miss ratio 0.5527, byte miss ratio 0.5527
cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size       16, 1054186 req, miss ratio 0.4185, byte miss ratio 0.4185
cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size       56, 1054186 req, miss ratio 0.2166, byte miss ratio 0.2166
cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size      112, 1054186 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size      224, 1054186 req, miss ratio 0.0498, byte miss ratio 0.0498
cdn1_allcolo.ns1640 S3FIFO-0.5000-0.9000 cache size      448, 1054186 req, miss ratio 0.0029, byte miss ratio 0.0029
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size        5, 1054186 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size       16, 1054186 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size       56, 1054186 req, miss ratio 0.1933, byte miss ratio 0.1933
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size      112, 1054186 req, miss ratio 0.1094, byte miss ratio 0.1094
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size      224, 1054186 req, miss ratio 0.0397, byte miss ratio 0.0397
cdn1_allcolo.ns1640 S3FIFO-0.0500-1.9000 cache size      448, 1054186 req, miss ratio 0.0013, byte miss ratio 0.0013
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size        5, 1054186 req, miss ratio 0.5527, byte miss ratio 0.5527
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size       16, 1054186 req, miss ratio 0.4185, byte miss ratio 0.4185
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size       56, 1054186 req, miss ratio 0.2189, byte miss ratio 0.2189
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size      112, 1054186 req, miss ratio 0.1282, byte miss ratio 0.1282
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size      224, 1054186 req, miss ratio 0.0512, byte miss ratio 0.0512
cdn1_allcolo.ns1640 S3FIFO-0.5500-0.9000 cache size      448, 1054186 req, miss ratio 0.0030, byte miss ratio 0.0030
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size        5, 1054186 req, miss ratio 0.6041, byte miss ratio 0.6041
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size       16, 1054186 req, miss ratio 0.4347, byte miss ratio 0.4347
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size       56, 1054186 req, miss ratio 0.2379, byte miss ratio 0.2379
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size      112, 1054186 req, miss ratio 0.1407, byte miss ratio 0.1407
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size      224, 1054186 req, miss ratio 0.0585, byte miss ratio 0.0585
cdn1_allcolo.ns1640 S3FIFO-0.8000-1.9000 cache size      448, 1054186 req, miss ratio 0.0040, byte miss ratio 0.0040
cdn1_allcolo.ns1640 S3FIFO-0.2000-0.9000 cache size        5, 1054186 req, miss ratio 0.5461, byte miss ratio 0.5461
cdn1_allcolo.ns1640 S3FIFO-0.2000-0.9000 cache size       16, 1054186 req, miss ratio 0.3869, byte miss ratio 0.3869
