io_traces.ns303 S3FIFO-0.2500-1.9000 cache size     9838, 16200000 req, miss ratio 0.8366, byte miss ratio 0.8366
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size    29514, 16200000 req, miss ratio 0.8273, byte miss ratio 0.8273
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size    98380, 16200000 req, miss ratio 0.7652, byte miss ratio 0.7652
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size   295141, 16200000 req, miss ratio 0.7509, byte miss ratio 0.7509
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size   983805, 16200000 req, miss ratio 0.7259, byte miss ratio 0.7259
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size  1967610, 16200000 req, miss ratio 0.7139, byte miss ratio 0.7139
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size  3935221, 16200000 req, miss ratio 0.6655, byte miss ratio 0.6655
io_traces.ns303 S3FIFO-0.2500-1.9000 cache size  7870442, 16200000 req, miss ratio 0.6151, byte miss ratio 0.6151
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size     9838, 16200000 req, miss ratio 0.8378, byte miss ratio 0.8378
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size    29514, 16200000 req, miss ratio 0.8333, byte miss ratio 0.8333
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size    98380, 16200000 req, miss ratio 0.7691, byte miss ratio 0.7691
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size   295141, 16200000 req, miss ratio 0.7511, byte miss ratio 0.7511
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size   983805, 16200000 req, miss ratio 0.7333, byte miss ratio 0.7333
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size  1967610, 16200000 req, miss ratio 0.7147, byte miss ratio 0.7147
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size  3935221, 16200000 req, miss ratio 0.6655, byte miss ratio 0.6655
io_traces.ns303 S3FIFO-0.2500-0.9000 cache size  7870442, 16200000 req, miss ratio 0.6151, byte miss ratio 0.6151
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size     9838, 16200000 req, miss ratio 0.8838, byte miss ratio 0.8838
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size    29514, 16200000 req, miss ratio 0.8264, byte miss ratio 0.8264
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size    98380, 16200000 req, miss ratio 0.7574, byte miss ratio 0.7574
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size   295141, 16200000 req, miss ratio 0.7498, byte miss ratio 0.7498
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size   983805, 16200000 req, miss ratio 0.7214, byte miss ratio 0.7214
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size  1967610, 16200000 req, miss ratio 0.7107, byte miss ratio 0.7107
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size  3935221, 16200000 req, miss ratio 0.6655, byte miss ratio 0.6655
io_traces.ns303 S3FIFO-0.0010-1.9000 cache size  7870442, 16200000 req, miss ratio 0.6151, byte miss ratio 0.6151
io_traces.ns303 S3FIFO-0.7000-0.9000 cache size     9838, 16200000 req, miss ratio 0.8385, byte miss ratio 0.8385
