cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size      110, 11324564 req, miss ratio 0.1687, byte miss ratio 0.1687
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size      331, 11324564 req, miss ratio 0.0768, byte miss ratio 0.0768
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size     1105, 11324564 req, miss ratio 0.0259, byte miss ratio 0.0259
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size     3316, 11324564 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size    11056, 11324564 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size    22112, 11324564 req, miss ratio 0.0122, byte miss ratio 0.0122
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size    44224, 11324564 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_colo28.ns520 S3FIFO-0.1000-0.9000 cache size    88449, 11324564 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size      110, 11324564 req, miss ratio 0.1932, byte miss ratio 0.1932
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size      331, 11324564 req, miss ratio 0.0938, byte miss ratio 0.0938
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size     1105, 11324564 req, miss ratio 0.0328, byte miss ratio 0.0328
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size     3316, 11324564 req, miss ratio 0.0180, byte miss ratio 0.0180
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size    11056, 11324564 req, miss ratio 0.0133, byte miss ratio 0.0133
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size    22112, 11324564 req, miss ratio 0.0123, byte miss ratio 0.0123
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size    44224, 11324564 req, miss ratio 0.0117, byte miss ratio 0.0117
cdn1_colo28.ns520 S3FIFO-0.4500-0.9000 cache size    88449, 11324564 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size      110, 11324564 req, miss ratio 0.2619, byte miss ratio 0.2619
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size      331, 11324564 req, miss ratio 0.1261, byte miss ratio 0.1261
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size     1105, 11324564 req, miss ratio 0.0489, byte miss ratio 0.0489
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size     3316, 11324564 req, miss ratio 0.0252, byte miss ratio 0.0252
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size    11056, 11324564 req, miss ratio 0.0164, byte miss ratio 0.0164
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size    22112, 11324564 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_colo28.ns520 S3FIFO-0.9500-0.9000 cache size    44224, 11324564 req, miss ratio 0.0124, byte miss ratio 0.0124
