cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size       17, 2225229 req, miss ratio 0.5189, byte miss ratio 0.5189
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size       51, 2225229 req, miss ratio 0.4202, byte miss ratio 0.4202
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size      170, 2225229 req, miss ratio 0.2894, byte miss ratio 0.2894
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size      511, 2225229 req, miss ratio 0.1593, byte miss ratio 0.1593
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size     1704, 2225229 req, miss ratio 0.0599, byte miss ratio 0.0599
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size     3409, 2225229 req, miss ratio 0.0346, byte miss ratio 0.0346
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size     6818, 2225229 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_allcolo.ns1890 S3FIFO-0.2500-0.9000 cache size    13636, 2225229 req, miss ratio 0.0081, byte miss ratio 0.0081
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size       17, 2225229 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size       51, 2225229 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size      170, 2225229 req, miss ratio 0.2773, byte miss ratio 0.2773
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size      511, 2225229 req, miss ratio 0.1471, byte miss ratio 0.1471
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size     1704, 2225229 req, miss ratio 0.0540, byte miss ratio 0.0540
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size     3409, 2225229 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size     6818, 2225229 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns1890 S3FIFO-0.0100-1.9000 cache size    13636, 2225229 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size       17, 2225229 req, miss ratio 0.5104, byte miss ratio 0.5104
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size       51, 2225229 req, miss ratio 0.4158, byte miss ratio 0.4158
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size      170, 2225229 req, miss ratio 0.2845, byte miss ratio 0.2845
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size      511, 2225229 req, miss ratio 0.1523, byte miss ratio 0.1523
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size     1704, 2225229 req, miss ratio 0.0563, byte miss ratio 0.0563
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size     3409, 2225229 req, miss ratio 0.0341, byte miss ratio 0.0341
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size     6818, 2225229 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_allcolo.ns1890 S3FIFO-0.1000-1.9000 cache size    13636, 2225229 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size       17, 2225229 req, miss ratio 0.6208, byte miss ratio 0.6208
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size       51, 2225229 req, miss ratio 0.5003, byte miss ratio 0.5003
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size      170, 2225229 req, miss ratio 0.3617, byte miss ratio 0.3617
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size      511, 2225229 req, miss ratio 0.2133, byte miss ratio 0.2133
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size     1704, 2225229 req, miss ratio 0.0873, byte miss ratio 0.0873
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size     3409, 2225229 req, miss ratio 0.0475, byte miss ratio 0.0475
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size     6818, 2225229 req, miss ratio 0.0278, byte miss ratio 0.0278
cdn1_allcolo.ns1890 S3FIFO-0.8500-1.9000 cache size    13636, 2225229 req, miss ratio 0.0109, byte miss ratio 0.0109
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size       17, 2225229 req, miss ratio 0.6556, byte miss ratio 0.6556
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size       51, 2225229 req, miss ratio 0.5333, byte miss ratio 0.5333
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size      170, 2225229 req, miss ratio 0.3828, byte miss ratio 0.3828
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size      511, 2225229 req, miss ratio 0.2294, byte miss ratio 0.2294
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size     1704, 2225229 req, miss ratio 0.0973, byte miss ratio 0.0973
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size     3409, 2225229 req, miss ratio 0.0559, byte miss ratio 0.0559
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size     6818, 2225229 req, miss ratio 0.0300, byte miss ratio 0.0300
cdn1_allcolo.ns1890 S3FIFO-0.9900-0.9000 cache size    13636, 2225229 req, miss ratio 0.0115, byte miss ratio 0.0115
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size       17, 2225229 req, miss ratio 0.5605, byte miss ratio 0.5605
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size       51, 2225229 req, miss ratio 0.4661, byte miss ratio 0.4661
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size      170, 2225229 req, miss ratio 0.3329, byte miss ratio 0.3329
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size      511, 2225229 req, miss ratio 0.1914, byte miss ratio 0.1914
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size     1704, 2225229 req, miss ratio 0.0750, byte miss ratio 0.0750
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size     3409, 2225229 req, miss ratio 0.0417, byte miss ratio 0.0417
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size     6818, 2225229 req, miss ratio 0.0250, byte miss ratio 0.0250
cdn1_allcolo.ns1890 S3FIFO-0.6000-1.9000 cache size    13636, 2225229 req, miss ratio 0.0097, byte miss ratio 0.0097
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size       17, 2225229 req, miss ratio 0.5406, byte miss ratio 0.5406
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size       51, 2225229 req, miss ratio 0.4478, byte miss ratio 0.4478
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size      170, 2225229 req, miss ratio 0.3163, byte miss ratio 0.3163
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size      511, 2225229 req, miss ratio 0.1791, byte miss ratio 0.1791
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size     1704, 2225229 req, miss ratio 0.0687, byte miss ratio 0.0687
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size     3409, 2225229 req, miss ratio 0.0390, byte miss ratio 0.0390
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size     6818, 2225229 req, miss ratio 0.0236, byte miss ratio 0.0236
cdn1_allcolo.ns1890 S3FIFO-0.4500-1.9000 cache size    13636, 2225229 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size       17, 2225229 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size       51, 2225229 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size      170, 2225229 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size      511, 2225229 req, miss ratio 0.1470, byte miss ratio 0.1470
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size     1704, 2225229 req, miss ratio 0.0540, byte miss ratio 0.0540
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size     3409, 2225229 req, miss ratio 0.0333, byte miss ratio 0.0333
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size     6818, 2225229 req, miss ratio 0.0195, byte miss ratio 0.0195
cdn1_allcolo.ns1890 S3FIFO-0.0050-1.9000 cache size    13636, 2225229 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns1890 S3FIFO-0.8000-1.9000 cache size       17, 2225229 req, miss ratio 0.5986, byte miss ratio 0.5986
cdn1_allcolo.ns1890 S3FIFO-0.8000-1.9000 cache size       51, 2225229 req, miss ratio 0.4919, byte miss ratio 0.4919
cdn1_allcolo.ns1890 S3FIFO-0.8000-1.9000 cache size      170, 2225229 req, miss ratio 0.3560, byte miss ratio 0.3560
cdn1_allcolo.ns1890 S3FIFO-0.8000-1.9000 cache size      511, 2225229 req, miss ratio 0.2086, byte miss ratio 0.2086
