cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size       27, 3857567 req, miss ratio 0.0696, byte miss ratio 0.0696
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size       83, 3857567 req, miss ratio 0.0322, byte miss ratio 0.0322
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size      277, 3857567 req, miss ratio 0.0193, byte miss ratio 0.0193
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size      833, 3857567 req, miss ratio 0.0135, byte miss ratio 0.0135
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size     2778, 3857567 req, miss ratio 0.0093, byte miss ratio 0.0093
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size     5557, 3857567 req, miss ratio 0.0080, byte miss ratio 0.0080
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.4000-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size       27, 3857567 req, miss ratio 0.0725, byte miss ratio 0.0725
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size       83, 3857567 req, miss ratio 0.0337, byte miss ratio 0.0337
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size      277, 3857567 req, miss ratio 0.0198, byte miss ratio 0.0198
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size      833, 3857567 req, miss ratio 0.0139, byte miss ratio 0.0139
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size     2778, 3857567 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size     5557, 3857567 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.5000-0.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size       27, 3857567 req, miss ratio 0.0767, byte miss ratio 0.0767
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size       83, 3857567 req, miss ratio 0.0359, byte miss ratio 0.0359
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size      277, 3857567 req, miss ratio 0.0207, byte miss ratio 0.0207
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size      833, 3857567 req, miss ratio 0.0144, byte miss ratio 0.0144
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size     2778, 3857567 req, miss ratio 0.0100, byte miss ratio 0.0100
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size     5557, 3857567 req, miss ratio 0.0084, byte miss ratio 0.0084
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.6000-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size       27, 3857567 req, miss ratio 0.0731, byte miss ratio 0.0731
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size       83, 3857567 req, miss ratio 0.0340, byte miss ratio 0.0340
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size      277, 3857567 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size      833, 3857567 req, miss ratio 0.0140, byte miss ratio 0.0140
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size     2778, 3857567 req, miss ratio 0.0096, byte miss ratio 0.0096
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size     5557, 3857567 req, miss ratio 0.0082, byte miss ratio 0.0082
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.5000-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size       27, 3857567 req, miss ratio 0.0626, byte miss ratio 0.0626
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size       83, 3857567 req, miss ratio 0.0286, byte miss ratio 0.0286
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size      277, 3857567 req, miss ratio 0.0181, byte miss ratio 0.0181
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size      833, 3857567 req, miss ratio 0.0127, byte miss ratio 0.0127
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size     2778, 3857567 req, miss ratio 0.0089, byte miss ratio 0.0089
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size     5557, 3857567 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.1500-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size       27, 3857567 req, miss ratio 0.0743, byte miss ratio 0.0743
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size       83, 3857567 req, miss ratio 0.0349, byte miss ratio 0.0349
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size      277, 3857567 req, miss ratio 0.0203, byte miss ratio 0.0203
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size      833, 3857567 req, miss ratio 0.0142, byte miss ratio 0.0142
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size     2778, 3857567 req, miss ratio 0.0098, byte miss ratio 0.0098
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size     5557, 3857567 req, miss ratio 0.0083, byte miss ratio 0.0083
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.5500-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size       27, 3857567 req, miss ratio 0.0649, byte miss ratio 0.0649
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size       83, 3857567 req, miss ratio 0.0298, byte miss ratio 0.0298
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size      277, 3857567 req, miss ratio 0.0185, byte miss ratio 0.0185
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size      833, 3857567 req, miss ratio 0.0130, byte miss ratio 0.0130
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size     2778, 3857567 req, miss ratio 0.0090, byte miss ratio 0.0090
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size     5557, 3857567 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
cdn1_allcolo.ns922 S3FIFO-0.2500-1.9000 cache size    22230, 3857567 req, miss ratio 0.0072, byte miss ratio 0.0072
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size       27, 3857567 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size       83, 3857567 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size      277, 3857567 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size      833, 3857567 req, miss ratio 0.0125, byte miss ratio 0.0125
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size     2778, 3857567 req, miss ratio 0.0088, byte miss ratio 0.0088
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size     5557, 3857567 req, miss ratio 0.0079, byte miss ratio 0.0079
cdn1_allcolo.ns922 S3FIFO-0.0050-1.9000 cache size    11115, 3857567 req, miss ratio 0.0075, byte miss ratio 0.0075
