cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size       95, 1991545 req, miss ratio 0.5697, byte miss ratio 0.5697
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size      286, 1991545 req, miss ratio 0.4400, byte miss ratio 0.4400
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size      955, 1991545 req, miss ratio 0.3497, byte miss ratio 0.3497
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size     2865, 1991545 req, miss ratio 0.2490, byte miss ratio 0.2490
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size     9551, 1991545 req, miss ratio 0.1263, byte miss ratio 0.1263
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size    19102, 1991545 req, miss ratio 0.0783, byte miss ratio 0.0783
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size    38205, 1991545 req, miss ratio 0.0572, byte miss ratio 0.0572
cdn1_colo28.ns2756 S3FIFO-0.3500-1.9000 cache size    76411, 1991545 req, miss ratio 0.0483, byte miss ratio 0.0483
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size       95, 1991545 req, miss ratio 0.6999, byte miss ratio 0.6999
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size      286, 1991545 req, miss ratio 0.5334, byte miss ratio 0.5334
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size      955, 1991545 req, miss ratio 0.4057, byte miss ratio 0.4057
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size     2865, 1991545 req, miss ratio 0.2890, byte miss ratio 0.2890
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size     9551, 1991545 req, miss ratio 0.1594, byte miss ratio 0.1594
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size    19102, 1991545 req, miss ratio 0.1024, byte miss ratio 0.1024
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size    38205, 1991545 req, miss ratio 0.0679, byte miss ratio 0.0679
cdn1_colo28.ns2756 S3FIFO-0.9500-1.9000 cache size    76411, 1991545 req, miss ratio 0.0499, byte miss ratio 0.0499
cdn1_colo28.ns2756 S3FIFO-0.7500-0.9000 cache size       95, 1991545 req, miss ratio 0.6635, byte miss ratio 0.6635
cdn1_colo28.ns2756 S3FIFO-0.7500-0.9000 cache size      286, 1991545 req, miss ratio 0.4809, byte miss ratio 0.4809
cdn1_colo28.ns2756 S3FIFO-0.7500-0.9000 cache size      955, 1991545 req, miss ratio 0.3769, byte miss ratio 0.3769
