cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size       85, 5112546 req, miss ratio 0.2980, byte miss ratio 0.2980
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size      257, 5112546 req, miss ratio 0.2535, byte miss ratio 0.2535
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size      856, 5112546 req, miss ratio 0.2096, byte miss ratio 0.2096
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size     2570, 5112546 req, miss ratio 0.1590, byte miss ratio 0.1590
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size     8567, 5112546 req, miss ratio 0.1051, byte miss ratio 0.1051
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size    17134, 5112546 req, miss ratio 0.0754, byte miss ratio 0.0754
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size    34268, 5112546 req, miss ratio 0.0363, byte miss ratio 0.0363
cdn1_colo28.ns558 S3FIFO-0.0500-1.9000 cache size    68536, 5112546 req, miss ratio 0.0175, byte miss ratio 0.0175
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size       85, 5112546 req, miss ratio 0.3335, byte miss ratio 0.3335
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size      257, 5112546 req, miss ratio 0.2684, byte miss ratio 0.2684
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size      856, 5112546 req, miss ratio 0.2242, byte miss ratio 0.2242
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size     2570, 5112546 req, miss ratio 0.1767, byte miss ratio 0.1767
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size     8567, 5112546 req, miss ratio 0.1178, byte miss ratio 0.1178
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size    17134, 5112546 req, miss ratio 0.0842, byte miss ratio 0.0842
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size    34268, 5112546 req, miss ratio 0.0494, byte miss ratio 0.0494
cdn1_colo28.ns558 S3FIFO-0.6500-0.9000 cache size    68536, 5112546 req, miss ratio 0.0192, byte miss ratio 0.0192
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size       85, 5112546 req, miss ratio 0.3235, byte miss ratio 0.3235
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size      257, 5112546 req, miss ratio 0.2647, byte miss ratio 0.2647
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size      856, 5112546 req, miss ratio 0.2213, byte miss ratio 0.2213
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size     2570, 5112546 req, miss ratio 0.1733, byte miss ratio 0.1733
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size     8567, 5112546 req, miss ratio 0.1147, byte miss ratio 0.1147
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size    17134, 5112546 req, miss ratio 0.0825, byte miss ratio 0.0825
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size    34268, 5112546 req, miss ratio 0.0480, byte miss ratio 0.0480
cdn1_colo28.ns558 S3FIFO-0.5500-1.9000 cache size    68536, 5112546 req, miss ratio 0.0187, byte miss ratio 0.0187
cdn1_colo28.ns558 S3FIFO-0.6000-0.9000 cache size       85, 5112546 req, miss ratio 0.3290, byte miss ratio 0.3290
cdn1_colo28.ns558 S3FIFO-0.6000-0.9000 cache size      257, 5112546 req, miss ratio 0.2664, byte miss ratio 0.2664
cdn1_colo28.ns558 S3FIFO-0.6000-0.9000 cache size      856, 5112546 req, miss ratio 0.2227, byte miss ratio 0.2227
cdn1_colo28.ns558 S3FIFO-0.6000-0.9000 cache size     2570, 5112546 req, miss ratio 0.1750, byte miss ratio 0.1750
