io_traces.ns59 S3FIFO-0.9900-0.9000 cache size     8516, 14200000 req, miss ratio 0.8290, byte miss ratio 0.8290
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size    25549, 14200000 req, miss ratio 0.8258, byte miss ratio 0.8258
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size    85165, 14200000 req, miss ratio 0.8107, byte miss ratio 0.8107
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size   255495, 14200000 req, miss ratio 0.7844, byte miss ratio 0.7844
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size   851652, 14200000 req, miss ratio 0.7498, byte miss ratio 0.7498
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size  1703305, 14200000 req, miss ratio 0.7101, byte miss ratio 0.7101
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size  3406610, 14200000 req, miss ratio 0.6595, byte miss ratio 0.6595
io_traces.ns59 S3FIFO-0.9900-0.9000 cache size  6813220, 14200000 req, miss ratio 0.6105, byte miss ratio 0.6105
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size     8516, 14200000 req, miss ratio 0.8287, byte miss ratio 0.8287
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size    25549, 14200000 req, miss ratio 0.8258, byte miss ratio 0.8258
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size    85165, 14200000 req, miss ratio 0.8102, byte miss ratio 0.8102
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size   255495, 14200000 req, miss ratio 0.7797, byte miss ratio 0.7797
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size   851652, 14200000 req, miss ratio 0.7426, byte miss ratio 0.7426
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size  1703305, 14200000 req, miss ratio 0.7099, byte miss ratio 0.7099
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size  3406610, 14200000 req, miss ratio 0.6571, byte miss ratio 0.6571
io_traces.ns59 S3FIFO-0.9500-0.9000 cache size  6813220, 14200000 req, miss ratio 0.6088, byte miss ratio 0.6088
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size     8516, 14200000 req, miss ratio 0.8778, byte miss ratio 0.8778
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size    25549, 14200000 req, miss ratio 0.8196, byte miss ratio 0.8196
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size    85165, 14200000 req, miss ratio 0.7411, byte miss ratio 0.7411
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size   255495, 14200000 req, miss ratio 0.7306, byte miss ratio 0.7306
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size   851652, 14200000 req, miss ratio 0.7024, byte miss ratio 0.7024
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size  1703305, 14200000 req, miss ratio 0.6917, byte miss ratio 0.6917
io_traces.ns59 S3FIFO-0.0010-1.9000 cache size  3406610, 14200000 req, miss ratio 0.6510, byte miss ratio 0.6510
