io_traces.ns11 S3FIFO-0.9000-0.9000 cache size     4358, 10200000 req, miss ratio 0.7116, byte miss ratio 0.7116
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size    13075, 10200000 req, miss ratio 0.7110, byte miss ratio 0.7110
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size    43586, 10200000 req, miss ratio 0.6944, byte miss ratio 0.6944
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size   130759, 10200000 req, miss ratio 0.6642, byte miss ratio 0.6642
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size   435864, 10200000 req, miss ratio 0.6148, byte miss ratio 0.6148
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size   871728, 10200000 req, miss ratio 0.5911, byte miss ratio 0.5911
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size  1743456, 10200000 req, miss ratio 0.5132, byte miss ratio 0.5132
io_traces.ns11 S3FIFO-0.9000-0.9000 cache size  3486912, 10200000 req, miss ratio 0.4397, byte miss ratio 0.4397
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size     4358, 10200000 req, miss ratio 0.7114, byte miss ratio 0.7114
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size    13075, 10200000 req, miss ratio 0.7073, byte miss ratio 0.7073
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size    43586, 10200000 req, miss ratio 0.6778, byte miss ratio 0.6778
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size   130759, 10200000 req, miss ratio 0.5996, byte miss ratio 0.5996
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size   435864, 10200000 req, miss ratio 0.5785, byte miss ratio 0.5785
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size   871728, 10200000 req, miss ratio 0.5596, byte miss ratio 0.5596
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size  1743456, 10200000 req, miss ratio 0.5102, byte miss ratio 0.5102
io_traces.ns11 S3FIFO-0.1500-0.9000 cache size  3486912, 10200000 req, miss ratio 0.4364, byte miss ratio 0.4364
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size     4358, 10200000 req, miss ratio 0.7112, byte miss ratio 0.7112
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size    13075, 10200000 req, miss ratio 0.7055, byte miss ratio 0.7055
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size    43586, 10200000 req, miss ratio 0.6771, byte miss ratio 0.6771
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size   130759, 10200000 req, miss ratio 0.5999, byte miss ratio 0.5999
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size   435864, 10200000 req, miss ratio 0.5880, byte miss ratio 0.5880
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size   871728, 10200000 req, miss ratio 0.5611, byte miss ratio 0.5611
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size  1743456, 10200000 req, miss ratio 0.5129, byte miss ratio 0.5129
io_traces.ns11 S3FIFO-0.2500-1.9000 cache size  3486912, 10200000 req, miss ratio 0.4364, byte miss ratio 0.4364
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size     4358, 10200000 req, miss ratio 0.7114, byte miss ratio 0.7114
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size    13075, 10200000 req, miss ratio 0.7106, byte miss ratio 0.7106
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size    43586, 10200000 req, miss ratio 0.6894, byte miss ratio 0.6894
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size   130759, 10200000 req, miss ratio 0.6456, byte miss ratio 0.6456
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size   435864, 10200000 req, miss ratio 0.5953, byte miss ratio 0.5953
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size   871728, 10200000 req, miss ratio 0.5828, byte miss ratio 0.5828
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size  1743456, 10200000 req, miss ratio 0.5154, byte miss ratio 0.5154
io_traces.ns11 S3FIFO-0.7000-1.9000 cache size  3486912, 10200000 req, miss ratio 0.4366, byte miss ratio 0.4366
io_traces.ns11 S3FIFO-0.0100-0.9000 cache size     4358, 10200000 req, miss ratio 0.7149, byte miss ratio 0.7149
io_traces.ns11 S3FIFO-0.0100-0.9000 cache size    13075, 10200000 req, miss ratio 0.7080, byte miss ratio 0.7080
io_traces.ns11 S3FIFO-0.0100-0.9000 cache size    43586, 10200000 req, miss ratio 0.6731, byte miss ratio 0.6731
