cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size       19, 1209986 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size       59, 1209986 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size      199, 1209986 req, miss ratio 0.0988, byte miss ratio 0.0988
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size      598, 1209986 req, miss ratio 0.0614, byte miss ratio 0.0614
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size     1995, 1209986 req, miss ratio 0.0289, byte miss ratio 0.0289
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size     3990, 1209986 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size     7981, 1209986 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns56 S3FIFO-0.0100-0.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size       19, 1209986 req, miss ratio 0.3237, byte miss ratio 0.3237
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size       59, 1209986 req, miss ratio 0.1913, byte miss ratio 0.1913
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size      199, 1209986 req, miss ratio 0.1302, byte miss ratio 0.1302
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size      598, 1209986 req, miss ratio 0.0880, byte miss ratio 0.0880
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size     1995, 1209986 req, miss ratio 0.0476, byte miss ratio 0.0476
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size     3990, 1209986 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size     7981, 1209986 req, miss ratio 0.0235, byte miss ratio 0.0235
cdn1_colo28.ns56 S3FIFO-0.9500-0.9000 cache size    15962, 1209986 req, miss ratio 0.0183, byte miss ratio 0.0183
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size       19, 1209986 req, miss ratio 0.2913, byte miss ratio 0.2913
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size       59, 1209986 req, miss ratio 0.1680, byte miss ratio 0.1680
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size      199, 1209986 req, miss ratio 0.1221, byte miss ratio 0.1221
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size      598, 1209986 req, miss ratio 0.0825, byte miss ratio 0.0825
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size     1995, 1209986 req, miss ratio 0.0437, byte miss ratio 0.0437
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size     3990, 1209986 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size     7981, 1209986 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_colo28.ns56 S3FIFO-0.8000-1.9000 cache size    15962, 1209986 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size       19, 1209986 req, miss ratio 0.2916, byte miss ratio 0.2916
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size       59, 1209986 req, miss ratio 0.1673, byte miss ratio 0.1673
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size      199, 1209986 req, miss ratio 0.1214, byte miss ratio 0.1214
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size      598, 1209986 req, miss ratio 0.0824, byte miss ratio 0.0824
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size     1995, 1209986 req, miss ratio 0.0436, byte miss ratio 0.0436
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size     3990, 1209986 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size     7981, 1209986 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_colo28.ns56 S3FIFO-0.8000-0.9000 cache size    15962, 1209986 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size       19, 1209986 req, miss ratio 0.2115, byte miss ratio 0.2115
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size       59, 1209986 req, miss ratio 0.1488, byte miss ratio 0.1488
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size      199, 1209986 req, miss ratio 0.1097, byte miss ratio 0.1097
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size      598, 1209986 req, miss ratio 0.0728, byte miss ratio 0.0728
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size     1995, 1209986 req, miss ratio 0.0367, byte miss ratio 0.0367
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size     3990, 1209986 req, miss ratio 0.0244, byte miss ratio 0.0244
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size     7981, 1209986 req, miss ratio 0.0200, byte miss ratio 0.0200
cdn1_colo28.ns56 S3FIFO-0.5000-0.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size       19, 1209986 req, miss ratio 0.3021, byte miss ratio 0.3021
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size       59, 1209986 req, miss ratio 0.1758, byte miss ratio 0.1758
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size      199, 1209986 req, miss ratio 0.1243, byte miss ratio 0.1243
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size      598, 1209986 req, miss ratio 0.0840, byte miss ratio 0.0840
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size     1995, 1209986 req, miss ratio 0.0450, byte miss ratio 0.0450
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size     3990, 1209986 req, miss ratio 0.0304, byte miss ratio 0.0304
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size     7981, 1209986 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns56 S3FIFO-0.8500-1.9000 cache size    15962, 1209986 req, miss ratio 0.0171, byte miss ratio 0.0171
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size       19, 1209986 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size       59, 1209986 req, miss ratio 0.1348, byte miss ratio 0.1348
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size      199, 1209986 req, miss ratio 0.0989, byte miss ratio 0.0989
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size      598, 1209986 req, miss ratio 0.0618, byte miss ratio 0.0618
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size     1995, 1209986 req, miss ratio 0.0294, byte miss ratio 0.0294
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size     3990, 1209986 req, miss ratio 0.0217, byte miss ratio 0.0217
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size     7981, 1209986 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns56 S3FIFO-0.0500-0.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size       19, 1209986 req, miss ratio 0.1853, byte miss ratio 0.1853
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size       59, 1209986 req, miss ratio 0.1409, byte miss ratio 0.1409
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size      199, 1209986 req, miss ratio 0.1047, byte miss ratio 0.1047
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size      598, 1209986 req, miss ratio 0.0672, byte miss ratio 0.0672
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size     1995, 1209986 req, miss ratio 0.0325, byte miss ratio 0.0325
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size     3990, 1209986 req, miss ratio 0.0223, byte miss ratio 0.0223
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size     7981, 1209986 req, miss ratio 0.0197, byte miss ratio 0.0197
cdn1_colo28.ns56 S3FIFO-0.2500-1.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size       19, 1209986 req, miss ratio 0.1794, byte miss ratio 0.1794
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size       59, 1209986 req, miss ratio 0.1365, byte miss ratio 0.1365
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size      199, 1209986 req, miss ratio 0.1008, byte miss ratio 0.1008
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size      598, 1209986 req, miss ratio 0.0639, byte miss ratio 0.0639
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size     1995, 1209986 req, miss ratio 0.0307, byte miss ratio 0.0307
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size     3990, 1209986 req, miss ratio 0.0219, byte miss ratio 0.0219
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size     7981, 1209986 req, miss ratio 0.0196, byte miss ratio 0.0196
cdn1_colo28.ns56 S3FIFO-0.1500-0.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size       19, 1209986 req, miss ratio 0.2399, byte miss ratio 0.2399
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size       59, 1209986 req, miss ratio 0.1541, byte miss ratio 0.1541
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size      199, 1209986 req, miss ratio 0.1130, byte miss ratio 0.1130
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size      598, 1209986 req, miss ratio 0.0759, byte miss ratio 0.0759
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size     1995, 1209986 req, miss ratio 0.0389, byte miss ratio 0.0389
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size     3990, 1209986 req, miss ratio 0.0258, byte miss ratio 0.0258
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size     7981, 1209986 req, miss ratio 0.0204, byte miss ratio 0.0204
cdn1_colo28.ns56 S3FIFO-0.6000-0.9000 cache size    15962, 1209986 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size       19, 1209986 req, miss ratio 0.2796, byte miss ratio 0.2796
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size       59, 1209986 req, miss ratio 0.1644, byte miss ratio 0.1644
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size      199, 1209986 req, miss ratio 0.1200, byte miss ratio 0.1200
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size      598, 1209986 req, miss ratio 0.0810, byte miss ratio 0.0810
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size     1995, 1209986 req, miss ratio 0.0425, byte miss ratio 0.0425
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size     3990, 1209986 req, miss ratio 0.0285, byte miss ratio 0.0285
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size     7981, 1209986 req, miss ratio 0.0212, byte miss ratio 0.0212
cdn1_colo28.ns56 S3FIFO-0.7500-1.9000 cache size    15962, 1209986 req, miss ratio 0.0169, byte miss ratio 0.0169
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size       19, 1209986 req, miss ratio 0.3213, byte miss ratio 0.3213
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size       59, 1209986 req, miss ratio 0.1948, byte miss ratio 0.1948
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size      199, 1209986 req, miss ratio 0.1336, byte miss ratio 0.1336
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size      598, 1209986 req, miss ratio 0.0892, byte miss ratio 0.0892
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size     1995, 1209986 req, miss ratio 0.0484, byte miss ratio 0.0484
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size     3990, 1209986 req, miss ratio 0.0331, byte miss ratio 0.0331
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size     7981, 1209986 req, miss ratio 0.0241, byte miss ratio 0.0241
cdn1_colo28.ns56 S3FIFO-0.9900-1.9000 cache size    15962, 1209986 req, miss ratio 0.0188, byte miss ratio 0.0188
cdn1_colo28.ns56 S3FIFO-0.0100-1.9000 cache size       19, 1209986 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns56 S3FIFO-0.0100-1.9000 cache size       59, 1209986 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns56 S3FIFO-0.0100-1.9000 cache size      199, 1209986 req, miss ratio 0.1003, byte miss ratio 0.1003
