tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size      216, 1375224 req, miss ratio 0.5294, byte miss ratio 0.5294
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size      650, 1375224 req, miss ratio 0.5150, byte miss ratio 0.5150
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size     2167, 1375224 req, miss ratio 0.4967, byte miss ratio 0.4967
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size     6503, 1375224 req, miss ratio 0.4453, byte miss ratio 0.4453
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size    21678, 1375224 req, miss ratio 0.3304, byte miss ratio 0.3304
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size    43356, 1375224 req, miss ratio 0.2567, byte miss ratio 0.2567
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size    86712, 1375224 req, miss ratio 0.1878, byte miss ratio 0.1878
tencentBlock.ns15298 S3FIFO-0.7000-0.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size      216, 1375224 req, miss ratio 0.5388, byte miss ratio 0.5388
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size      650, 1375224 req, miss ratio 0.5163, byte miss ratio 0.5163
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size     2167, 1375224 req, miss ratio 0.5013, byte miss ratio 0.5013
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size     6503, 1375224 req, miss ratio 0.3866, byte miss ratio 0.3866
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size    21678, 1375224 req, miss ratio 0.2915, byte miss ratio 0.2915
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size    43356, 1375224 req, miss ratio 0.2126, byte miss ratio 0.2126
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size    86712, 1375224 req, miss ratio 0.1619, byte miss ratio 0.1619
tencentBlock.ns15298 S3FIFO-0.1000-0.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size      216, 1375224 req, miss ratio 0.5435, byte miss ratio 0.5435
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size      650, 1375224 req, miss ratio 0.5383, byte miss ratio 0.5383
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size     2167, 1375224 req, miss ratio 0.5243, byte miss ratio 0.5243
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size     6503, 1375224 req, miss ratio 0.3916, byte miss ratio 0.3916
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size    21678, 1375224 req, miss ratio 0.2919, byte miss ratio 0.2919
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size    43356, 1375224 req, miss ratio 0.2010, byte miss ratio 0.2010
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size    86712, 1375224 req, miss ratio 0.1619, byte miss ratio 0.1619
tencentBlock.ns15298 S3FIFO-0.0050-0.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size      216, 1375224 req, miss ratio 0.5408, byte miss ratio 0.5408
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size      650, 1375224 req, miss ratio 0.5250, byte miss ratio 0.5250
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size     2167, 1375224 req, miss ratio 0.4752, byte miss ratio 0.4752
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size     6503, 1375224 req, miss ratio 0.3790, byte miss ratio 0.3790
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size    21678, 1375224 req, miss ratio 0.2898, byte miss ratio 0.2898
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size    43356, 1375224 req, miss ratio 0.2078, byte miss ratio 0.2078
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size    86712, 1375224 req, miss ratio 0.1619, byte miss ratio 0.1619
tencentBlock.ns15298 S3FIFO-0.0500-1.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size      216, 1375224 req, miss ratio 0.5602, byte miss ratio 0.5602
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size      650, 1375224 req, miss ratio 0.5160, byte miss ratio 0.5160
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size     2167, 1375224 req, miss ratio 0.5127, byte miss ratio 0.5127
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size     6503, 1375224 req, miss ratio 0.4556, byte miss ratio 0.4556
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size    21678, 1375224 req, miss ratio 0.3502, byte miss ratio 0.3502
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size    43356, 1375224 req, miss ratio 0.2634, byte miss ratio 0.2634
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size    86712, 1375224 req, miss ratio 0.1974, byte miss ratio 0.1974
tencentBlock.ns15298 S3FIFO-0.8000-0.9000 cache size   173424, 1375224 req, miss ratio 0.1613, byte miss ratio 0.1613
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size      216, 1375224 req, miss ratio 0.5222, byte miss ratio 0.5222
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size      650, 1375224 req, miss ratio 0.5124, byte miss ratio 0.5124
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size     2167, 1375224 req, miss ratio 0.4795, byte miss ratio 0.4795
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size     6503, 1375224 req, miss ratio 0.4058, byte miss ratio 0.4058
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size    21678, 1375224 req, miss ratio 0.2941, byte miss ratio 0.2941
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size    43356, 1375224 req, miss ratio 0.2283, byte miss ratio 0.2283
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size    86712, 1375224 req, miss ratio 0.1620, byte miss ratio 0.1620
tencentBlock.ns15298 S3FIFO-0.2500-1.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size      216, 1375224 req, miss ratio 0.5217, byte miss ratio 0.5217
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size      650, 1375224 req, miss ratio 0.5152, byte miss ratio 0.5152
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size     2167, 1375224 req, miss ratio 0.5032, byte miss ratio 0.5032
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size     6503, 1375224 req, miss ratio 0.4277, byte miss ratio 0.4277
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size    21678, 1375224 req, miss ratio 0.2967, byte miss ratio 0.2967
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size    43356, 1375224 req, miss ratio 0.2903, byte miss ratio 0.2903
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size    86712, 1375224 req, miss ratio 0.1723, byte miss ratio 0.1723
tencentBlock.ns15298 S3FIFO-0.5500-0.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size      216, 1375224 req, miss ratio 0.5208, byte miss ratio 0.5208
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size      650, 1375224 req, miss ratio 0.5135, byte miss ratio 0.5135
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size     2167, 1375224 req, miss ratio 0.5030, byte miss ratio 0.5030
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size     6503, 1375224 req, miss ratio 0.4195, byte miss ratio 0.4195
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size    21678, 1375224 req, miss ratio 0.2921, byte miss ratio 0.2921
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size    43356, 1375224 req, miss ratio 0.2711, byte miss ratio 0.2711
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size    86712, 1375224 req, miss ratio 0.1655, byte miss ratio 0.1655
tencentBlock.ns15298 S3FIFO-0.4500-0.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size      216, 1375224 req, miss ratio 0.5199, byte miss ratio 0.5199
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size      650, 1375224 req, miss ratio 0.5130, byte miss ratio 0.5130
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size     2167, 1375224 req, miss ratio 0.4905, byte miss ratio 0.4905
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size     6503, 1375224 req, miss ratio 0.4257, byte miss ratio 0.4257
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size    21678, 1375224 req, miss ratio 0.3131, byte miss ratio 0.3131
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size    43356, 1375224 req, miss ratio 0.2895, byte miss ratio 0.2895
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size    86712, 1375224 req, miss ratio 0.1681, byte miss ratio 0.1681
tencentBlock.ns15298 S3FIFO-0.5000-1.9000 cache size   173424, 1375224 req, miss ratio 0.1577, byte miss ratio 0.1577
tencentBlock.ns15298 S3FIFO-0.0010-0.9000 cache size      216, 1375224 req, miss ratio 1.0000, byte miss ratio 1.0000
