tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size       86, 3397031 req, miss ratio 0.2323, byte miss ratio 0.2323
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size      260, 3397031 req, miss ratio 0.1891, byte miss ratio 0.1891
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size      867, 3397031 req, miss ratio 0.1564, byte miss ratio 0.1564
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size     2601, 3397031 req, miss ratio 0.1405, byte miss ratio 0.1405
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size     8671, 3397031 req, miss ratio 0.1225, byte miss ratio 0.1225
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size    17342, 3397031 req, miss ratio 0.1211, byte miss ratio 0.1211
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size    34685, 3397031 req, miss ratio 0.0920, byte miss ratio 0.0920
tencentBlock.ns7214 S3FIFO-0.0500-1.9000 cache size    69370, 3397031 req, miss ratio 0.0301, byte miss ratio 0.0301
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size       86, 3397031 req, miss ratio 0.3135, byte miss ratio 0.3135
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size      260, 3397031 req, miss ratio 0.2138, byte miss ratio 0.2138
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size      867, 3397031 req, miss ratio 0.1739, byte miss ratio 0.1739
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size     2601, 3397031 req, miss ratio 0.1561, byte miss ratio 0.1561
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size     8671, 3397031 req, miss ratio 0.1403, byte miss ratio 0.1403
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size    17342, 3397031 req, miss ratio 0.1269, byte miss ratio 0.1269
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size    34685, 3397031 req, miss ratio 0.0947, byte miss ratio 0.0947
tencentBlock.ns7214 S3FIFO-0.8500-0.9000 cache size    69370, 3397031 req, miss ratio 0.0380, byte miss ratio 0.0380
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size       86, 3397031 req, miss ratio 0.2337, byte miss ratio 0.2337
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size      260, 3397031 req, miss ratio 0.1821, byte miss ratio 0.1821
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size      867, 3397031 req, miss ratio 0.1562, byte miss ratio 0.1562
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size     2601, 3397031 req, miss ratio 0.1409, byte miss ratio 0.1409
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size     8671, 3397031 req, miss ratio 0.1236, byte miss ratio 0.1236
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size    17342, 3397031 req, miss ratio 0.1131, byte miss ratio 0.1131
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size    34685, 3397031 req, miss ratio 0.0939, byte miss ratio 0.0939
tencentBlock.ns7214 S3FIFO-0.1500-0.9000 cache size    69370, 3397031 req, miss ratio 0.0299, byte miss ratio 0.0299
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size       86, 3397031 req, miss ratio 0.3382, byte miss ratio 0.3382
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size      260, 3397031 req, miss ratio 0.2364, byte miss ratio 0.2364
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size      867, 3397031 req, miss ratio 0.1886, byte miss ratio 0.1886
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size     2601, 3397031 req, miss ratio 0.1630, byte miss ratio 0.1630
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size     8671, 3397031 req, miss ratio 0.1449, byte miss ratio 0.1449
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size    17342, 3397031 req, miss ratio 0.1284, byte miss ratio 0.1284
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size    34685, 3397031 req, miss ratio 0.0949, byte miss ratio 0.0949
tencentBlock.ns7214 S3FIFO-0.9900-1.9000 cache size    69370, 3397031 req, miss ratio 0.0389, byte miss ratio 0.0389
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size       86, 3397031 req, miss ratio 0.2468, byte miss ratio 0.2468
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size      260, 3397031 req, miss ratio 0.1876, byte miss ratio 0.1876
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size      867, 3397031 req, miss ratio 0.1572, byte miss ratio 0.1572
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size     2601, 3397031 req, miss ratio 0.1411, byte miss ratio 0.1411
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size     8671, 3397031 req, miss ratio 0.1262, byte miss ratio 0.1262
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size    17342, 3397031 req, miss ratio 0.1229, byte miss ratio 0.1229
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size    34685, 3397031 req, miss ratio 0.1090, byte miss ratio 0.1090
tencentBlock.ns7214 S3FIFO-0.4000-1.9000 cache size    69370, 3397031 req, miss ratio 0.0321, byte miss ratio 0.0321
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size       86, 3397031 req, miss ratio 0.2337, byte miss ratio 0.2337
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size      260, 3397031 req, miss ratio 0.1841, byte miss ratio 0.1841
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size      867, 3397031 req, miss ratio 0.1563, byte miss ratio 0.1563
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size     2601, 3397031 req, miss ratio 0.1413, byte miss ratio 0.1413
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size     8671, 3397031 req, miss ratio 0.1255, byte miss ratio 0.1255
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size    17342, 3397031 req, miss ratio 0.1152, byte miss ratio 0.1152
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size    34685, 3397031 req, miss ratio 0.1060, byte miss ratio 0.1060
tencentBlock.ns7214 S3FIFO-0.3000-0.9000 cache size    69370, 3397031 req, miss ratio 0.0307, byte miss ratio 0.0307
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size       86, 3397031 req, miss ratio 0.2355, byte miss ratio 0.2355
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size      260, 3397031 req, miss ratio 0.1854, byte miss ratio 0.1854
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size      867, 3397031 req, miss ratio 0.1567, byte miss ratio 0.1567
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size     2601, 3397031 req, miss ratio 0.1416, byte miss ratio 0.1416
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size     8671, 3397031 req, miss ratio 0.1260, byte miss ratio 0.1260
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size    17342, 3397031 req, miss ratio 0.1164, byte miss ratio 0.1164
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size    34685, 3397031 req, miss ratio 0.1080, byte miss ratio 0.1080
tencentBlock.ns7214 S3FIFO-0.3500-0.9000 cache size    69370, 3397031 req, miss ratio 0.0315, byte miss ratio 0.0315
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size       86, 3397031 req, miss ratio 0.3209, byte miss ratio 0.3209
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size      260, 3397031 req, miss ratio 0.2217, byte miss ratio 0.2217
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size      867, 3397031 req, miss ratio 0.1779, byte miss ratio 0.1779
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size     2601, 3397031 req, miss ratio 0.1571, byte miss ratio 0.1571
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size     8671, 3397031 req, miss ratio 0.1422, byte miss ratio 0.1422
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size    17342, 3397031 req, miss ratio 0.1274, byte miss ratio 0.1274
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size    34685, 3397031 req, miss ratio 0.0949, byte miss ratio 0.0949
tencentBlock.ns7214 S3FIFO-0.9000-1.9000 cache size    69370, 3397031 req, miss ratio 0.0384, byte miss ratio 0.0384
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size       86, 3397031 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size      260, 3397031 req, miss ratio 0.1944, byte miss ratio 0.1944
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size      867, 3397031 req, miss ratio 0.1643, byte miss ratio 0.1643
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size     2601, 3397031 req, miss ratio 0.1431, byte miss ratio 0.1431
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size     8671, 3397031 req, miss ratio 0.1222, byte miss ratio 0.1222
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size    17342, 3397031 req, miss ratio 0.1208, byte miss ratio 0.1208
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size    34685, 3397031 req, miss ratio 0.0904, byte miss ratio 0.0904
tencentBlock.ns7214 S3FIFO-0.0100-1.9000 cache size    69370, 3397031 req, miss ratio 0.0294, byte miss ratio 0.0294
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size       86, 3397031 req, miss ratio 0.3035, byte miss ratio 0.3035
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size      260, 3397031 req, miss ratio 0.2062, byte miss ratio 0.2062
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size      867, 3397031 req, miss ratio 0.1703, byte miss ratio 0.1703
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size     2601, 3397031 req, miss ratio 0.1538, byte miss ratio 0.1538
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size     8671, 3397031 req, miss ratio 0.1389, byte miss ratio 0.1389
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size    17342, 3397031 req, miss ratio 0.1249, byte miss ratio 0.1249
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size    34685, 3397031 req, miss ratio 0.0939, byte miss ratio 0.0939
tencentBlock.ns7214 S3FIFO-0.8000-0.9000 cache size    69370, 3397031 req, miss ratio 0.0377, byte miss ratio 0.0377
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size       86, 3397031 req, miss ratio 1.0000, byte miss ratio 1.0000
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size      260, 3397031 req, miss ratio 0.1944, byte miss ratio 0.1944
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size      867, 3397031 req, miss ratio 0.1657, byte miss ratio 0.1657
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size     2601, 3397031 req, miss ratio 0.1444, byte miss ratio 0.1444
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size     8671, 3397031 req, miss ratio 0.1221, byte miss ratio 0.1221
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size    17342, 3397031 req, miss ratio 0.1122, byte miss ratio 0.1122
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size    34685, 3397031 req, miss ratio 0.0904, byte miss ratio 0.0904
tencentBlock.ns7214 S3FIFO-0.0100-0.9000 cache size    69370, 3397031 req, miss ratio 0.0294, byte miss ratio 0.0294
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size       86, 3397031 req, miss ratio 0.2333, byte miss ratio 0.2333
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size      260, 3397031 req, miss ratio 0.1835, byte miss ratio 0.1835
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size      867, 3397031 req, miss ratio 0.1567, byte miss ratio 0.1567
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size     2601, 3397031 req, miss ratio 0.1409, byte miss ratio 0.1409
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size     8671, 3397031 req, miss ratio 0.1230, byte miss ratio 0.1230
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size    17342, 3397031 req, miss ratio 0.1127, byte miss ratio 0.1127
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size    34685, 3397031 req, miss ratio 0.0931, byte miss ratio 0.0931
tencentBlock.ns7214 S3FIFO-0.1000-0.9000 cache size    69370, 3397031 req, miss ratio 0.0294, byte miss ratio 0.0294
tencentBlock.ns7214 S3FIFO-0.5000-1.9000 cache size       86, 3397031 req, miss ratio 0.2734, byte miss ratio 0.2734
tencentBlock.ns7214 S3FIFO-0.5000-1.9000 cache size      260, 3397031 req, miss ratio 0.1914, byte miss ratio 0.1914
