tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size      269, 2103161 req, miss ratio 0.5887, byte miss ratio 0.5887
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size      809, 2103161 req, miss ratio 0.5109, byte miss ratio 0.5109
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size     2697, 2103161 req, miss ratio 0.4778, byte miss ratio 0.4778
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size     8092, 2103161 req, miss ratio 0.4666, byte miss ratio 0.4666
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size    26975, 2103161 req, miss ratio 0.4250, byte miss ratio 0.4250
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size    53950, 2103161 req, miss ratio 0.3681, byte miss ratio 0.3681
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size   107900, 2103161 req, miss ratio 0.2731, byte miss ratio 0.2731
tencentBlock.ns12662 S3FIFO-0.9900-1.9000 cache size   215800, 2103161 req, miss ratio 0.1599, byte miss ratio 0.1599
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size      269, 2103161 req, miss ratio 0.4768, byte miss ratio 0.4768
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size      809, 2103161 req, miss ratio 0.4669, byte miss ratio 0.4669
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size     2697, 2103161 req, miss ratio 0.4637, byte miss ratio 0.4637
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size     8092, 2103161 req, miss ratio 0.4614, byte miss ratio 0.4614
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size    26975, 2103161 req, miss ratio 0.4336, byte miss ratio 0.4336
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size    53950, 2103161 req, miss ratio 0.3714, byte miss ratio 0.3714
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size   107900, 2103161 req, miss ratio 0.2704, byte miss ratio 0.2704
tencentBlock.ns12662 S3FIFO-0.3500-1.9000 cache size   215800, 2103161 req, miss ratio 0.1377, byte miss ratio 0.1377
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size      269, 2103161 req, miss ratio 0.4801, byte miss ratio 0.4801
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size      809, 2103161 req, miss ratio 0.4671, byte miss ratio 0.4671
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size     2697, 2103161 req, miss ratio 0.4638, byte miss ratio 0.4638
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size     8092, 2103161 req, miss ratio 0.4622, byte miss ratio 0.4622
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size    26975, 2103161 req, miss ratio 0.4574, byte miss ratio 0.4574
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size    53950, 2103161 req, miss ratio 0.3765, byte miss ratio 0.3765
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size   107900, 2103161 req, miss ratio 0.2694, byte miss ratio 0.2694
tencentBlock.ns12662 S3FIFO-0.5000-1.9000 cache size   215800, 2103161 req, miss ratio 0.1405, byte miss ratio 0.1405
tencentBlock.ns12662 S3FIFO-0.4500-1.9000 cache size      269, 2103161 req, miss ratio 0.4785, byte miss ratio 0.4785
tencentBlock.ns12662 S3FIFO-0.4500-1.9000 cache size      809, 2103161 req, miss ratio 0.4670, byte miss ratio 0.4670
tencentBlock.ns12662 S3FIFO-0.4500-1.9000 cache size     2697, 2103161 req, miss ratio 0.4637, byte miss ratio 0.4637
