tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size      293, 1447466 req, miss ratio 0.4944, byte miss ratio 0.4944
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size      881, 1447466 req, miss ratio 0.4907, byte miss ratio 0.4907
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size     2938, 1447466 req, miss ratio 0.4892, byte miss ratio 0.4892
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size     8814, 1447466 req, miss ratio 0.4889, byte miss ratio 0.4889
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size    29382, 1447466 req, miss ratio 0.4350, byte miss ratio 0.4350
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size    58764, 1447466 req, miss ratio 0.3889, byte miss ratio 0.3889
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size   117528, 1447466 req, miss ratio 0.2613, byte miss ratio 0.2613
tencentBlock.ns8227 S3FIFO-0.6500-1.9000 cache size   235056, 1447466 req, miss ratio 0.2080, byte miss ratio 0.2080
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size      293, 1447466 req, miss ratio 0.5757, byte miss ratio 0.5757
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size      881, 1447466 req, miss ratio 0.5591, byte miss ratio 0.5591
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size     2938, 1447466 req, miss ratio 0.4953, byte miss ratio 0.4953
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size     8814, 1447466 req, miss ratio 0.4898, byte miss ratio 0.4898
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size    29382, 1447466 req, miss ratio 0.4068, byte miss ratio 0.4068
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size    58764, 1447466 req, miss ratio 0.3164, byte miss ratio 0.3164
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size   117528, 1447466 req, miss ratio 0.2228, byte miss ratio 0.2228
tencentBlock.ns8227 S3FIFO-0.0050-0.9000 cache size   235056, 1447466 req, miss ratio 0.2042, byte miss ratio 0.2042
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size      293, 1447466 req, miss ratio 0.5727, byte miss ratio 0.5727
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size      881, 1447466 req, miss ratio 0.5049, byte miss ratio 0.5049
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size     2938, 1447466 req, miss ratio 0.4926, byte miss ratio 0.4926
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size     8814, 1447466 req, miss ratio 0.4616, byte miss ratio 0.4616
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size    29382, 1447466 req, miss ratio 0.4153, byte miss ratio 0.4153
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size    58764, 1447466 req, miss ratio 0.3153, byte miss ratio 0.3153
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size   117528, 1447466 req, miss ratio 0.2229, byte miss ratio 0.2229
tencentBlock.ns8227 S3FIFO-0.0100-1.9000 cache size   235056, 1447466 req, miss ratio 0.2042, byte miss ratio 0.2042
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size      293, 1447466 req, miss ratio 0.4924, byte miss ratio 0.4924
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size      881, 1447466 req, miss ratio 0.4903, byte miss ratio 0.4903
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size     2938, 1447466 req, miss ratio 0.4891, byte miss ratio 0.4891
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size     8814, 1447466 req, miss ratio 0.4625, byte miss ratio 0.4625
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size    29382, 1447466 req, miss ratio 0.4282, byte miss ratio 0.4282
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size    58764, 1447466 req, miss ratio 0.3804, byte miss ratio 0.3804
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size   117528, 1447466 req, miss ratio 0.2352, byte miss ratio 0.2352
tencentBlock.ns8227 S3FIFO-0.4000-1.9000 cache size   235056, 1447466 req, miss ratio 0.2042, byte miss ratio 0.2042
