cdn1_colo28.ns12687 S3FIFO-0.0010-1.9000 cache size        8, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-1.9000 cache size       17, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-1.9000 cache size       35, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-1.9000 cache size       71, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-0.9000 cache size        8, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-0.9000 cache size       17, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-0.9000 cache size       35, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.0010-0.9000 cache size       71, 1213537 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_colo28.ns12687 S3FIFO-0.8500-0.9000 cache size        8, 1213537 req, miss ratio 0.7457, byte miss ratio 0.7457
cdn1_colo28.ns12687 S3FIFO-0.8500-0.9000 cache size       17, 1213537 req, miss ratio 0.0687, byte miss ratio 0.0687
cdn1_colo28.ns12687 S3FIFO-0.8500-0.9000 cache size       35, 1213537 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_colo28.ns12687 S3FIFO-0.8500-0.9000 cache size       71, 1213537 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns12687 S3FIFO-0.5500-1.9000 cache size        8, 1213537 req, miss ratio 0.7605, byte miss ratio 0.7605
cdn1_colo28.ns12687 S3FIFO-0.5500-1.9000 cache size       17, 1213537 req, miss ratio 0.0614, byte miss ratio 0.0614
cdn1_colo28.ns12687 S3FIFO-0.5500-1.9000 cache size       35, 1213537 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_colo28.ns12687 S3FIFO-0.5500-1.9000 cache size       71, 1213537 req, miss ratio 0.0001, byte miss ratio 0.0001
cdn1_colo28.ns12687 S3FIFO-0.9000-1.9000 cache size        8, 1213537 req, miss ratio 0.7185, byte miss ratio 0.7185
