io_traces.ns531 S3FIFO-0.0010-0.9000 cache size      139, 2200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size      417, 2200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size     1392, 2200000 req, miss ratio 0.5566, byte miss ratio 0.5566
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size     4176, 2200000 req, miss ratio 0.4758, byte miss ratio 0.4758
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size    13920, 2200000 req, miss ratio 0.3854, byte miss ratio 0.3854
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size    27840, 2200000 req, miss ratio 0.2859, byte miss ratio 0.2859
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size    55681, 2200000 req, miss ratio 0.1342, byte miss ratio 0.1342
io_traces.ns531 S3FIFO-0.0010-0.9000 cache size   111362, 2200000 req, miss ratio 0.0676, byte miss ratio 0.0676
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size      139, 2200000 req, miss ratio 0.5270, byte miss ratio 0.5270
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size      417, 2200000 req, miss ratio 0.4958, byte miss ratio 0.4958
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size     1392, 2200000 req, miss ratio 0.4896, byte miss ratio 0.4896
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size     4176, 2200000 req, miss ratio 0.4687, byte miss ratio 0.4687
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size    13920, 2200000 req, miss ratio 0.3930, byte miss ratio 0.3930
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size    27840, 2200000 req, miss ratio 0.3217, byte miss ratio 0.3217
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size    55681, 2200000 req, miss ratio 0.1729, byte miss ratio 0.1729
io_traces.ns531 S3FIFO-0.9000-0.9000 cache size   111362, 2200000 req, miss ratio 0.0775, byte miss ratio 0.0775
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size      139, 2200000 req, miss ratio 1.0000, byte miss ratio 1.0000
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size      417, 2200000 req, miss ratio 0.5479, byte miss ratio 0.5479
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size     1392, 2200000 req, miss ratio 0.5093, byte miss ratio 0.5093
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size     4176, 2200000 req, miss ratio 0.4458, byte miss ratio 0.4458
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size    13920, 2200000 req, miss ratio 0.3827, byte miss ratio 0.3827
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size    27840, 2200000 req, miss ratio 0.2794, byte miss ratio 0.2794
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size    55681, 2200000 req, miss ratio 0.1339, byte miss ratio 0.1339
io_traces.ns531 S3FIFO-0.0050-0.9000 cache size   111362, 2200000 req, miss ratio 0.0676, byte miss ratio 0.0676
io_traces.ns531 S3FIFO-0.1500-0.9000 cache size      139, 2200000 req, miss ratio 0.4968, byte miss ratio 0.4968
io_traces.ns531 S3FIFO-0.1500-0.9000 cache size      417, 2200000 req, miss ratio 0.4906, byte miss ratio 0.4906
io_traces.ns531 S3FIFO-0.1500-0.9000 cache size     1392, 2200000 req, miss ratio 0.4721, byte miss ratio 0.4721
io_traces.ns531 S3FIFO-0.1500-0.9000 cache size     4176, 2200000 req, miss ratio 0.4432, byte miss ratio 0.4432
io_traces.ns531 S3FIFO-0.1500-0.9000 cache size    13920, 2200000 req, miss ratio 0.3873, byte miss ratio 0.3873
