cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size        8, 7247059 req, miss ratio 0.0184, byte miss ratio 0.0184
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size       29, 7247059 req, miss ratio 0.0010, byte miss ratio 0.0010
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6000-0.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size        8, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size       29, 7247059 req, miss ratio 0.0006, byte miss ratio 0.0006
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.1000-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size        8, 7247059 req, miss ratio 0.0228, byte miss ratio 0.0228
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size       29, 7247059 req, miss ratio 0.0015, byte miss ratio 0.0015
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size       87, 7247059 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size      290, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.9500-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size        8, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size       29, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size       87, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0250-0.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size        8, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size       29, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size       87, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size      290, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size      580, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0010-0.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size        8, 7247059 req, miss ratio 0.0155, byte miss ratio 0.0155
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size       29, 7247059 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size        8, 7247059 req, miss ratio 0.0199, byte miss ratio 0.0199
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size       29, 7247059 req, miss ratio 0.0011, byte miss ratio 0.0011
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.6500-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size        8, 7247059 req, miss ratio 0.0145, byte miss ratio 0.0145
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size       29, 7247059 req, miss ratio 0.0007, byte miss ratio 0.0007
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.2000-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size        8, 7247059 req, miss ratio 0.0154, byte miss ratio 0.0154
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size       29, 7247059 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.3500-0.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size        8, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size       29, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size       87, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size      290, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size      580, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0010-1.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size        8, 7247059 req, miss ratio 0.0167, byte miss ratio 0.0167
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size       29, 7247059 req, miss ratio 0.0008, byte miss ratio 0.0008
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size       87, 7247059 req, miss ratio 0.0005, byte miss ratio 0.0005
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size      290, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size      580, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size     1161, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.4000-0.9000 cache size     2322, 7247059 req, miss ratio 0.0004, byte miss ratio 0.0004
cdn1_allcolo.ns2947 S3FIFO-0.0050-1.9000 cache size        8, 7247059 req, miss ratio 1.0000, byte miss ratio 1.0000
