io_traces.ns591 S3FIFO-0.2000-1.9000 cache size      202, 2400000 req, miss ratio 0.4908, byte miss ratio 0.4908
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size      607, 2400000 req, miss ratio 0.4866, byte miss ratio 0.4866
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size     2026, 2400000 req, miss ratio 0.4523, byte miss ratio 0.4523
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size     6079, 2400000 req, miss ratio 0.4393, byte miss ratio 0.4393
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size    20265, 2400000 req, miss ratio 0.3605, byte miss ratio 0.3605
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size    40530, 2400000 req, miss ratio 0.2195, byte miss ratio 0.2195
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size    81060, 2400000 req, miss ratio 0.0936, byte miss ratio 0.0936
io_traces.ns591 S3FIFO-0.2000-1.9000 cache size   162121, 2400000 req, miss ratio 0.0853, byte miss ratio 0.0853
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size      202, 2400000 req, miss ratio 0.4993, byte miss ratio 0.4993
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size      607, 2400000 req, miss ratio 0.4886, byte miss ratio 0.4886
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size     2026, 2400000 req, miss ratio 0.4844, byte miss ratio 0.4844
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size     6079, 2400000 req, miss ratio 0.4504, byte miss ratio 0.4504
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size    20265, 2400000 req, miss ratio 0.3759, byte miss ratio 0.3759
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size    40530, 2400000 req, miss ratio 0.2510, byte miss ratio 0.2510
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size    81060, 2400000 req, miss ratio 0.1124, byte miss ratio 0.1124
io_traces.ns591 S3FIFO-0.8000-0.9000 cache size   162121, 2400000 req, miss ratio 0.0905, byte miss ratio 0.0905
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size      202, 2400000 req, miss ratio 0.4979, byte miss ratio 0.4979
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size      607, 2400000 req, miss ratio 0.4882, byte miss ratio 0.4882
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size     2026, 2400000 req, miss ratio 0.4827, byte miss ratio 0.4827
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size     6079, 2400000 req, miss ratio 0.4491, byte miss ratio 0.4491
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size    20265, 2400000 req, miss ratio 0.3749, byte miss ratio 0.3749
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size    40530, 2400000 req, miss ratio 0.2479, byte miss ratio 0.2479
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size    81060, 2400000 req, miss ratio 0.1095, byte miss ratio 0.1095
io_traces.ns591 S3FIFO-0.7500-0.9000 cache size   162121, 2400000 req, miss ratio 0.0891, byte miss ratio 0.0891
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size      202, 2400000 req, miss ratio 0.4914, byte miss ratio 0.4914
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size      607, 2400000 req, miss ratio 0.4866, byte miss ratio 0.4866
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size     2026, 2400000 req, miss ratio 0.4553, byte miss ratio 0.4553
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size     6079, 2400000 req, miss ratio 0.4362, byte miss ratio 0.4362
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size    20265, 2400000 req, miss ratio 0.3617, byte miss ratio 0.3617
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size    40530, 2400000 req, miss ratio 0.2374, byte miss ratio 0.2374
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size    81060, 2400000 req, miss ratio 0.0935, byte miss ratio 0.0935
io_traces.ns591 S3FIFO-0.4000-0.9000 cache size   162121, 2400000 req, miss ratio 0.0868, byte miss ratio 0.0868
io_traces.ns591 S3FIFO-0.1000-0.9000 cache size      202, 2400000 req, miss ratio 0.4927, byte miss ratio 0.4927
io_traces.ns591 S3FIFO-0.1000-0.9000 cache size      607, 2400000 req, miss ratio 0.4874, byte miss ratio 0.4874
io_traces.ns591 S3FIFO-0.1000-0.9000 cache size     2026, 2400000 req, miss ratio 0.4563, byte miss ratio 0.4563
