cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size      349, 2915136 req, miss ratio 0.7506, byte miss ratio 0.7506
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size     1049, 2915136 req, miss ratio 0.6594, byte miss ratio 0.6594
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size     3497, 2915136 req, miss ratio 0.5499, byte miss ratio 0.5499
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size    10491, 2915136 req, miss ratio 0.4359, byte miss ratio 0.4359
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size    34971, 2915136 req, miss ratio 0.2998, byte miss ratio 0.2998
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size    69943, 2915136 req, miss ratio 0.2224, byte miss ratio 0.2224
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size   139886, 2915136 req, miss ratio 0.1556, byte miss ratio 0.1556
cdn1_colo28.ns816 S3FIFO-0.1500-1.9000 cache size   279772, 2915136 req, miss ratio 0.1223, byte miss ratio 0.1223
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size      349, 2915136 req, miss ratio 0.7488, byte miss ratio 0.7488
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size     1049, 2915136 req, miss ratio 0.6692, byte miss ratio 0.6692
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size     3497, 2915136 req, miss ratio 0.5627, byte miss ratio 0.5627
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size    10491, 2915136 req, miss ratio 0.4527, byte miss ratio 0.4527
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size    34971, 2915136 req, miss ratio 0.3244, byte miss ratio 0.3244
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size    69943, 2915136 req, miss ratio 0.2441, byte miss ratio 0.2441
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size   139886, 2915136 req, miss ratio 0.1683, byte miss ratio 0.1683
cdn1_colo28.ns816 S3FIFO-0.6000-1.9000 cache size   279772, 2915136 req, miss ratio 0.1235, byte miss ratio 0.1235
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size      349, 2915136 req, miss ratio 0.7451, byte miss ratio 0.7451
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size     1049, 2915136 req, miss ratio 0.6626, byte miss ratio 0.6626
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size     3497, 2915136 req, miss ratio 0.5547, byte miss ratio 0.5547
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size    10491, 2915136 req, miss ratio 0.4436, byte miss ratio 0.4436
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size    34971, 2915136 req, miss ratio 0.3146, byte miss ratio 0.3146
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size    69943, 2915136 req, miss ratio 0.2376, byte miss ratio 0.2376
cdn1_colo28.ns816 S3FIFO-0.5000-0.9000 cache size   139886, 2915136 req, miss ratio 0.1643, byte miss ratio 0.1643
